"id","active","ano_id/id","marca_id/id","modelo_id/id","name","motor_productos/id","tipo_id/id"
"__export__.catalogo_motor_vehiculo_4643","True","__export__.catalogo_ano_vehiculo_4168","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_1951","CUMMINS ISD 6.7 LTS EURO V","__export__.product_template_9735,__export__.product_template_17023,__export__.product_template_9870,__export__.product_template_25459,__export__.product_template_25460,__export__.product_template_9618,__export__.product_template_16693,__export__.product_template_27704,__export__.product_template_34287","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4679","True","__export__.catalogo_ano_vehiculo_4209","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_1981","CUMMINS ISDe 210 6.7 LTS. EURO V","__export__.product_template_25459,__export__.product_template_25460,__export__.product_template_9870,__export__.product_template_17023,__export__.product_template_9618,__export__.product_template_9735,__export__.product_template_34287","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4792","True","__export__.catalogo_ano_vehiculo_4333","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_2050","CUMMINS ISDe 245HP  6.7 LTS. EUROIV","__export__.product_template_25459,__export__.product_template_25460,__export__.product_template_9870,__export__.product_template_9735,__export__.product_template_17023,__export__.product_template_34287","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4500","True","__export__.catalogo_ano_vehiculo_4040","__export__.catalogo_marca_vehiculo_878","__export__.catalogo_modelo_vehiculo_1880","CUMMINS ISF 2.8 LTS.","__export__.product_template_34544,__export__.product_template_9719,__export__.product_template_16989,__export__.product_template_9015,__export__.product_template_24444,__export__.product_template_27495,__export__.product_template_27496,__export__.product_template_34100","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_4816","True","__export__.catalogo_ano_vehiculo_4356","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_2068","CUMMINS ISF 2.8 LTS.","__export__.product_template_16718,__export__.product_template_27495,__export__.product_template_27496,__export__.product_template_9536","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4804","True","__export__.catalogo_ano_vehiculo_4345","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_2059","CUMMINS ISF 2.8 LTS DIESEL","__export__.product_template_9040,__export__.product_template_27495,__export__.product_template_16912,__export__.product_template_34441","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4677","True","__export__.catalogo_ano_vehiculo_4206","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_1978","CUMMINS ISF 2.8 LTS EURO IV","__export__.product_template_34544,__export__.product_template_24042,__export__.product_template_16989,__export__.product_template_24444,__export__.product_template_27496,__export__.product_template_34100","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4523","True","__export__.catalogo_ano_vehiculo_1000","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_1889","CUMMINS ISF 2.8 LTS. EURO IV","__export__.product_template_16718,__export__.product_template_9798,__export__.product_template_24444,__export__.product_template_27495","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4607","True","__export__.catalogo_ano_vehiculo_4131","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_1930","CUMMINS ISF 2.8 LTS. EURO IV","__export__.product_template_24042,__export__.product_template_24444,__export__.product_template_27495","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4543","True","__export__.catalogo_ano_vehiculo_4076","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_1900","CUMMINS ISF 2.8 LTS. EURO IV","__export__.product_template_34544,__export__.product_template_16718,__export__.product_template_16989,__export__.product_template_9798,__export__.product_template_24444,__export__.product_template_27495,__export__.product_template_27496,__export__.product_template_34100","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4659","True","__export__.catalogo_ano_vehiculo_4186","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_1963","CUMMINS ISF 2.8LTS EURO IV","__export__.product_template_34544,__export__.product_template_24042,__export__.product_template_24444,__export__.product_template_16989,__export__.product_template_27496,__export__.product_template_34100","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4653","True","__export__.catalogo_ano_vehiculo_4179","__export__.catalogo_marca_vehiculo_657","__export__.catalogo_modelo_vehiculo_1958","CUMMINS ISF 2.8 LTS EURO V","__export__.product_template_34506,__export__.product_template_24444,__export__.product_template_33446,__export__.product_template_34054,__export__.product_template_24547","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4438","True","__export__.catalogo_ano_vehiculo_4002","__export__.catalogo_marca_vehiculo_838","__export__.catalogo_modelo_vehiculo_1854","CUMMINS ISF 3.8","__export__.product_template_8641,__export__.product_template_9870,__export__.product_template_8903,__export__.product_template_9735,__export__.product_template_27497,__export__.product_template_27428,__export__.product_template_12038,__export__.product_template_34287,__export__.product_template_34429,__export__.product_template_34547,__export__.product_template_10807,__export__.product_template_16914,__export__.product_template_11006,__export__.product_template_24502,__export__.product_template_28196","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4826","True","__export__.catalogo_ano_vehiculo_4368","__export__.catalogo_marca_vehiculo_871","__export__.catalogo_modelo_vehiculo_2075","CUMMINS ISF 3.8 LTS","__export__.product_template_34118,__export__.product_template_34120,__export__.product_template_34287,__export__.product_template_27428,__export__.product_template_27497,__export__.product_template_34429,__export__.product_template_34547","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4827","True","__export__.catalogo_ano_vehiculo_4369","__export__.catalogo_marca_vehiculo_871","__export__.catalogo_modelo_vehiculo_2076","CUMMINS ISF 3.8 LTS","__export__.product_template_34118,__export__.product_template_34120,__export__.product_template_34287,__export__.product_template_27428,__export__.product_template_27497,__export__.product_template_34429,__export__.product_template_34547","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4703","True","__export__.catalogo_ano_vehiculo_4236","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_1992","CUMMINS ISF 3.8 LTS ","__export__.product_template_24042,__export__.product_template_9870,__export__.product_template_27497,__export__.product_template_12038,__export__.product_template_34287,__export__.product_template_34429","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4862","True","__export__.catalogo_ano_vehiculo_4401","__export__.catalogo_marca_vehiculo_871","__export__.catalogo_modelo_vehiculo_2092","CUMMINS ISF 3.8 LTS ","__export__.product_template_34118,__export__.product_template_34120,__export__.product_template_34287,__export__.product_template_27497,__export__.product_template_27428,__export__.product_template_34547","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4815","True","__export__.catalogo_ano_vehiculo_4207","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_1979","CUMMINS ISF 3.8 LTS.","__export__.product_template_24042,__export__.product_template_9870,__export__.product_template_27497,__export__.product_template_17023,__export__.product_template_34287,__export__.product_template_34429","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4699","True","__export__.catalogo_ano_vehiculo_4233","__export__.catalogo_marca_vehiculo_897","__export__.catalogo_modelo_vehiculo_1990","CUMMINS ISF 3.8LTS 141HP","__export__.product_template_33352,__export__.product_template_9870,__export__.product_template_27497,__export__.product_template_12038,__export__.product_template_34287,__export__.product_template_34429","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4748","True","__export__.catalogo_ano_vehiculo_4289","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_2027","CUMMINS ISF 3.8 LTS. 6 TON.","__export__.product_template_9012,__export__.product_template_9870,__export__.product_template_27497,__export__.product_template_27441,__export__.product_template_12038,__export__.product_template_34287,__export__.product_template_34429","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4761","True","__export__.catalogo_ano_vehiculo_4299","__export__.catalogo_marca_vehiculo_838","__export__.catalogo_modelo_vehiculo_2034","CUMMINS ISF 3.8 LTS. DIESEL","__export__.product_template_34503,__export__.product_template_8641,__export__.product_template_8903,__export__.product_template_9870,__export__.product_template_27497,__export__.product_template_27428,__export__.product_template_34287,__export__.product_template_34429,__export__.product_template_34547","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4847","True","__export__.catalogo_ano_vehiculo_4388","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_1799","CUMMINS ISF 3.8 LTS. DIESEL EURO IV","__export__.product_template_24060,__export__.product_template_17086,__export__.product_template_34287,__export__.product_template_9614","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4657","True","__export__.catalogo_ano_vehiculo_4183","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_1962","CUMMINS ISF 3.8 LTS EURO IV","__export__.product_template_9012,__export__.product_template_9870,__export__.product_template_17023,__export__.product_template_27497,__export__.product_template_12038,__export__.product_template_34287,__export__.product_template_34429,__export__.product_template_11006","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4678","True","__export__.catalogo_ano_vehiculo_4208","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_1980","CUMMINS ISF 3.8 LTS. EURO IV","__export__.product_template_27441,__export__.product_template_27497,__export__.product_template_12038,__export__.product_template_34287,__export__.product_template_34429,__export__.product_template_24042,__export__.product_template_9870,__export__.product_template_11006,__export__.product_template_24581","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4732","True","__export__.catalogo_ano_vehiculo_4270","__export__.catalogo_marca_vehiculo_897","__export__.catalogo_modelo_vehiculo_2014","CUMMINS ISF 3.8 LTS. EURO IV","__export__.product_template_33352,__export__.product_template_27497,__export__.product_template_27428,__export__.product_template_9870,__export__.product_template_33365,__export__.product_template_12038,__export__.product_template_34287,__export__.product_template_34429,__export__.product_template_34547","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4542","True","__export__.catalogo_ano_vehiculo_4075","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_1899","CUMMINS ISF 3.8 LTS. EURO IV","__export__.product_template_9870,__export__.product_template_9012,__export__.product_template_9795,__export__.product_template_27441,__export__.product_template_27497,__export__.product_template_12038,__export__.product_template_34287,__export__.product_template_34429,__export__.product_template_11006,__export__.product_template_24581","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4541","True","__export__.catalogo_ano_vehiculo_4074","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_1898","CUMMINS ISF 3.8 LTS. EURO IV","__export__.product_template_9870,__export__.product_template_9795,__export__.product_template_27441,__export__.product_template_27497,__export__.product_template_12038,__export__.product_template_34287,__export__.product_template_34429,__export__.product_template_11006,__export__.product_template_24581","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4651","True","__export__.catalogo_ano_vehiculo_4176","__export__.catalogo_marca_vehiculo_657","__export__.catalogo_modelo_vehiculo_1957","CUMMINS ISF 3.8 LTS EURO V","__export__.product_template_34506,__export__.product_template_33446,__export__.product_template_9870,__export__.product_template_27497,__export__.product_template_34054,__export__.product_template_34287,__export__.product_template_34429,__export__.product_template_24547,__export__.product_template_34615","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4644","True","__export__.catalogo_ano_vehiculo_4169","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_1952","CUMMINS ISF 3.8 LTS EURO V","__export__.product_template_34536,__export__.product_template_24042,__export__.product_template_9494,__export__.product_template_9870,__export__.product_template_27441,__export__.product_template_27497,__export__.product_template_12038,__export__.product_template_34287,__export__.product_template_34429,__export__.product_template_11006,__export__.product_template_24581","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4652","True","__export__.catalogo_ano_vehiculo_4178","__export__.catalogo_marca_vehiculo_657","__export__.catalogo_modelo_vehiculo_1959","CUMMINS ISF 3.8 LTS EURO V","__export__.product_template_9870,__export__.product_template_33446,__export__.product_template_34054,__export__.product_template_34287,__export__.product_template_24547,__export__.product_template_34615","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4592","True","__export__.catalogo_ano_vehiculo_510","__export__.catalogo_marca_vehiculo_657","__export__.catalogo_modelo_vehiculo_804","CUMMINS ISF 3.8 LTS. EURO V","__export__.product_template_34506,__export__.product_template_8626,__export__.product_template_9870,__export__.product_template_17125,__export__.product_template_8816,__export__.product_template_27497,__export__.product_template_12038,__export__.product_template_33446,__export__.product_template_34287,__export__.product_template_34429,__export__.product_template_24547,__export__.product_template_11006","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4666","True","__export__.catalogo_ano_vehiculo_4195","__export__.catalogo_marca_vehiculo_657","__export__.catalogo_modelo_vehiculo_1970","CUMMINS ISF 3.8 LTS. EURO V","__export__.product_template_9870,__export__.product_template_27497,__export__.product_template_12038,__export__.product_template_33446,__export__.product_template_34287,__export__.product_template_34429,__export__.product_template_24547,__export__.product_template_11006","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4681","True","__export__.catalogo_ano_vehiculo_4211","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_1982","CUMMINS ISF 4.5 LTS.  210 HP EURO V","__export__.product_template_34536,__export__.product_template_9870,__export__.product_template_25441,__export__.product_template_25438,__export__.product_template_9494,__export__.product_template_27441,__export__.product_template_27497,__export__.product_template_12038,__export__.product_template_33446,__export__.product_template_34287,__export__.product_template_34429,__export__.product_template_24547,__export__.product_template_34546,__export__.product_template_34034,__export__.product_template_11006,__export__.product_template_24581","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4642","True","__export__.catalogo_ano_vehiculo_4167","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_1950","CUMMINS ISF 4.5 LTS.  EURO V","__export__.product_template_34536,__export__.product_template_25441,__export__.product_template_9494,__export__.product_template_9870,__export__.product_template_25438,__export__.product_template_24526,__export__.product_template_27441,__export__.product_template_27497,__export__.product_template_12038,__export__.product_template_33446,__export__.product_template_34287,__export__.product_template_34429,__export__.product_template_24547,__export__.product_template_34502,__export__.product_template_34546,__export__.product_template_24581,__export__.product_template_11006,__export__.product_template_34034","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4230","True","__export__.catalogo_ano_vehiculo_3928","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_1734","CUMMINS ISF 5.9 TON","__export__.product_template_9870,__export__.product_template_9012,__export__.product_template_9795,__export__.product_template_27441,__export__.product_template_27497,__export__.product_template_12038,__export__.product_template_34287,__export__.product_template_34429,__export__.product_template_11006,__export__.product_template_24581","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4751","True","__export__.catalogo_ano_vehiculo_4292","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_2028","CUMMINS ISG 11.8 LTS  EURO V","__export__.product_template_34288,__export__.product_template_34006,__export__.product_template_34007,__export__.product_template_34678,__export__.product_template_34479","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4931","True","__export__.catalogo_ano_vehiculo_4470","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_2131","CUMMINS ISG 11.8 LTS EURO VI","__export__.product_template_34549,__export__.product_template_34288,__export__.product_template_34268,__export__.product_template_34267,__export__.product_template_34678","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4802","True","__export__.catalogo_ano_vehiculo_4341","__export__.catalogo_marca_vehiculo_848","__export__.catalogo_modelo_vehiculo_2057","CUMMINS ISGe 400  11.8 LTS. EURO IV","__export__.product_template_34267,__export__.product_template_34268,__export__.product_template_34678","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4794","True","__export__.catalogo_ano_vehiculo_4335","__export__.catalogo_marca_vehiculo_668","__export__.catalogo_modelo_vehiculo_2052","CUMMINS ISL ","__export__.product_template_16886,__export__.product_template_16853,__export__.product_template_9577,__export__.product_template_10442","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4793","True","","__export__.catalogo_marca_vehiculo_668","__export__.catalogo_modelo_vehiculo_2052","CUMMINS ISL ","__export__.product_template_16886,__export__.product_template_16853","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4809","True","__export__.catalogo_ano_vehiculo_4349","__export__.catalogo_marca_vehiculo_657","__export__.catalogo_modelo_vehiculo_2063","CUMMINS ISL 8.9 LTS.  360HP EURO V","__export__.product_template_34534,__export__.product_template_8699,__export__.product_template_8924,__export__.product_template_9523,__export__.product_template_27772,__export__.product_template_9705,__export__.product_template_34336","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4749","True","__export__.catalogo_ano_vehiculo_4290","__export__.catalogo_marca_vehiculo_671","__export__.catalogo_modelo_vehiculo_1551","CUMMINS ISL  8.9 LTS. EURO V","__export__.product_template_9523,__export__.product_template_10488,__export__.product_template_9992","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4685","True","__export__.catalogo_ano_vehiculo_4216","__export__.catalogo_marca_vehiculo_657","__export__.catalogo_modelo_vehiculo_1983","CUMMINS ISL 8.9 LTS EURO V","__export__.product_template_10063,__export__.product_template_34536,__export__.product_template_10442,__export__.product_template_9705,__export__.product_template_9523,__export__.product_template_8924,__export__.product_template_8699,__export__.product_template_17028,__export__.product_template_9494","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4114","True","__export__.catalogo_ano_vehiculo_3733","__export__.catalogo_marca_vehiculo_838","__export__.catalogo_modelo_vehiculo_1696","CUMMINS ISM","__export__.product_template_12072,__export__.product_template_10812,__export__.product_template_34316,__export__.product_template_10811","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4360","True","__export__.catalogo_ano_vehiculo_3945","__export__.catalogo_marca_vehiculo_868","__export__.catalogo_modelo_vehiculo_1735","CUMMINS ISM 380-30 EURO III ELECTRONICO","__export__.product_template_9039,__export__.product_template_9064,__export__.product_template_10818,__export__.product_template_10819","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4758","True","__export__.catalogo_ano_vehiculo_4296","__export__.catalogo_marca_vehiculo_904","__export__.catalogo_modelo_vehiculo_2031","CUMMINS ISM 385HP EURO IV","__export__.product_template_34503,__export__.product_template_9613,__export__.product_template_8445,__export__.product_template_9514,__export__.product_template_9577,__export__.product_template_9388,__export__.product_template_34196,__export__.product_template_8776,__export__.product_template_34288,__export__.product_template_34046","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4756","True","__export__.catalogo_ano_vehiculo_4295","__export__.catalogo_marca_vehiculo_904","__export__.catalogo_modelo_vehiculo_2030","CUMMINS ISM 440HP EURO V","__export__.product_template_34503,__export__.product_template_10812,__export__.product_template_12072,__export__.product_template_9613,__export__.product_template_34288,__export__.product_template_34316,__export__.product_template_34046","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4480","True","__export__.catalogo_ano_vehiculo_3077","__export__.catalogo_marca_vehiculo_668","__export__.catalogo_modelo_vehiculo_995","CUMMINS ISM - VOLQUETA","__export__.product_template_9557,__export__.product_template_9514,__export__.product_template_11605,__export__.product_template_24505,__export__.product_template_9391,__export__.product_template_34638","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4526","True","__export__.catalogo_ano_vehiculo_4061","__export__.catalogo_marca_vehiculo_660","__export__.catalogo_modelo_vehiculo_1890","CUMMINS ISX","__export__.product_template_9514,__export__.product_template_8713,__export__.product_template_10777,__export__.product_template_10442,__export__.product_template_10998,__export__.product_template_8930,__export__.product_template_24274,__export__.product_template_16949,__export__.product_template_10776,__export__.product_template_27389,__export__.product_template_27457,__export__.product_template_24624","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_3749","True","__export__.catalogo_ano_vehiculo_3413","__export__.catalogo_marca_vehiculo_660","__export__.catalogo_modelo_vehiculo_1601","CUMMINS ISX 430","__export__.product_template_10442,__export__.product_template_9565,__export__.product_template_27457,__export__.product_template_27400,__export__.product_template_8567,__export__.product_template_10079,__export__.product_template_9514,__export__.product_template_9386,__export__.product_template_9564,__export__.product_template_8868,__export__.product_template_10998,__export__.product_template_9495,__export__.product_template_34326,__export__.product_template_27608,__export__.product_template_10687,__export__.product_template_10686","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4507","True","__export__.catalogo_ano_vehiculo_4046","__export__.catalogo_marca_vehiculo_660","__export__.catalogo_modelo_vehiculo_1884","CUMMINS ISX 435","__export__.product_template_9514,__export__.product_template_9386,__export__.product_template_10722,__export__.product_template_10998,__export__.product_template_10442,__export__.product_template_27457,__export__.product_template_34326,__export__.product_template_34481","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4194","True","__export__.catalogo_ano_vehiculo_3804","__export__.catalogo_marca_vehiculo_668","__export__.catalogo_modelo_vehiculo_995","CUMMINS ISX - BAJO CAPOT","__export__.product_template_10249,__export__.product_template_8566,__export__.product_template_10079,__export__.product_template_9514,__export__.product_template_9564,__export__.product_template_10434,__export__.product_template_9565,__export__.product_template_28133,__export__.product_template_27608","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_3252","True","__export__.catalogo_ano_vehiculo_3077","__export__.catalogo_marca_vehiculo_668","__export__.catalogo_modelo_vehiculo_995","CUMMINS ISX - BAJO CAPOT","__export__.product_template_10079,__export__.product_template_9514,__export__.product_template_9564,__export__.product_template_9386,__export__.product_template_10442,__export__.product_template_11605,__export__.product_template_24505,__export__.product_template_27457,__export__.product_template_9565,__export__.product_template_34326,__export__.product_template_34638,__export__.product_template_27608","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4195","True","__export__.catalogo_ano_vehiculo_3804","__export__.catalogo_marca_vehiculo_668","__export__.catalogo_modelo_vehiculo_995","CUMMINS ISX - RANCHERA 13"" MEX","__export__.product_template_10693,__export__.product_template_17126,__export__.product_template_10079,__export__.product_template_9514,__export__.product_template_9386,__export__.product_template_9564,__export__.product_template_10434,__export__.product_template_9565,__export__.product_template_28156,__export__.product_template_34326,__export__.product_template_27608","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4481","True","__export__.catalogo_ano_vehiculo_3077","__export__.catalogo_marca_vehiculo_668","__export__.catalogo_modelo_vehiculo_995","CUMMINS ISX- RANCHERA 13"" MEX","__export__.product_template_10079,__export__.product_template_9514,__export__.product_template_9386,__export__.product_template_9564,__export__.product_template_16766,__export__.product_template_10442,__export__.product_template_11667,__export__.product_template_27457,__export__.product_template_9565,__export__.product_template_28155,__export__.product_template_34326,__export__.product_template_27608","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4482","True","__export__.catalogo_ano_vehiculo_3077","__export__.catalogo_marca_vehiculo_668","__export__.catalogo_modelo_vehiculo_995","CUMMINS ISX- RANCHERA 15""","__export__.product_template_10079,__export__.product_template_9514,__export__.product_template_9386,__export__.product_template_12033,__export__.product_template_9564,__export__.product_template_10442,__export__.product_template_27457,__export__.product_template_9565,__export__.product_template_27786,__export__.product_template_34315,__export__.product_template_34326,__export__.product_template_27608","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4196","True","__export__.catalogo_ano_vehiculo_3804","__export__.catalogo_marca_vehiculo_668","__export__.catalogo_modelo_vehiculo_995","CUMMINS ISX - RANCHERA 15"" USA","__export__.product_template_10079,__export__.product_template_9514,__export__.product_template_9386,__export__.product_template_9564,__export__.product_template_10434,__export__.product_template_10690,__export__.product_template_9565,__export__.product_template_34326,__export__.product_template_34611,__export__.product_template_27608","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4810","True","__export__.catalogo_ano_vehiculo_4350","__export__.catalogo_marca_vehiculo_904","__export__.catalogo_modelo_vehiculo_2064","CUMMINS ISZ 13LTS. 460HP EURO V","__export__.product_template_34503,__export__.product_template_34501,__export__.product_template_34500,__export__.product_template_34499,__export__.product_template_11605,__export__.product_template_16853,__export__.product_template_34318,__export__.product_template_34046,__export__.product_template_34703,__export__.product_template_34616","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_1561","True","__export__.catalogo_ano_vehiculo_1750","__export__.catalogo_marca_vehiculo_667","__export__.catalogo_modelo_vehiculo_1179","CUMMINS L10 DIESEL","__export__.product_template_8515,__export__.product_template_8830,__export__.product_template_10214,__export__.product_template_10662,__export__.product_template_9388,__export__.product_template_9502,__export__.product_template_9538,__export__.product_template_10213,__export__.product_template_34281","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4885","True","__export__.catalogo_ano_vehiculo_4425","__export__.catalogo_marca_vehiculo_660","__export__.catalogo_modelo_vehiculo_2104","CUMMINS L9 8.9LTS.  EPA21 370 HP ","__export__.product_template_34555,__export__.product_template_34553","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4844","True","__export__.catalogo_ano_vehiculo_4385","__export__.catalogo_marca_vehiculo_871","__export__.catalogo_modelo_vehiculo_2081","CUMMINS L9 8.9 LTS. EURO VI","__export__.product_template_34668,__export__.product_template_34499,__export__.product_template_34669,__export__.product_template_34688","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_4610","True","__export__.catalogo_ano_vehiculo_3249","__export__.catalogo_marca_vehiculo_712","__export__.catalogo_modelo_vehiculo_1252","CUMMINS M11","__export__.product_template_10316","__export__.catalogo_tipo_vehiculo_11"
"__export__.catalogo_motor_vehiculo_4366","True","__export__.catalogo_ano_vehiculo_3951","__export__.catalogo_marca_vehiculo_868","__export__.catalogo_modelo_vehiculo_1819","CUMMINS MECANICO","__export__.product_template_8854,__export__.product_template_9719,__export__.product_template_9828,__export__.product_template_10227","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_1253","True","__export__.catalogo_ano_vehiculo_1286","__export__.catalogo_marca_vehiculo_664","__export__.catalogo_modelo_vehiculo_1033","CUMMINS MEXICO","__export__.product_template_9567,__export__.product_template_9828","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_1078","True","__export__.catalogo_ano_vehiculo_1122","__export__.catalogo_marca_vehiculo_615","__export__.catalogo_modelo_vehiculo_904","CUMMINS MEXICO","__export__.product_template_9567,__export__.product_template_9828","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_1254","True","__export__.catalogo_ano_vehiculo_1287","__export__.catalogo_marca_vehiculo_664","__export__.catalogo_modelo_vehiculo_1034","CUMMINS MEXICO","__export__.product_template_9567,__export__.product_template_9828","__export__.catalogo_tipo_vehiculo_10"
