"id","active","ano_id/id","marca_id/id","modelo_id/id","name","motor_productos/id","tipo_id/id"
"__export__.catalogo_motor_vehiculo_620","True","__export__.catalogo_ano_vehiculo_650","__export__.catalogo_marca_vehiculo_619","__export__.catalogo_modelo_vehiculo_617","8 CIL. CARB.","__export__.product_template_9333,__export__.product_template_8393,__export__.product_template_8000","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_768","True","__export__.catalogo_ano_vehiculo_802","__export__.catalogo_marca_vehiculo_619","__export__.catalogo_modelo_vehiculo_701","8 CIL. CARB.","__export__.product_template_9359,__export__.product_template_8393,__export__.product_template_8000","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_624","True","__export__.catalogo_ano_vehiculo_653","__export__.catalogo_marca_vehiculo_619","__export__.catalogo_modelo_vehiculo_617","8 CIL. CARB.","__export__.product_template_8256,__export__.product_template_25530,__export__.product_template_25410,__export__.product_template_8174","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_767","True","__export__.catalogo_ano_vehiculo_801","__export__.catalogo_marca_vehiculo_619","__export__.catalogo_modelo_vehiculo_701","8 CIL. CARB.","__export__.product_template_25530,__export__.product_template_8393,__export__.product_template_8174","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_367","True","__export__.catalogo_ano_vehiculo_383","__export__.catalogo_marca_vehiculo_619","__export__.catalogo_modelo_vehiculo_500","8 CIL. CARB.","__export__.product_template_8383,__export__.product_template_25530,__export__.product_template_8000,__export__.product_template_8174","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_766","True","__export__.catalogo_ano_vehiculo_800","__export__.catalogo_marca_vehiculo_619","__export__.catalogo_modelo_vehiculo_701","8 CIL. CARB.","__export__.product_template_8256,__export__.product_template_25530,__export__.product_template_25410,__export__.product_template_8174","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_255","True","__export__.catalogo_ano_vehiculo_280","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_472","8 CIL. CARB.","__export__.product_template_8256,__export__.product_template_9393,__export__.product_template_25410,__export__.product_template_8056","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_755","True","__export__.catalogo_ano_vehiculo_789","__export__.catalogo_marca_vehiculo_619","__export__.catalogo_modelo_vehiculo_697","8 CIL. CARB.","__export__.product_template_25530,__export__.product_template_8174,__export__.product_template_8393","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_758","True","__export__.catalogo_ano_vehiculo_791","__export__.catalogo_marca_vehiculo_619","__export__.catalogo_modelo_vehiculo_697","8 CIL. CARB.","__export__.product_template_8383,__export__.product_template_9359,__export__.product_template_8000","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_477","True","__export__.catalogo_ano_vehiculo_501","__export__.catalogo_marca_vehiculo_617","__export__.catalogo_modelo_vehiculo_550","8 CIL. CARB.","__export__.product_template_8256,__export__.product_template_25410","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_1265","True","__export__.catalogo_ano_vehiculo_581","__export__.catalogo_marca_vehiculo_620","__export__.catalogo_modelo_vehiculo_588","8 CIL. CARB.","__export__.product_template_8256,__export__.product_template_8096,__export__.product_template_9344,__export__.product_template_25410,__export__.product_template_8020","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_3396","True","__export__.catalogo_ano_vehiculo_702","__export__.catalogo_marca_vehiculo_620","__export__.catalogo_modelo_vehiculo_641","8 CIL. CARB.","__export__.product_template_8256,__export__.product_template_9344,__export__.product_template_25410","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_337","True","__export__.catalogo_ano_vehiculo_357","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_492","8 CIL. CARB.","__export__.product_template_9333,__export__.product_template_8393,__export__.product_template_8000","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_438","True","__export__.catalogo_ano_vehiculo_460","__export__.catalogo_marca_vehiculo_613","__export__.catalogo_modelo_vehiculo_527","8 CIL. CARB.","__export__.product_template_9333,__export__.product_template_8393,__export__.product_template_8000","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_333","True","__export__.catalogo_ano_vehiculo_353","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_492","8 CIL. CARB.","__export__.product_template_8256,__export__.product_template_25410,__export__.product_template_7983","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_293","True","__export__.catalogo_ano_vehiculo_315","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_480","8 CIL. CARB.","__export__.product_template_9359,__export__.product_template_8388","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_318","True","__export__.catalogo_ano_vehiculo_339","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_490","8 CIL. CARB.","__export__.product_template_9359,__export__.product_template_8393,__export__.product_template_8000","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_469","True","__export__.catalogo_ano_vehiculo_491","__export__.catalogo_marca_vehiculo_617","__export__.catalogo_modelo_vehiculo_544","8 CIL. CARB.","__export__.product_template_9333,__export__.product_template_8393","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_617","True","__export__.catalogo_ano_vehiculo_647","__export__.catalogo_marca_vehiculo_619","__export__.catalogo_modelo_vehiculo_617","8 CIL. CARB.","__export__.product_template_8383,__export__.product_template_25530,__export__.product_template_8174","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_642","True","__export__.catalogo_ano_vehiculo_674","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_628","8 CIL. CARB.","__export__.product_template_8256,__export__.product_template_25410,__export__.product_template_7983","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_1300","True","__export__.catalogo_ano_vehiculo_1252","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_1011","8 CIL. CARB.","__export__.product_template_9184,__export__.product_template_9393,__export__.product_template_8393,__export__.product_template_8000,__export__.product_template_8056","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_478","True","__export__.catalogo_ano_vehiculo_502","__export__.catalogo_marca_vehiculo_617","__export__.catalogo_modelo_vehiculo_550","8 CIL. CARB.","__export__.product_template_8256,__export__.product_template_9487,__export__.product_template_25410","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_274","True","__export__.catalogo_ano_vehiculo_297","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_474","8 CIL. CARB.","__export__.product_template_8256,__export__.product_template_25410","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_1239","True","__export__.catalogo_ano_vehiculo_1274","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_1024","8 CIL. CARB.","__export__.product_template_8383,__export__.product_template_9393,__export__.product_template_8056","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_645","True","__export__.catalogo_ano_vehiculo_677","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_628","8 CIL. CARB.","__export__.product_template_8383,__export__.product_template_9359,__export__.product_template_8000","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_864","True","__export__.catalogo_ano_vehiculo_907","__export__.catalogo_marca_vehiculo_620","__export__.catalogo_modelo_vehiculo_761","8 CIL. CARB.","__export__.product_template_8256,__export__.product_template_8096,__export__.product_template_9344,__export__.product_template_25410,__export__.product_template_8020","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_3315","True","__export__.catalogo_ano_vehiculo_3128","__export__.catalogo_marca_vehiculo_650","__export__.catalogo_modelo_vehiculo_928","8 CIL. CARB.","__export__.product_template_10414,__export__.product_template_25530,__export__.product_template_8174","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_315","True","__export__.catalogo_ano_vehiculo_336","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_490","8 CIL. CARB.","__export__.product_template_8383,__export__.product_template_9359,__export__.product_template_8000","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_257","True","__export__.catalogo_ano_vehiculo_282","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_472","8 CIL. CARB.","__export__.product_template_8383,__export__.product_template_9359,__export__.product_template_8000","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_561","True","__export__.catalogo_ano_vehiculo_588","__export__.catalogo_marca_vehiculo_605","__export__.catalogo_modelo_vehiculo_591","8 CIL. CARB.","__export__.product_template_8393,__export__.product_template_8000","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_600","True","__export__.catalogo_ano_vehiculo_629","__export__.catalogo_marca_vehiculo_620","__export__.catalogo_modelo_vehiculo_608","8 CIL. CARB.","__export__.product_template_8256,__export__.product_template_8096,__export__.product_template_9344,__export__.product_template_25410,__export__.product_template_8020","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_3317","True","__export__.catalogo_ano_vehiculo_3130","__export__.catalogo_marca_vehiculo_650","__export__.catalogo_modelo_vehiculo_928","8 CIL. CARB.","__export__.product_template_10414,__export__.product_template_25530,__export__.product_template_8174","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_669","True","__export__.catalogo_ano_vehiculo_696","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_639","8 CIL. CARB.","__export__.product_template_9359,__export__.product_template_8393","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_1238","True","__export__.catalogo_ano_vehiculo_1273","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_1024","8 CIL. CARB.","__export__.product_template_8388","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_467","True","__export__.catalogo_ano_vehiculo_489","__export__.catalogo_marca_vehiculo_617","__export__.catalogo_modelo_vehiculo_544","8 CIL. CARB.","__export__.product_template_8256,__export__.product_template_9487,__export__.product_template_25410","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_300","True","__export__.catalogo_ano_vehiculo_322","__export__.catalogo_marca_vehiculo_617","__export__.catalogo_modelo_vehiculo_481","8 CIL. CARB.","__export__.product_template_9333,__export__.product_template_8393","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_1260","True","__export__.catalogo_ano_vehiculo_1294","__export__.catalogo_marca_vehiculo_620","__export__.catalogo_modelo_vehiculo_1036","8 CIL. CARB.","__export__.product_template_8256,__export__.product_template_8096,__export__.product_template_9344,__export__.product_template_25410,__export__.product_template_8020","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_258","True","__export__.catalogo_ano_vehiculo_283","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_472","8 CIL. CARB.","__export__.product_template_9359,__export__.product_template_8393","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_644","True","__export__.catalogo_ano_vehiculo_676","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_628","8 CIL. CARB.","__export__.product_template_8256,__export__.product_template_9359,__export__.product_template_25410,__export__.product_template_8000","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_283","True","__export__.catalogo_ano_vehiculo_305","__export__.catalogo_marca_vehiculo_605","__export__.catalogo_modelo_vehiculo_476","8 CIL. CARB.","__export__.product_template_8393,__export__.product_template_8000","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_332","True","__export__.catalogo_ano_vehiculo_352","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_492","8 CIL. CARB.","__export__.product_template_8256,__export__.product_template_25410,__export__.product_template_7983","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_525","True","__export__.catalogo_ano_vehiculo_552","__export__.catalogo_marca_vehiculo_617","__export__.catalogo_modelo_vehiculo_576","8 CIL. CARB.","__export__.product_template_8383,__export__.product_template_9333","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_622","True","__export__.catalogo_ano_vehiculo_652","__export__.catalogo_marca_vehiculo_619","__export__.catalogo_modelo_vehiculo_617","8 CIL. CARB.","__export__.product_template_9333,__export__.product_template_8393,__export__.product_template_8000","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_317","True","__export__.catalogo_ano_vehiculo_338","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_490","8 CIL. CARB.","__export__.product_template_8256,__export__.product_template_9359,__export__.product_template_25410","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_334","True","__export__.catalogo_ano_vehiculo_354","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_492","8 CIL. CARB.","__export__.product_template_9359,__export__.product_template_8000","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_804","True","__export__.catalogo_ano_vehiculo_839","__export__.catalogo_marca_vehiculo_617","__export__.catalogo_modelo_vehiculo_724","8 CIL. CARB.","__export__.product_template_8383,__export__.product_template_9333","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_479","True","__export__.catalogo_ano_vehiculo_504","__export__.catalogo_marca_vehiculo_617","__export__.catalogo_modelo_vehiculo_550","8 CIL. CARB.","__export__.product_template_8383,__export__.product_template_9333","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_291","True","__export__.catalogo_ano_vehiculo_313","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_480","8 CIL. CARB.","__export__.product_template_8256,__export__.product_template_25410","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_3389","True","__export__.catalogo_ano_vehiculo_582","__export__.catalogo_marca_vehiculo_620","__export__.catalogo_modelo_vehiculo_588","8 CIL. CARB.","__export__.product_template_8256,__export__.product_template_9344,__export__.product_template_25410","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_3381","True","__export__.catalogo_ano_vehiculo_1311","__export__.catalogo_marca_vehiculo_620","__export__.catalogo_modelo_vehiculo_1040","8 CIL. CARB.","__export__.product_template_8256,__export__.product_template_8096,__export__.product_template_9344,__export__.product_template_25410,__export__.product_template_8020","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_523","True","__export__.catalogo_ano_vehiculo_550","__export__.catalogo_marca_vehiculo_617","__export__.catalogo_modelo_vehiculo_576","8 CIL. CARB.","__export__.product_template_8256,__export__.product_template_9487,__export__.product_template_25410","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_618","True","__export__.catalogo_ano_vehiculo_648","__export__.catalogo_marca_vehiculo_619","__export__.catalogo_modelo_vehiculo_617","8 CIL. CARB.","__export__.product_template_8383,__export__.product_template_25530,__export__.product_template_8174","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_127","True","__export__.catalogo_ano_vehiculo_131","__export__.catalogo_marca_vehiculo_601","__export__.catalogo_modelo_vehiculo_366","8 CIL. CARB 1300 CC.","__export__.product_template_8256,__export__.product_template_8003,__export__.product_template_9353,__export__.product_template_25410","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_575","True","__export__.catalogo_ano_vehiculo_604","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_598","8 CIL. CARB.  5000CC.","__export__.product_template_8383,__export__.product_template_9359","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_3774","True","__export__.catalogo_ano_vehiculo_604","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_598","8 CIL. CARB. 5700CC.","__export__.product_template_9359,__export__.product_template_8393,__export__.product_template_8000","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_3785","True","__export__.catalogo_ano_vehiculo_1073","__export__.catalogo_marca_vehiculo_650","__export__.catalogo_modelo_vehiculo_925","8 CIL.  CARB. 5900CC.","__export__.product_template_10414,__export__.product_template_9334,__export__.product_template_34284","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_3692","True","__export__.catalogo_ano_vehiculo_1259","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_1012","8 CIL. CARBURADOR","__export__.product_template_9393,__export__.product_template_8393,__export__.product_template_8000,__export__.product_template_8056","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_3689","True","__export__.catalogo_ano_vehiculo_698","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_639","8 CIL. CARBURADOR","__export__.product_template_9359,__export__.product_template_8393,__export__.product_template_8000","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_1224","True","__export__.catalogo_ano_vehiculo_1258","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_1012","8 CIL. CARBURADOR","__export__.product_template_9393,__export__.product_template_8056,__export__.product_template_8393,__export__.product_template_8000","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_1083","True","__export__.catalogo_ano_vehiculo_1127","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_908","8 CIL.DIESEL","__export__.product_template_8610","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_1277","True","__export__.catalogo_ano_vehiculo_1314","__export__.catalogo_marca_vehiculo_620","__export__.catalogo_modelo_vehiculo_1040","8 CIL.  DIESEL","__export__.product_template_9325","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_1272","True","__export__.catalogo_ano_vehiculo_1316","__export__.catalogo_marca_vehiculo_620","__export__.catalogo_modelo_vehiculo_1040","8 CIL.  DIESEL","__export__.product_template_9325,__export__.product_template_9544","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_769","True","__export__.catalogo_ano_vehiculo_803","__export__.catalogo_marca_vehiculo_619","__export__.catalogo_modelo_vehiculo_701","8 CIL. INV.","__export__.product_template_9333,__export__.product_template_8393","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_3719","True","__export__.catalogo_ano_vehiculo_1282","__export__.catalogo_marca_vehiculo_664","__export__.catalogo_modelo_vehiculo_1030","8  CIL. INY.","__export__.product_template_11898,__export__.product_template_9353,__export__.product_template_11095","__export__.catalogo_tipo_vehiculo_10"
"__export__.catalogo_motor_vehiculo_2745","True","__export__.catalogo_ano_vehiculo_1310","__export__.catalogo_marca_vehiculo_620","__export__.catalogo_modelo_vehiculo_1039","8 CIL INY","__export__.product_template_11237,__export__.product_template_16954,__export__.product_template_9366","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_208","True","__export__.catalogo_ano_vehiculo_224","__export__.catalogo_marca_vehiculo_604","__export__.catalogo_modelo_vehiculo_439","8 CIL  INY..","__export__.product_template_11170,__export__.product_template_10091,__export__.product_template_10328","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_194","True","__export__.catalogo_ano_vehiculo_205","__export__.catalogo_marca_vehiculo_604","__export__.catalogo_modelo_vehiculo_426","8 CIL  INY..","__export__.product_template_11170,__export__.product_template_11177,__export__.product_template_10091,__export__.product_template_10328","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_213","True","__export__.catalogo_ano_vehiculo_237","__export__.catalogo_marca_vehiculo_604","__export__.catalogo_modelo_vehiculo_444","8 CIL. INY","__export__.product_template_11170,__export__.product_template_10327,__export__.product_template_10091","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_212","True","__export__.catalogo_ano_vehiculo_236","__export__.catalogo_marca_vehiculo_604","__export__.catalogo_modelo_vehiculo_443","8 CIL. INY","__export__.product_template_11170,__export__.product_template_10091,__export__.product_template_10328","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_435","True","__export__.catalogo_ano_vehiculo_457","__export__.catalogo_marca_vehiculo_620","__export__.catalogo_modelo_vehiculo_525","8 CIL. INY,","__export__.product_template_11230,__export__.product_template_11237,__export__.product_template_9366","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_806","True","__export__.catalogo_ano_vehiculo_841","__export__.catalogo_marca_vehiculo_617","__export__.catalogo_modelo_vehiculo_724","8 CIL. INY,","__export__.product_template_16826,__export__.product_template_9333,__export__.product_template_27636","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_3398","True","__export__.catalogo_ano_vehiculo_909","__export__.catalogo_marca_vehiculo_620","__export__.catalogo_modelo_vehiculo_761","8 CIL. INY.","__export__.product_template_11230,__export__.product_template_8096,__export__.product_template_9344,__export__.product_template_8020,__export__.product_template_10168","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_774","True","__export__.catalogo_ano_vehiculo_809","__export__.catalogo_marca_vehiculo_619","__export__.catalogo_modelo_vehiculo_702","8 CIL. INY.","__export__.product_template_9371","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_472","True","__export__.catalogo_ano_vehiculo_494","__export__.catalogo_marca_vehiculo_617","__export__.catalogo_modelo_vehiculo_544","8 CIL. INY.","__export__.product_template_11200,__export__.product_template_9333","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_470","True","__export__.catalogo_ano_vehiculo_492","__export__.catalogo_marca_vehiculo_617","__export__.catalogo_modelo_vehiculo_544","8 CIL. INY.","__export__.product_template_9184,__export__.product_template_9333","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_405","True","__export__.catalogo_ano_vehiculo_428","__export__.catalogo_marca_vehiculo_629","__export__.catalogo_modelo_vehiculo_513","8 CIL. INY.","__export__.product_template_11230,__export__.product_template_9366,__export__.product_template_10168","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_1500","True","__export__.catalogo_ano_vehiculo_3163","__export__.catalogo_marca_vehiculo_629","__export__.catalogo_modelo_vehiculo_1455","8 CIL. INY.","__export__.product_template_11233,__export__.product_template_24014,__export__.product_template_9366","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_400","True","__export__.catalogo_ano_vehiculo_424","__export__.catalogo_marca_vehiculo_617","__export__.catalogo_modelo_vehiculo_512","8 CIL. INY.","__export__.product_template_9333,__export__.product_template_11200","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_773","True","__export__.catalogo_ano_vehiculo_808","__export__.catalogo_marca_vehiculo_619","__export__.catalogo_modelo_vehiculo_702","8 CIL. INY.","__export__.product_template_9359","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_531","True","__export__.catalogo_ano_vehiculo_558","__export__.catalogo_marca_vehiculo_617","__export__.catalogo_modelo_vehiculo_576","8 CIL. INY.","__export__.product_template_11200,__export__.product_template_9371","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_527","True","__export__.catalogo_ano_vehiculo_554","__export__.catalogo_marca_vehiculo_617","__export__.catalogo_modelo_vehiculo_576","8 CIL. INY.","__export__.product_template_9184,__export__.product_template_9333","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_434","True","__export__.catalogo_ano_vehiculo_456","__export__.catalogo_marca_vehiculo_620","__export__.catalogo_modelo_vehiculo_525","8 CIL. INY.","__export__.product_template_11230,__export__.product_template_8096,__export__.product_template_9344,__export__.product_template_8020","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_480","True","__export__.catalogo_ano_vehiculo_505","__export__.catalogo_marca_vehiculo_617","__export__.catalogo_modelo_vehiculo_550","8 CIL. INY.","__export__.product_template_9184,__export__.product_template_9333","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_1268","True","__export__.catalogo_ano_vehiculo_1306","__export__.catalogo_marca_vehiculo_620","__export__.catalogo_modelo_vehiculo_1038","8 CIL. INY.","__export__.product_template_11233,__export__.product_template_24014,__export__.product_template_9366","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_519","True","__export__.catalogo_ano_vehiculo_547","__export__.catalogo_marca_vehiculo_605","__export__.catalogo_modelo_vehiculo_574","8 CIL. INY.","__export__.product_template_11199,__export__.product_template_16823,__export__.product_template_9359","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_1280","True","__export__.catalogo_ano_vehiculo_1324","__export__.catalogo_marca_vehiculo_620","__export__.catalogo_modelo_vehiculo_1039","8 CIL. INY.","__export__.product_template_11237,__export__.product_template_16954,__export__.product_template_9366","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_521","True","__export__.catalogo_ano_vehiculo_548","__export__.catalogo_marca_vehiculo_605","__export__.catalogo_modelo_vehiculo_574","8 CIL. INY.","__export__.product_template_11199,__export__.product_template_9333","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_210","True","__export__.catalogo_ano_vehiculo_226","__export__.catalogo_marca_vehiculo_604","__export__.catalogo_modelo_vehiculo_441","8 CIL. INY.","__export__.product_template_11170,__export__.product_template_10327,__export__.product_template_10091","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_1344","True","__export__.catalogo_ano_vehiculo_1308","__export__.catalogo_marca_vehiculo_620","__export__.catalogo_modelo_vehiculo_1039","8 CIL. INY.","__export__.product_template_11233,__export__.product_template_8267,__export__.product_template_9366","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_241","True","__export__.catalogo_ano_vehiculo_264","__export__.catalogo_marca_vehiculo_617","__export__.catalogo_modelo_vehiculo_460","8 CIL. INY.","__export__.product_template_9184,__export__.product_template_9333,__export__.product_template_8242","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_1266","True","__export__.catalogo_ano_vehiculo_1301","__export__.catalogo_marca_vehiculo_620","__export__.catalogo_modelo_vehiculo_1036","8 CIL. INY.","__export__.product_template_11233,__export__.product_template_16878,__export__.product_template_10820,__export__.product_template_9344,__export__.product_template_10967,__export__.product_template_33373","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_296","True","__export__.catalogo_ano_vehiculo_318","__export__.catalogo_marca_vehiculo_616","__export__.catalogo_modelo_vehiculo_480","8 CIL. INY.","__export__.product_template_9359","__export__.catalogo_tipo_vehiculo_9"
"__export__.catalogo_motor_vehiculo_1600","True","__export__.catalogo_ano_vehiculo_893","__export__.catalogo_marca_vehiculo_620","__export__.catalogo_modelo_vehiculo_753","8 CIL. INY.","__export__.product_template_11230,__export__.product_template_8270,__export__.product_template_9355,__export__.product_template_9366","__export__.catalogo_tipo_vehiculo_9"
