Unnamed: 0,Template,Linea,Cuenta,Referencia,Producto,Variante,Clase,Bodega,Cantidad
0,7997,Master Aire Elemento Axial,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE04207004,DA4207 FILTRO AIRE SEGURIDAD KOMATSU,004 AF574SY,C,Ubicaciones físicas / BD1 / Existencias,1.0
1,7998,Master Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00314004,G314 FILTRO ACEITE ESPECIAL,004 F62H,C,Ubicaciones físicas / BD1 / Existencias,2.0
2,7999,Master Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00401004,G401 FILTRO ACEITE FIAT-ALLIS 75215486,004 F75215486,C,Ubicaciones físicas / BD1 / Existencias,7.0
3,8003,Master Aire Redondo,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE05128004,GA128 FILTRO AIRE FIAT DATSUN,004 GA128,C,Ubicaciones físicas / BD1 / Existencias,1.0
4,8003,Master Aire Redondo,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE05128004,GA128 FILTRO AIRE FIAT DATSUN,004 GA128,C,Physical Locations / BD5 / Existencias,2.0
5,8005,Master Aire Redondo,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE05158004,GA158 FILTRO AIRE RENULT 4 Y 6.,004 GA158,C,Ubicaciones físicas / BD1 / Existencias,1.0
6,8007,Master Aire Redondo,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE05182004,GA182 FILTRO AIRE SIMCA 1000 Y 1300,004 GA182,C,Ubicaciones físicas / BD1 / Existencias,1.0
7,8012,Master Aire Redondo,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE05321004,GA321 FILTRO AIRE MONZA,004 GA321,C,Ubicaciones físicas / BD1 / Existencias,2.0
8,8024,Master Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00050004,"GS050 FILTRO ACEITE SWIFT,SPRINT.",004 GS050,C,Physical Locations / BD5 / Existencias,1.0
9,8024,Master Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00050004,"GS050 FILTRO ACEITE SWIFT,SPRINT.",004 GS050,C,Ubicaciones físicas / BD7 / Existencias,1.0
10,8024,Master Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00050004,"GS050 FILTRO ACEITE SWIFT,SPRINT.",004 GS050,C,Ubicaciones físicas / BD1 / Existencias,1.0
11,8024,Master Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00050004,"GS050 FILTRO ACEITE SWIFT,SPRINT.",004 GS050,C,Ubicaciones físicas / BD4 / Existencias,1.0
12,8028,Master Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00070004,"GS070 FILTRO ACEITE CHEVROLET, DAEWOO",004 GS070,C,Ubicaciones físicas / BD1 / Existencias,4.0
13,8028,Master Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00070004,"GS070 FILTRO ACEITE CHEVROLET, DAEWOO",004 GS070,C,Ubicaciones físicas / BD4 / Existencias,1.0
14,8028,Master Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00070004,"GS070 FILTRO ACEITE CHEVROLET, DAEWOO",004 GS070,C,Physical Locations / BD3 / Existencias,2.0
15,8028,Master Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00070004,"GS070 FILTRO ACEITE CHEVROLET, DAEWOO",004 GS070,C,Physical Locations / BD2 / Existencias,9.0
16,8036,Master Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00413004,GS413 FILTRO ACEITE JIN BEI,004 GS413,C,Ubicaciones físicas / BD1 / Existencias,1.0
17,8049,Icofil Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00207005,"GS207 FILTRO ACEITE DUAL MITSUBISHI, KIA, HYUNDAI",005 ME013307,C,Ubicaciones físicas / BD6 / Existencias,5.0
18,8050,Icofil Combustible Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DCS00082005,"GS082  FILTRO COMBUSTIBLE  -  MITSUBISHI -KUBOTA,BOBCAT,PERKINS",005 ME015254,C,Ubicaciones físicas / BD1 / Existencias,2.0
19,8052,Icofil Aire Redondo,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE05230005,GA230 FILTRO AIRE OVALADO SUBARU 1980/6,005 QA3621A,C,Ubicaciones físicas / BD1 / Existencias,1.0
20,8055,Icofil Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00215005,"GS215 FILTRO ACEITE SKODA, FIAT",005 T16,C,Ubicaciones físicas / BD1 / Existencias,1.0
21,8059,Icofil Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00552005,"GS552 FILTRO ACEITE AUTOPARTS - CHEVROLET N200, SPARK",005 96985730,C,Ubicaciones físicas / BD1 / Existencias,1.0
22,8059,Icofil Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00552005,"GS552 FILTRO ACEITE AUTOPARTS - CHEVROLET N200, SPARK",005 96985730,C,Physical Locations / BD5 / Existencias,1.0
23,8060,Eurofil Aire Cuadrado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE06282006,DA6282 FILTRO AIRE PANEL CUADRADO DE -- TACOS,006 AF2182,C,Ubicaciones físicas / BD1 / Existencias,2.0
24,8061,Eurofil Aire Cuadrado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE06729006,DA6729 FILTRO AIRE PANEL CABINA CARGADOR VOLVO L1,006 AR-11007848,C,Ubicaciones físicas / BD1 / Existencias,1.0
25,8082,Zarofil Hidráulico Elemento ,1435050712-COMPRAS FILTROS COMERCIALIZADO,DHE00214007,G214 FILTRO HIDRAULICO JCB 32/100301,007 ZRHTXX5A10,C,Ubicaciones físicas / BD1 / Existencias,4.0
26,8087,Interfil Aire Redondo,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE05182010,GA182 FILTRO AIRE SIMCA 1000 Y 1300,010 FA3010,C,Ubicaciones físicas / BD1 / Existencias,2.0
27,8092,Interfil Aire Redondo,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE05867010,GA867 FILTRO AIRE REDONDO RENAULT MEGANE.,010 FA3049,C,Ubicaciones físicas / BD1 / Existencias,13.0
28,8095,Interfil Aire Redondo,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE05186010,"GA186 FILTRO AIRE HYUNDAI PONY, HONDA ACCORD,MITSUBIS",010 FA3067,C,Ubicaciones físicas / BD1 / Existencias,2.0
29,8099,Interfil Aire Redondo,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE05231010,"GA231 FILTRO AIRE MAZDA 626, HONDA",010 FA3086,C,Ubicaciones físicas / BD1 / Existencias,1.0
30,8101,Interfil Aire Cuadrado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE06836010,GA836 FILTRO AIRE HYUNDAI ATOS,010 FA3110,C,Ubicaciones físicas / BD1 / Existencias,3.0
31,8104,Interfil Aire Cuadrado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE06803010,GA803 FILTRO AIRE DAEWOO MATIZ,010 FA3194,C,Ubicaciones físicas / BD4 / Existencias,2.0
32,8108,Interfil Aire Cuadrado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE06863010,GA863 FILTRO AIRE KIA CARNIVAL DIESEL,010 FA3508,C,Ubicaciones físicas / BD1 / Existencias,2.0
33,8114,Interfil Aire Cuadrado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE06884010,GA884 FILTRO AIRE KIA TAXI RIO.,010 FA3522,C,Ubicaciones físicas / BD1 / Existencias,1.0
34,8115,Interfil Aire Cuadrado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE06710010,"GA710 FILTRO AIRE ALLEGRO,ACCENT.",010 FA3523,C,Ubicaciones físicas / BD1 / Existencias,1.0
35,8116,Interfil Aire Cuadrado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE00847010,GA847 FILTRO AIRE KIA CARNIVAL GASOLINA,010 FA3524,C,Ubicaciones físicas / BD1 / Existencias,1.0
36,8117,Interfil Aire Cuadrado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE06686010,GA686 FILTRO AIRE RENAULT TWINGO,010 FA3526,C,Ubicaciones físicas / BD1 / Existencias,2.0
37,8119,Interfil Aire Cuadrado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE06763010,GA763 FILTRO AIRE POCKET FELICIA 1.6 L,010 FA3528,C,Ubicaciones físicas / BD1 / Existencias,1.0
38,8123,Interfil Aire Cuadrado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE06656010,GA656 FILTRO AIRE HYUNDAI ELANTRA 1.8,010 FA3567,C,Ubicaciones físicas / BD1 / Existencias,1.0
39,8124,Interfil Aire Cuadrado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE06632010,GA632 FILTRO AIRE GRAND CHEROKEE.,010 FA3574,C,Ubicaciones físicas / BD1 / Existencias,1.0
40,8127,Interfil Aire Cuadrado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE06657010,"GA657 FILTRO AIRE KIA HUALI, ASIA TOWNER, DAEWOO",010 FA3579,C,Ubicaciones físicas / BD1 / Existencias,2.0
41,8129,Interfil Aire Cuadrado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE06771010,GA771 FILTRO AIRE MAZDA 323 DIESEL.,010 FA3583,C,Ubicaciones físicas / BD1 / Existencias,1.0
42,8130,Interfil Combustible Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DCS00019010,GS019 FILTRO COMBUSTIBLE VOLVO,010 FC2019,C,Ubicaciones físicas / BD1 / Existencias,1.0
43,8131,Interfil Combustible Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DCS00007010,GS007 FILTRO COMBUSTIBLE JEEP DAIHATSU F-50,010 FC2027,C,Ubicaciones físicas / BD1 / Existencias,2.0
44,8137,Interfil Combustible Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DCS00034010,GS034 FILTRO COMBUSTIBLE 2¦ MACK.,010 FC2076,C,Ubicaciones físicas / BD1 / Existencias,3.0
45,8143,Interfil Combustible Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DCE00084010,G084 FILTRO COMBUSTIBLE MOTORES DETROIT,010 FC2109,C,Ubicaciones físicas / BD1 / Existencias,1.0
46,8147,Interfil Combustible Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DCS00031010,GS031 FILTRO COMBUSTIBLE 1o. MACK.,010 FC2219,C,Ubicaciones físicas / BD1 / Existencias,2.0
47,8148,Interfil Combustible Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DCS00125010,GS125 FILTRO COMBUSTIBLE DETROIT DIESEL,010 FC2258,C,Ubicaciones físicas / BD1 / Existencias,4.0
48,8149,Interfil Combustible Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DCS00126010,GS126 FILTROCOMBUSTIBLE 2_ DETROIT DIESEL,010 FC2259,C,Ubicaciones físicas / BD1 / Existencias,4.0
49,8161,Interfil Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00214010,"GS214 FILTRO ACEITE PEUGEOT, SUBARU",010 FL1015,C,Ubicaciones físicas / BD1 / Existencias,1.0
50,8162,Interfil Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00265010,"GS265 FILTRO ACEITE RENAULT CLIO, 9, 19, LAGUNA. 2000",010 FL1017,C,Ubicaciones físicas / BD1 / Existencias,2.0
51,8165,Interfil Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00254010,"GS254 FILTRO ACEITE SUZUKI,SAMURAI.",010 FL1029,C,Ubicaciones físicas / BD1 / Existencias,1.0
52,8168,Interfil Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00010010,GS010 FILTRO ACEITE HONDA ACCORD,010 FL1067,C,Ubicaciones físicas / BD1 / Existencias,26.0
53,8168,Interfil Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00010010,GS010 FILTRO ACEITE HONDA ACCORD,010 FL1067,C,Physical Locations / BD2 / Existencias,2.0
54,8176,Interfil Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00005010,"GS005 FILTRO ACEITE BUICK, OLDSMOBILE",010 FL1094,C,Ubicaciones físicas / BD1 / Existencias,1.0
55,8179,Interfil Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00092010,G092 FILTRO ACEITE DODGE 600 GASOLINA,010 FL1101,C,Ubicaciones físicas / BD1 / Existencias,2.0
56,8179,Interfil Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00092010,G092 FILTRO ACEITE DODGE 600 GASOLINA,010 FL1101,C,Physical Locations / BD2 / Existencias,2.0
57,8180,Interfil Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00048010,G048 FILTRO ACEITE AUTOS Y CAMIONES FORD CARCAZA GRA,010 FL1108,C,Ubicaciones físicas / BD1 / Existencias,1.0
58,8182,Interfil Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00596010,G596 FILTRO ACEITE ECOLOGICO RENAULT TWINGO,010 FL1305,C,Ubicaciones físicas / BD8 / Existencias,1.0
59,8182,Interfil Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00596010,G596 FILTRO ACEITE ECOLOGICO RENAULT TWINGO,010 FL1305,C,Physical Locations / BD5 / Existencias,1.0
60,8182,Interfil Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00596010,G596 FILTRO ACEITE ECOLOGICO RENAULT TWINGO,010 FL1305,C,Ubicaciones físicas / BD4 / Existencias,72.0
61,8182,Interfil Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00596010,G596 FILTRO ACEITE ECOLOGICO RENAULT TWINGO,010 FL1305,C,Ubicaciones físicas / BD1 / Existencias,50.0
62,8183,Interfil Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00269010,G269 FILTRO ACEITE FILTROFILTRO ISUZU 580.,010 FL1465,C,Ubicaciones físicas / BD1 / Existencias,1.0
63,8186,Interfil Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00021010,"GS021 FILTRO ACEITE FILTROFILTRO PERKINS, FORD",010 FL1517,C,Ubicaciones físicas / BD1 / Existencias,1.0
64,8191,Interfil Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS10032010,GS032A FILTRO ACEITE TRACTOR KUBOTA,010 FL1547,C,Ubicaciones físicas / BD1 / Existencias,5.0
65,8195,Interfil Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00201010,"GS201 FILTRO ACEITE ASIA HI-TOPIC, COMBI.",010 FL1582,C,Ubicaciones físicas / BD1 / Existencias,25.0
66,8197,Interfil Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00038010,GS038 FILTRO ACEITE MOBIL - CATERPILLAR 2P4005,010 FL1605,C,Ubicaciones físicas / BD1 / Existencias,3.0
67,8198,Interfil Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00120010,GS120 FILTRO ACEITE KOMATSU,010 FL1606,C,Ubicaciones físicas / BD1 / Existencias,2.0
68,8201,Interfil Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00072010,GS072 FILTRO ACEITE MOTORES DETROIT,010 FL1612,C,Ubicaciones físicas / BD1 / Existencias,3.0
69,8204,Interfil Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00156010,GS156 FILTRO ACEITE CAMIONES IHC,010 FL1644,C,Ubicaciones físicas / BD1 / Existencias,1.0
70,8216,Interfil Combustible Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DCE00066010,G066 FILTRO COMBUSTIBLE CATERPILLAR,010 G066,C,Ubicaciones físicas / BD1 / Existencias,12.0
71,8221,Franig Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00120014,GS120 FILTRO ACEITE KOMATSU,014 HCX3191P,C,Ubicaciones físicas / BD1 / Existencias,5.0
72,8223,Franig Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00201014,"GS201 FILTRO ACEITE ASIA HI-TOPIC, COMBI.",014 HCX3802N,C,Physical Locations / BD2 / Existencias,1.0
73,8223,Franig Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00201014,"GS201 FILTRO ACEITE ASIA HI-TOPIC, COMBI.",014 HCX3802N,C,Ubicaciones físicas / BD1 / Existencias,5.0
74,8224,Franig Aceite Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLS00276014,GS276 FILTRO ACEITE KIA COMBI,014 HCX-41150066A,C,Ubicaciones físicas / BD1 / Existencias,1.0
75,8226,Franig Combustible Sellado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DCS00172014,"GS172 FILTRO COMBUSTIBLE SEPARADOR FORD ECONOLINE,IHC",014 HCX-6554A,C,Ubicaciones físicas / BD1 / Existencias,1.0
76,8279,Otros Aire Cuadrado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAC00116020,DAC116 FILTRO CABINA FOTON TUNLAND 2.8 MOTOR CUMMINS,020 80801900070,C,Ubicaciones físicas / BD1 / Existencias,6.0
77,8281,Otros Combustible Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DCE00641020,G641 FILTRO COMBUSTIBLE CALDERAS,020 A-025,C,Ubicaciones físicas / BD1 / Existencias,1.0
78,8283,Otros Aire Redondo,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE05290020,GA290 FILTRO AIRE ESPECIAL,020 BA290,C,Ubicaciones físicas / BD1 / Existencias,2.0
79,8286,Otros Aire Cuadrado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAC10090020,DAC090A FILTRO AIRE CABINA TOYOTA HILUX,020 DAC090A,C,Ubicaciones físicas / BD1 / Existencias,1.0
80,8289,Otros Combustible Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DHE00413020,G413 FILTRO COMBUSTIBLE DINA 500,020 FILTAN,C,Ubicaciones físicas / BD1 / Existencias,3.0
81,8290,Otros Aire Cuadrado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE06863020,GA863 FILTRO AIRE KIA CARNIVAL DIESEL,020,C,Ubicaciones físicas / BD1 / Existencias,1.0
82,8291,Otros Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00021020,G021 FILTRO ACEITE MERCEDES BENZ MOD.1980,020 HCP-19,C,Ubicaciones físicas / BD1 / Existencias,1.0
83,8293,Otros Aire Elemento Axial,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE04937020,DA4937 FILTRO AIRE 2_ HINO GD Y GH uno,020 S1780-13391,C,Ubicaciones físicas / BD1 / Existencias,1.0
84,8294,Otros Hidráulico Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DHE00332020,G332 FILTRO HIDRAULICO CARGADOR FIAT LS-9 012590160,020 SFH-SL9,C,Ubicaciones físicas / BD1 / Existencias,2.0
85,8295,Otros Grasa,1435051001-LUBRICANTES,AGB0CHAS021,GRASA TERPEL CHASIS No. 2 X GRAMOS,021 CHASIS,C,Ubicaciones físicas / BD4 / Existencias,463.0
86,8299,Superfilt Hidráulico Elemento ,1435050712-COMPRAS FILTROS COMERCIALIZADO,DHE00704024,G704 FILTRO HIDRAULICO SISTEMAS HYVA,024 14896991A,C,Ubicaciones físicas / BD1 / Existencias,3.0
87,8301,Superfilt Hidráulico Elemento ,1435050712-COMPRAS FILTROS COMERCIALIZADO,DHE00705024,G705 FILTRO HIDRAULICO ESPECIAL FIAT,024 810211,C,Ubicaciones físicas / BD1 / Existencias,6.0
88,8305,Superfilt Hidráulico Elemento ,1435050712-COMPRAS FILTROS COMERCIALIZADO,DHE00238024,G238 FILTRO HIDRAULICO,024 G238,C,Ubicaciones físicas / BD1 / Existencias,1.0
89,8307,Superfilt Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00468024,G468 FILTRO ACEITE ESPECIAL,024,C,Ubicaciones físicas / BD1 / Existencias,5.0
90,8308,Superfilt Hidráulico Elemento ,1435050712-COMPRAS FILTROS COMERCIALIZADO,DHE00642024,G642 FILTRO HIDRAULICO TRACTORES KAMA,024 G642,C,Ubicaciones físicas / BD1 / Existencias,3.0
91,8309,Superfilt Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00708024,"G708 FILTRO ACEITE FULL FLOW, HYUNDAI",024 G708,C,Ubicaciones físicas / BD1 / Existencias,7.0
92,8313,Superfilt Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00206024,G206 FILTRO ACEITE MERCEDES BENZ 0011843925,024 SF0011843925,C,Ubicaciones físicas / BD1 / Existencias,2.0
93,8316,Superfilt Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00177024,"G177 FILTRO ACEITE MBENZ 190E,200,230E",024 SF102MB,C,Ubicaciones físicas / BD1 / Existencias,1.0
94,8318,Superfilt Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00627024,G627 FILTRO ACEITE BY PASS CHEV. LV 150,024 SF-1132402240,C,Ubicaciones físicas / BD1 / Existencias,5.0
95,8319,Superfilt Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00191024,G191 FILTRO ACEITE CHEVROLET V-8 1969/71,024 SF115,C,Ubicaciones físicas / BD1 / Existencias,1.0
96,8321,Superfilt Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00081024,G081 FILTRO ACEITE CAMIONES IHC,024 SF14,C,Ubicaciones físicas / BD1 / Existencias,1.0
97,8324,Superfilt Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00595024,G595 FILTRO ACEITE HINO 155 REF 156071390,024 SF-156071390,C,Ubicaciones físicas / BD9 / Entrada,2.0
98,8326,Superfilt Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00258024,G258 FILTRO ACEITE B.P. ISUZU 580.,024 SF187810050,C,Ubicaciones físicas / BD1 / Existencias,11.0
99,8327,Superfilt Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00026024,G026 FILTRO ACEITE MERCEDES 4011840,024 SF21-2,C,Ubicaciones físicas / BD1 / Existencias,1.0
100,8329,Superfil Combustible Elemento ,1435050712-COMPRAS FILTROS COMERCIALIZADO,DCE00178024,"G178 FILTRO COMBUSTIBLE HITACHI 6052123700,",024 SF216630-2,C,Ubicaciones físicas / BD1 / Existencias,9.0
101,8330,Superfilt Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00176024,"G176 FILTRO ACEITE AUTOS BMW 525I, 528I, 530I Y OTRO",024 SF2433,C,Ubicaciones físicas / BD1 / Existencias,2.0
102,8331,Superfilt Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00087024,G087 FILTRO ACEITE MAQUINARIA IHC. REFILTRO 2799,024 SF267,C,Ubicaciones físicas / BD1 / Existencias,1.0
103,8334,Superfilt Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00449024,G449 FILTRO ACEITE,024 SF314401203,C,Ubicaciones físicas / BD1 / Existencias,3.0
104,8335,Superfilt Hidráulico Elemento ,1435050712-COMPRAS FILTROS COMERCIALIZADO,DHE00015024,G015 FILTRO HIDRAULICO CATERPILLAR 5J88,024 SF5J8877,C,Ubicaciones físicas / BD1 / Existencias,3.0
105,8337,Superfilt Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00120024,"G120 FILTRO ACEITE FORD, M. FERGUSON, PER",024 SF62N,C,Ubicaciones físicas / BD1 / Existencias,13.0
106,8338,Superfilt Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00420024,G420 FILTRO ACEITE RETRO DAEWOOH-130,024 SF650550450,C,Ubicaciones físicas / BD1 / Existencias,14.0
107,8339,Superfilt Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00404024,"G404 FILTRO ACEITE PALAS DAEWOO, 65055045007",024 SF650550450,C,Ubicaciones físicas / BD1 / Existencias,16.0
108,8340,Superfilt Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00409024,"G409 FILTRO ACEITE RETRO DAEWOO MOD. S-450,",024 SF650550450,C,Ubicaciones físicas / BD1 / Existencias,47.0
109,8345,Superfilt Aceite Elemento,1435050712-COMPRAS FILTROS COMERCIALIZADO,DLE00130024,"G130 FILTRO ACEITE VOLVO, FIAT ALLIS.",024 SF850,C,Ubicaciones físicas / BD1 / Existencias,2.0
110,8347,Superfil Combustible Elemento ,1435050712-COMPRAS FILTROS COMERCIALIZADO,DCE00412024,G412 FILTRO COMBUSTIBLE SEPARADOR RACOR R11,024 SFA 1249055H1,C,Ubicaciones físicas / BD1 / Existencias,1.0
111,8351,Superfilt Aire Redondo,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE05037024,GA037 FILTRO AIRE DESFOGUE CUMMINS,024 SFA-190,C,Ubicaciones físicas / BD1 / Existencias,1.0
112,8352,Superfilt Aire Cuadrado,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE51052024,GA1052 FILTRO AIRE COMPRESOR,024 SFA1902,C,Ubicaciones físicas / BD1 / Existencias,1.0
113,8353,Superfilt Aire Redondo,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE05387024,GA387 FILTROAIRE COMPRESOR,024 SFA-191/1,C,Ubicaciones físicas / BD1 / Existencias,3.0
114,8357,Superfilt Aire Redondo,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE05105024,GA105 FILTRO AIRE CATERPILLAR 8M3119,024 SFA-22798,C,Ubicaciones físicas / BD1 / Existencias,3.0
115,8358,Superfilt Aire Redondo,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE51001024,GA1001 FILTRO AIRE APISONADORA MIKASA MTX80,024 SFA-366010080,C,Ubicaciones físicas / BD1 / Existencias,4.0
116,8360,Superfilt Aire Redondo,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE05497024,GA497 FILTRO AIRE COMPRESOR,024 SFA40336,C,Ubicaciones físicas / BD1 / Existencias,32.0
117,8369,Superfilt Aire Redondo,1435050712-COMPRAS FILTROS COMERCIALIZADO,DAE02515024,GA515 FILTRO AIRE OVALADO PLANTAS HONDA,024 SFAG515,C,Ubicaciones físicas / BD1 / Existencias,1.0
118,8374,Superfil Combustible Elemento ,1435050712-COMPRAS FILTROS COMERCIALIZADO,DCE00394024,"G394 FILTRO COMBUSTIBLE MITSUBISHI,DATSUN.",024 SFC,C,Ubicaciones físicas / BD1 / Existencias,1.0
119,8378,Superfil Combustible Elemento ,1435050712-COMPRAS FILTROS COMERCIALIZADO,DCE00651024,G651 FILTRO COMBUSTIBLE LV 150,024 SFC-1878109760,C,Ubicaciones físicas / BD1 / Existencias,1.0
120,8379,Superfil Combustible Elemento ,1435050712-COMPRAS FILTROS COMERCIALIZADO,DCE00125024,G125 FILTRO COMBUSTIBLE 1o. MERCEDES,024 SFC19AF,C,Ubicaciones físicas / BD1 / Existencias,1.0
