Unnamed: 0,Template,Linea,Cuenta,Referencia,Producto,Variante,Clase,Bodega,Cantidad
828,8576,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02545025,DA2545 FILTRO AIRE KENWORTH CONICO,025 DA2545,C,Ubicaciones físicas / BD4 / Existencias,1.0
829,8576,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02545025,DA2545 FILTRO AIRE KENWORTH CONICO,025 DA2545,C,Physical Locations / BD5 / Existencias,1.0
830,8576,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02545025,DA2545 FILTRO AIRE KENWORTH CONICO,025 DA2545,C,Ubicaciones físicas / BD6 / Existencias,1.0
831,8576,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02545025,DA2545 FILTRO AIRE KENWORTH CONICO,025 DA2545,C,Ubicaciones físicas / BD7 / Existencias,1.0
832,8577,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02546025,DA2546 FILTRO AIRE-  HITACHI EX-200,025 DA2546,C,Physical Locations / BD2 / Existencias,3.0
833,8577,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02546025,DA2546 FILTRO AIRE-  HITACHI EX-200,025 DA2546,C,Ubicaciones físicas / BD7 / Existencias,17.0
834,8577,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02546025,DA2546 FILTRO AIRE-  HITACHI EX-200,025 DA2546,C,Ubicaciones físicas / BD4 / Existencias,1.0
835,8577,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02546025,DA2546 FILTRO AIRE-  HITACHI EX-200,025 DA2546,C,Physical Locations / BD5 / Existencias,9.0
836,8577,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02546025,DA2546 FILTRO AIRE-  HITACHI EX-200,025 DA2546,C,Ubicaciones físicas / BD14 / Existencias,2.0
837,8577,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02546025,DA2546 FILTRO AIRE-  HITACHI EX-200,025 DA2546,C,Ubicaciones físicas / BD6 / Existencias,15.0
838,8577,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02546025,DA2546 FILTRO AIRE-  HITACHI EX-200,025 DA2546,C,Ubicaciones físicas / BD1 / Existencias,43.0
839,8577,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02546025,DA2546 FILTRO AIRE-  HITACHI EX-200,025 DA2546,C,Physical Locations / BD3 / Existencias,1.0
840,8577,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02546025,DA2546 FILTRO AIRE-  HITACHI EX-200,025 DA2546,C,Ubicaciones físicas / BD9 / Entrada,4.0
841,8577,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02546025,DA2546 FILTRO AIRE-  HITACHI EX-200,025 DA2546,C,Ubicaciones físicas / BD9 / Existencias,6.0
842,8578,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02547025,"DA2547  FILTROAIRE 1_ DONSSON -KODIAK, FORD 7000 CUM.,IHC 444E",025 DA2547,AAA,Ubicaciones físicas / BD8 / Existencias,7.0
843,8578,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02547025,"DA2547  FILTROAIRE 1_ DONSSON -KODIAK, FORD 7000 CUM.,IHC 444E",025 DA2547,AAA,Ubicaciones físicas / BD41 / Existencias,1.0
844,8578,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02547025,"DA2547  FILTROAIRE 1_ DONSSON -KODIAK, FORD 7000 CUM.,IHC 444E",025 DA2547,AAA,Ubicaciones físicas / BD7 / Existencias,116.0
845,8578,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02547025,"DA2547  FILTROAIRE 1_ DONSSON -KODIAK, FORD 7000 CUM.,IHC 444E",025 DA2547,AAA,Ubicaciones físicas / BD6 / Entrada,60.0
846,8578,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02547025,"DA2547  FILTROAIRE 1_ DONSSON -KODIAK, FORD 7000 CUM.,IHC 444E",025 DA2547,AAA,Ubicaciones físicas / BD6 / Existencias,56.0
847,8578,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02547025,"DA2547  FILTROAIRE 1_ DONSSON -KODIAK, FORD 7000 CUM.,IHC 444E",025 DA2547,AAA,Ubicaciones físicas / BD12 / Existencias,10.0
848,8578,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02547025,"DA2547  FILTROAIRE 1_ DONSSON -KODIAK, FORD 7000 CUM.,IHC 444E",025 DA2547,AAA,Ubicaciones físicas / BD14 / Existencias,62.0
849,8578,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02547025,"DA2547  FILTROAIRE 1_ DONSSON -KODIAK, FORD 7000 CUM.,IHC 444E",025 DA2547,AAA,Ubicaciones físicas / BD11 / Existencias,6.0
850,8578,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02547025,"DA2547  FILTROAIRE 1_ DONSSON -KODIAK, FORD 7000 CUM.,IHC 444E",025 DA2547,AAA,Physical Locations / BD5 / Existencias,18.0
851,8578,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02547025,"DA2547  FILTROAIRE 1_ DONSSON -KODIAK, FORD 7000 CUM.,IHC 444E",025 DA2547,AAA,Ubicaciones físicas / BD4 / Existencias,5.0
852,8578,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02547025,"DA2547  FILTROAIRE 1_ DONSSON -KODIAK, FORD 7000 CUM.,IHC 444E",025 DA2547,AAA,Physical Locations / BD3 / Existencias,43.0
853,8578,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02547025,"DA2547  FILTROAIRE 1_ DONSSON -KODIAK, FORD 7000 CUM.,IHC 444E",025 DA2547,AAA,Ubicaciones físicas / BD9 / Entrada,1.0
854,8578,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02547025,"DA2547  FILTROAIRE 1_ DONSSON -KODIAK, FORD 7000 CUM.,IHC 444E",025 DA2547,AAA,Physical Locations / BD2 / Existencias,42.0
855,8578,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02547025,"DA2547  FILTROAIRE 1_ DONSSON -KODIAK, FORD 7000 CUM.,IHC 444E",025 DA2547,AAA,Ubicaciones físicas / BD1 / Existencias,1113.0
856,8578,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02547025,"DA2547  FILTROAIRE 1_ DONSSON -KODIAK, FORD 7000 CUM.,IHC 444E",025 DA2547,AAA,Ubicaciones físicas / BD9 / Existencias,75.0
857,8579,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAE02548025,DA2548 FILTRO AIRE - FORD 7000 ,025 DA2548,C,Ubicaciones físicas / BD1 / Existencias,20.0
858,8579,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAE02548025,DA2548 FILTRO AIRE - FORD 7000 ,025 DA2548,C,Physical Locations / BD2 / Existencias,1.0
859,8579,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAE02548025,DA2548 FILTRO AIRE - FORD 7000 ,025 DA2548,C,Physical Locations / BD5 / Existencias,7.0
860,8579,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAE02548025,DA2548 FILTRO AIRE - FORD 7000 ,025 DA2548,C,Ubicaciones físicas / BD6 / Existencias,12.0
861,8579,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAE02548025,DA2548 FILTRO AIRE - FORD 7000 ,025 DA2548,C,Ubicaciones físicas / BD7 / Existencias,15.0
862,8579,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAE02548025,DA2548 FILTRO AIRE - FORD 7000 ,025 DA2548,C,Ubicaciones físicas / BD8 / Existencias,1.0
863,8581,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAE02552025,DA2552 FILTRO AIRE BUSES FORD 1977-80 Y GMC D8HZ9601,025 DA2552,C,Ubicaciones físicas / BD7 / Existencias,4.0
864,8581,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAE02552025,DA2552 FILTRO AIRE BUSES FORD 1977-80 Y GMC D8HZ9601,025 DA2552,C,Ubicaciones físicas / BD6 / Existencias,1.0
865,8581,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAE02552025,DA2552 FILTRO AIRE BUSES FORD 1977-80 Y GMC D8HZ9601,025 DA2552,C,Physical Locations / BD5 / Existencias,3.0
866,8581,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAE02552025,DA2552 FILTRO AIRE BUSES FORD 1977-80 Y GMC D8HZ9601,025 DA2552,C,Ubicaciones físicas / BD4 / Existencias,2.0
867,8581,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAE02552025,DA2552 FILTRO AIRE BUSES FORD 1977-80 Y GMC D8HZ9601,025 DA2552,C,Physical Locations / BD3 / Existencias,1.0
868,8581,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAE02552025,DA2552 FILTRO AIRE BUSES FORD 1977-80 Y GMC D8HZ9601,025 DA2552,C,Physical Locations / BD2 / Existencias,2.0
869,8581,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAE02552025,DA2552 FILTRO AIRE BUSES FORD 1977-80 Y GMC D8HZ9601,025 DA2552,C,Ubicaciones físicas / BD1 / Existencias,14.0
870,8582,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02553025,"DA2553 FILTRO AIRE CONICO KENTWORTH,PETERBIL.",025 DA2553,C,Physical Locations / BD5 / Existencias,1.0
871,8582,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02553025,"DA2553 FILTRO AIRE CONICO KENTWORTH,PETERBIL.",025 DA2553,C,Ubicaciones físicas / BD4 / Existencias,2.0
872,8582,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02553025,"DA2553 FILTRO AIRE CONICO KENTWORTH,PETERBIL.",025 DA2553,C,Ubicaciones físicas / BD9 / Existencias,3.0
873,8582,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02553025,"DA2553 FILTRO AIRE CONICO KENTWORTH,PETERBIL.",025 DA2553,C,Physical Locations / BD2 / Existencias,3.0
874,8582,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02553025,"DA2553 FILTRO AIRE CONICO KENTWORTH,PETERBIL.",025 DA2553,C,Ubicaciones físicas / BD1 / Existencias,32.0
875,8582,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02553025,"DA2553 FILTRO AIRE CONICO KENTWORTH,PETERBIL.",025 DA2553,C,Physical Locations / BD3 / Existencias,1.0
876,8582,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02553025,"DA2553 FILTRO AIRE CONICO KENTWORTH,PETERBIL.",025 DA2553,C,Ubicaciones físicas / BD8 / Existencias,2.0
877,8582,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02553025,"DA2553 FILTRO AIRE CONICO KENTWORTH,PETERBIL.",025 DA2553,C,Ubicaciones físicas / BD7 / Entrada,4.0
878,8582,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02553025,"DA2553 FILTRO AIRE CONICO KENTWORTH,PETERBIL.",025 DA2553,C,Ubicaciones físicas / BD7 / Existencias,5.0
879,8582,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02553025,"DA2553 FILTRO AIRE CONICO KENTWORTH,PETERBIL.",025 DA2553,C,Ubicaciones físicas / BD6 / Existencias,3.0
880,8582,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02553025,"DA2553 FILTRO AIRE CONICO KENTWORTH,PETERBIL.",025 DA2553,C,Ubicaciones físicas / BD14 / Existencias,1.0
881,8582,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02553025,"DA2553 FILTRO AIRE CONICO KENTWORTH,PETERBIL.",025 DA2553,C,Ubicaciones físicas / BD5 / Entrada,4.0
882,8583,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAE02554025,DA2554 FILTRO AIRE ASIA HI TOPIC,025 DA2554,C,Physical Locations / BD2 / Existencias,5.0
883,8583,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAE02554025,DA2554 FILTRO AIRE ASIA HI TOPIC,025 DA2554,C,Ubicaciones físicas / BD1 / Existencias,2.0
884,8585,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAE02561025,DA2561 FILTRO AIRE KIA BESTA,025 DA2561,C,Ubicaciones físicas / BD6 / Existencias,2.0
885,8585,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAE02561025,DA2561 FILTRO AIRE KIA BESTA,025 DA2561,C,Ubicaciones físicas / BD1 / Existencias,13.0
886,8586,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02567025,DA2567 FILTRO AIRE 1_ DAEWOO MONTACARGAS,025 DA2567,C,Ubicaciones físicas / BD1 / Existencias,5.0
887,8587,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAE02568025,DA2568 FILTRO AIRE CONICO MACK Y G.M.C.,025 DA2568,C,Ubicaciones físicas / BD1 / Existencias,32.0
888,8587,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAE02568025,DA2568 FILTRO AIRE CONICO MACK Y G.M.C.,025 DA2568,C,Ubicaciones físicas / BD6 / Existencias,14.0
889,8587,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAE02568025,DA2568 FILTRO AIRE CONICO MACK Y G.M.C.,025 DA2568,C,Ubicaciones físicas / BD9 / Existencias,3.0
890,8588,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02570025,"DA2570 FILTRO AIRE DONSSON - PERKINS, FIAT, CATERPILLAR.",025 DA2570,AAA,Ubicaciones físicas / BD1 / Entrada-Produccion,1000.0
891,8588,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02570025,"DA2570 FILTRO AIRE DONSSON - PERKINS, FIAT, CATERPILLAR.",025 DA2570,AAA,Ubicaciones físicas / BD6 / Entrada,204.0
892,8588,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02570025,"DA2570 FILTRO AIRE DONSSON - PERKINS, FIAT, CATERPILLAR.",025 DA2570,AAA,Ubicaciones físicas / BD7 / Existencias,241.0
893,8588,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02570025,"DA2570 FILTRO AIRE DONSSON - PERKINS, FIAT, CATERPILLAR.",025 DA2570,AAA,Ubicaciones físicas / BD41 / Existencias,1.0
894,8588,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02570025,"DA2570 FILTRO AIRE DONSSON - PERKINS, FIAT, CATERPILLAR.",025 DA2570,AAA,Ubicaciones físicas / BD8 / Existencias,84.0
895,8588,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02570025,"DA2570 FILTRO AIRE DONSSON - PERKINS, FIAT, CATERPILLAR.",025 DA2570,AAA,Ubicaciones físicas / BD9 / Entrada,36.0
896,8588,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02570025,"DA2570 FILTRO AIRE DONSSON - PERKINS, FIAT, CATERPILLAR.",025 DA2570,AAA,Ubicaciones físicas / BD4 / Existencias,63.0
897,8588,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02570025,"DA2570 FILTRO AIRE DONSSON - PERKINS, FIAT, CATERPILLAR.",025 DA2570,AAA,Ubicaciones físicas / BD5 / Entrada,72.0
898,8588,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02570025,"DA2570 FILTRO AIRE DONSSON - PERKINS, FIAT, CATERPILLAR.",025 DA2570,AAA,Ubicaciones físicas / BD11 / Existencias,4.0
899,8588,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02570025,"DA2570 FILTRO AIRE DONSSON - PERKINS, FIAT, CATERPILLAR.",025 DA2570,AAA,Ubicaciones físicas / BD26 / Existencias,1.0
900,8588,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02570025,"DA2570 FILTRO AIRE DONSSON - PERKINS, FIAT, CATERPILLAR.",025 DA2570,AAA,Ubicaciones físicas / BD14 / Existencias,87.0
901,8588,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02570025,"DA2570 FILTRO AIRE DONSSON - PERKINS, FIAT, CATERPILLAR.",025 DA2570,AAA,Ubicaciones físicas / BD12 / Existencias,1.0
902,8588,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02570025,"DA2570 FILTRO AIRE DONSSON - PERKINS, FIAT, CATERPILLAR.",025 DA2570,AAA,Ubicaciones físicas / BD1 / Existencias,1175.0
903,8588,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02570025,"DA2570 FILTRO AIRE DONSSON - PERKINS, FIAT, CATERPILLAR.",025 DA2570,AAA,Physical Locations / BD2 / Existencias,142.0
904,8588,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02570025,"DA2570 FILTRO AIRE DONSSON - PERKINS, FIAT, CATERPILLAR.",025 DA2570,AAA,Physical Locations / BD3 / Existencias,20.0
905,8588,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02570025,"DA2570 FILTRO AIRE DONSSON - PERKINS, FIAT, CATERPILLAR.",025 DA2570,AAA,Physical Locations / BD5 / Existencias,139.0
906,8588,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02570025,"DA2570 FILTRO AIRE DONSSON - PERKINS, FIAT, CATERPILLAR.",025 DA2570,AAA,Ubicaciones físicas / BD9 / Existencias,167.0
907,8591,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02593025,DA2593 FILTRO AIRE HYUNDAY H100-BUS CHORUS,025 DA2593,C,Ubicaciones físicas / BD6 / Existencias,6.0
908,8591,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02593025,DA2593 FILTRO AIRE HYUNDAY H100-BUS CHORUS,025 DA2593,C,Ubicaciones físicas / BD8 / Existencias,1.0
909,8591,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02593025,DA2593 FILTRO AIRE HYUNDAY H100-BUS CHORUS,025 DA2593,C,Physical Locations / BD2 / Existencias,1.0
910,8591,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02593025,DA2593 FILTRO AIRE HYUNDAY H100-BUS CHORUS,025 DA2593,C,Ubicaciones físicas / BD1 / Existencias,16.0
911,8592,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02594025,DA2594 FILTRO AIRE CAMION KIA 3500,025 DA2594,A,Physical Locations / BD5 / Existencias,16.0
912,8592,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02594025,DA2594 FILTRO AIRE CAMION KIA 3500,025 DA2594,A,Ubicaciones físicas / BD1 / Existencias,154.0
913,8592,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02594025,DA2594 FILTRO AIRE CAMION KIA 3500,025 DA2594,A,Physical Locations / BD2 / Existencias,17.0
914,8592,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02594025,DA2594 FILTRO AIRE CAMION KIA 3500,025 DA2594,A,Physical Locations / BD3 / Existencias,14.0
915,8592,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02594025,DA2594 FILTRO AIRE CAMION KIA 3500,025 DA2594,A,Ubicaciones físicas / BD4 / Existencias,47.0
916,8592,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02594025,DA2594 FILTRO AIRE CAMION KIA 3500,025 DA2594,A,Ubicaciones físicas / BD5 / Entrada,15.0
917,8592,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02594025,DA2594 FILTRO AIRE CAMION KIA 3500,025 DA2594,A,Ubicaciones físicas / BD11 / Existencias,1.0
918,8592,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02594025,DA2594 FILTRO AIRE CAMION KIA 3500,025 DA2594,A,Ubicaciones físicas / BD6 / Existencias,78.0
919,8592,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02594025,DA2594 FILTRO AIRE CAMION KIA 3500,025 DA2594,A,Ubicaciones físicas / BD7 / Existencias,14.0
920,8592,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02594025,DA2594 FILTRO AIRE CAMION KIA 3500,025 DA2594,A,Ubicaciones físicas / BD8 / Existencias,7.0
921,8592,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02594025,DA2594 FILTRO AIRE CAMION KIA 3500,025 DA2594,A,Ubicaciones físicas / BD9 / Existencias,18.0
922,8593,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02598025,DA2598 FILTRO AIRE- CATERPILLAR.,025 DA2598,A,Ubicaciones físicas / BD9 / Existencias,17.0
923,8593,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02598025,DA2598 FILTRO AIRE- CATERPILLAR.,025 DA2598,A,Ubicaciones físicas / BD7 / Existencias,32.0
924,8593,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02598025,DA2598 FILTRO AIRE- CATERPILLAR.,025 DA2598,A,Ubicaciones físicas / BD8 / Existencias,1.0
925,8593,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02598025,DA2598 FILTRO AIRE- CATERPILLAR.,025 DA2598,A,Ubicaciones físicas / BD1 / Existencias,20.0
926,8593,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02598025,DA2598 FILTRO AIRE- CATERPILLAR.,025 DA2598,A,Physical Locations / BD2 / Existencias,6.0
927,8593,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02598025,DA2598 FILTRO AIRE- CATERPILLAR.,025 DA2598,A,Physical Locations / BD3 / Existencias,3.0
928,8593,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02598025,DA2598 FILTRO AIRE- CATERPILLAR.,025 DA2598,A,Ubicaciones físicas / BD5 / Entrada,14.0
929,8593,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02598025,DA2598 FILTRO AIRE- CATERPILLAR.,025 DA2598,A,Ubicaciones físicas / BD14 / Existencias,9.0
930,8593,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02598025,DA2598 FILTRO AIRE- CATERPILLAR.,025 DA2598,A,Ubicaciones físicas / BD6 / Existencias,17.0
931,8594,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02606025,DA2606 FILTRO AIRE KAMAZ MOAZ,025 DA2606,C,Ubicaciones físicas / BD1 / Existencias,2.0
932,8594,Donsson Aire Elemento Axial,1430051001-FILTROS MANUFACTURADO,DAR02606025,DA2606 FILTRO AIRE KAMAZ MOAZ,025 DA2606,C,Ubicaciones físicas / BD6 / Existencias,1.0
933,8595,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02609025,DA2609 FILTRO AIRE CAMIONES FREIGHTLINER,025 DA2609,C,Ubicaciones físicas / BD9 / Existencias,4.0
934,8595,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02609025,DA2609 FILTRO AIRE CAMIONES FREIGHTLINER,025 DA2609,C,Ubicaciones físicas / BD1 / Existencias,7.0
935,8596,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02612025,DA2612 FILTRO AIRE 1_ TOYOTA MONTACARGAS.,025 DA2612,A,Ubicaciones físicas / BD1 / Existencias,346.0
936,8596,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02612025,DA2612 FILTRO AIRE 1_ TOYOTA MONTACARGAS.,025 DA2612,A,Physical Locations / BD2 / Existencias,50.0
937,8596,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02612025,DA2612 FILTRO AIRE 1_ TOYOTA MONTACARGAS.,025 DA2612,A,Physical Locations / BD3 / Existencias,11.0
938,8596,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02612025,DA2612 FILTRO AIRE 1_ TOYOTA MONTACARGAS.,025 DA2612,A,Ubicaciones físicas / BD4 / Existencias,2.0
939,8596,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02612025,DA2612 FILTRO AIRE 1_ TOYOTA MONTACARGAS.,025 DA2612,A,Physical Locations / BD5 / Existencias,26.0
940,8596,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02612025,DA2612 FILTRO AIRE 1_ TOYOTA MONTACARGAS.,025 DA2612,A,Ubicaciones físicas / BD5 / Entrada,12.0
941,8596,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02612025,DA2612 FILTRO AIRE 1_ TOYOTA MONTACARGAS.,025 DA2612,A,Ubicaciones físicas / BD14 / Existencias,31.0
942,8596,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02612025,DA2612 FILTRO AIRE 1_ TOYOTA MONTACARGAS.,025 DA2612,A,Ubicaciones físicas / BD6 / Existencias,168.0
943,8596,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02612025,DA2612 FILTRO AIRE 1_ TOYOTA MONTACARGAS.,025 DA2612,A,Ubicaciones físicas / BD7 / Existencias,28.0
944,8596,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02612025,DA2612 FILTRO AIRE 1_ TOYOTA MONTACARGAS.,025 DA2612,A,Ubicaciones físicas / BD8 / Existencias,13.0
945,8596,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02612025,DA2612 FILTRO AIRE 1_ TOYOTA MONTACARGAS.,025 DA2612,A,Ubicaciones físicas / BD34 / Existencias,4.0
946,8596,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02612025,DA2612 FILTRO AIRE 1_ TOYOTA MONTACARGAS.,025 DA2612,A,Ubicaciones físicas / BD9 / Existencias,34.0
947,8600,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02639025,DA2639 FILTRO AIRE 1_ CATERPILLAR 6I0273,025 DA2639,C,Physical Locations / BD2 / Existencias,6.0
948,8600,Donsson Aire Elemento Radial,1430051001-FILTROS MANUFACTURADO,DAB02639025,DA2639 FILTRO AIRE 1_ CATERPILLAR 6I0273,025 DA2639,C,Ubicaciones físicas / BD9 / Existencias,3.0
