,store_name,product_ref,año,semana_num,num_facturas,EMA,demanda_ajustada,desviacion_ema%,coef_ventas,producto_costo_unitario
1738,SUCURSAL BUCARAMANGA,BHS00097125,2025.0,37,1.0,1.669462,2.0,0.82,12.0,61692.67
1739,SUCURSAL BARRANQUILLA,BHS00098125,2025.0,37,1.0,0.515544,1.0,0.83,12.0,29607.59
1740,0,BHS00101125,0.0,0,0.0,0.0,0.0,0.0,0.0,43320.2
1741,SUCURSAL MEDELLIN,BHS00110125,2025.0,37,1.0,4.411304,11.0,0.59,8.727272727272727,67116.64
1742,SUCURSAL CALLE 6,BHS00113125,2025.0,37,2.0,0.845061,4.0,193492.66,0.0,62579.55
1743,0,BHS00116125,0.0,0,0.0,0.0,0.0,0.0,0.0,67896.65
1744,0,BHS00118125,0.0,0,0.0,0.0,0.0,0.0,0.0,71036.0
1745,0,BHS00123125,0.0,0,0.0,0.0,0.0,0.0,0.0,36481.12
1746,0,BHS00130125,0.0,0,0.0,0.0,0.0,0.0,0.0,34078.21
1747,SUCURSAL BUCARAMANGA,BHS00131125,2025.0,37,1.0,0.2,1.0,0.0,0.0,105312.71
1748,0,BHS00132125,0.0,0,0.0,0.0,0.0,0.0,0.0,62579.07
1749,0,BHS00133125,0.0,0,0.0,0.0,0.0,0.0,0.0,111455.27
1750,SUCURSAL CALI,BHS00142125,2025.0,37,1.0,0.228825,1.0,0.76,12.0,44639.31
1751,0,BHS00149125,0.0,0,0.0,0.0,0.0,0.0,0.0,23453.01
1752,0,BHS00150125,0.0,0,0.0,0.0,0.0,0.0,0.0,15843.24
1753,0,BHS00152125,0.0,0,0.0,0.0,0.0,0.0,0.0,32572.69
1754,SUCURSAL BARRANQUILLA,BHS00153125,2025.0,37,1.0,2.603313,1.0,0.2,2.32258064516129,91967.84
1755,SUCURSAL CALLE 6,BHS00153125,2025.0,37,1.0,1.284558,1.0,0.29,3.2,91967.84
1756,SUCURSAL MEDELLIN,BHS00153125,2025.0,37,1.0,1.410053,1.0,0.33,3.8181818181818183,91967.84
1757,SUCURSAL VALLADOLID,BHS00153125,2025.0,37,1.0,0.942884,1.0,0.8,9.0,91967.84
1758,0,BHS00166125,0.0,0,0.0,0.0,0.0,0.0,0.0,183782.11
1759,SUCURSAL BARRANQUILLA,BHS00167125,2025.0,37,1.0,4.816837,2.0,0.15,2.4000000000000004,26256.94
1760,SUCURSAL BUCARAMANGA,BHS00167125,2025.0,37,2.0,1.385823,3.0,0.46,6.260869565217391,26256.94
1761,SUCURSAL CALI,BHS00167125,2025.0,37,1.0,1.555546,2.0,0.38,4.909090909090909,26256.94
1762,SUCURSAL MEDELLIN,BHS00167125,2025.0,37,3.0,9.178867,26.0,0.28,4.235294117647059,26256.94
1763,SUCURSAL MEDELLIN,BHS00176125,2025.0,37,1.0,0.380582,1.0,0.44,6.0,72778.51
1764,SUCURSAL CALLE 6,BHS00204125,2025.0,37,1.0,0.205933,1.0,25476.99,0.0,236733.94
1765,SUCURSAL MEDELLIN,BHS00209125,2025.0,37,2.0,0.623117,2.0,0.57,6.0,41061.4
1766,SUCURSAL BARRANQUILLA,BHS00224125,2025.0,37,1.0,0.277937,1.0,0.73,12.0,83465.75
1767,SUCURSAL CALLE 6,BHS00224125,2025.0,37,1.0,0.727584,2.0,0.4,6.0,83465.75
1768,0,BHS00226125,0.0,0,0.0,0.0,0.0,0.0,0.0,58750.93
1769,PRINCIPAL COTA,BHS00227125,2025.0,37,1.0,0.2,1.0,0.0,0.0,103899.22
1770,0,BHS00239125,0.0,0,0.0,0.0,0.0,0.0,0.0,157934.25
1771,0,BHS00255125,0.0,0,0.0,0.0,0.0,0.0,0.0,37958.59
1772,SUCURSAL CALLE 6,BHS00260125,2025.0,37,3.0,4.214889,7.0,0.13,2.0571428571428574,45384.06
1773,SUCURSAL MEDELLIN,BHS00260125,2025.0,37,2.0,1.851995,4.0,0.44,6.0,45384.06
1774,0,BHS00262125,0.0,0,0.0,0.0,0.0,0.0,0.0,130822.79
1775,SUCURSAL CALLE 6,BHS00274125,2025.0,37,2.0,1.376863,2.0,0.24,3.0,29541.79
1776,SUCURSAL MEDELLIN,BHS00274125,2025.0,37,1.0,4.768162,12.0,0.27,2.8,29541.79
1777,0,BHS00291125,0.0,0,0.0,0.0,0.0,0.0,0.0,169179.0
1778,SUCURSAL CALLE 6,BHS00309125,2025.0,37,1.0,0.200764,1.0,3281.72,0.0,131458.89
1779,0,BHS00313125,0.0,0,0.0,0.0,0.0,0.0,0.0,93850.6
1780,0,BHS00315125,0.0,0,0.0,0.0,0.0,0.0,0.0,18107.15
1781,0,BHS00316125,0.0,0,0.0,0.0,0.0,0.0,0.0,70865.39
1782,0,BHS00322125,0.0,0,0.0,0.0,0.0,0.0,0.0,179542.63
1783,SUCURSAL CALLE 6,BHS00325125,2025.0,37,1.0,0.394162,1.0,0.58,9.6,89180.05
1784,SUCURSAL BUCARAMANGA,BHS00326125,2025.0,37,1.0,0.207914,1.0,29704.02,0.0,112315.42
1785,SUCURSAL CALLE 6,BHS00326125,2025.0,37,1.0,0.558626,1.0,0.42,3.0,112315.42
1786,0,BHS00327125,0.0,0,0.0,0.0,0.0,0.0,0.0,170029.53
1787,SUCURSAL BARRANQUILLA,BHS00330125,2025.0,37,1.0,0.852542,2.0,0.46,7.199999999999999,43434.77
1788,SUCURSAL CALLE 6,BHS00330125,2025.0,37,1.0,0.926288,1.0,0.49,7.5,43434.77
1789,SUCURSAL MEDELLIN,BHS00330125,2025.0,37,1.0,0.748817,2.0,0.52,6.0,43434.77
1790,SUCURSAL VALLADOLID,BHS00330125,2025.0,37,5.0,3.255899,8.0,0.31,4.695652173913043,43434.77
1791,SUCURSAL BUCARAMANGA,BHS00335125,2025.0,37,1.0,1.158449,1.0,0.36,4.0,129884.74
1792,SUCURSAL CALLE 6,BHS00335125,2025.0,37,1.0,1.653998,4.0,0.25,3.4285714285714284,129884.74
1793,SUCURSAL CALLE 6,BHS00337125,2025.0,37,1.0,2.512219,4.0,0.14,2.307692307692308,92203.59
1794,SUCURSAL MEDELLIN,BHS00337125,2025.0,37,1.0,2.069957,6.0,0.42,3.272727272727273,92203.59
1795,0,BHS00349125,0.0,0,0.0,0.0,0.0,0.0,0.0,34622.79
1796,0,BHS00350125,0.0,0,0.0,0.0,0.0,0.0,0.0,22267.1
1797,0,BHS00370125,0.0,0,0.0,0.0,0.0,0.0,0.0,96913.0
1798,0,BHS00374125,0.0,0,0.0,0.0,0.0,0.0,0.0,27720.0
1799,0,BHS00391125,0.0,0,0.0,0.0,0.0,0.0,0.0,54844.63
1800,0,BHS00392125,0.0,0,0.0,0.0,0.0,0.0,0.0,76390.04
1801,0,BHS00394125,0.0,0,0.0,0.0,0.0,0.0,0.0,12302.95
1802,0,BHS00395125,0.0,0,0.0,0.0,0.0,0.0,0.0,189190.28
1803,PRINCIPAL COTA,BHS00396125,2025.0,37,1.0,0.2,1.0,0.0,0.0,125707.55
1804,0,BHS00397125,0.0,0,0.0,0.0,0.0,0.0,0.0,15994.19
1805,SUCURSAL CALLE 6,BHS00398125,2025.0,37,1.0,0.60444,2.0,0.4,6.0,74345.74
1806,0,BHS00405125,0.0,0,0.0,0.0,0.0,0.0,0.0,89861.67
1807,0,BHS00406125,0.0,0,0.0,0.0,0.0,0.0,0.0,96989.66
1808,0,BHS00407125,0.0,0,0.0,0.0,0.0,0.0,0.0,171561.92
1809,0,BHS00408125,0.0,0,0.0,0.0,0.0,0.0,0.0,115633.0
1810,PRINCIPAL COTA,BHS00409125,2025.0,37,1.0,0.4,2.0,0.0,0.0,184944.82
1811,0,BHS00410125,0.0,0,0.0,0.0,0.0,0.0,0.0,94157.4
1812,0,BHS00415125,0.0,0,0.0,0.0,0.0,0.0,0.0,128069.06
1813,SUCURSAL MEDELLIN,BHS00435125,2025.0,37,1.0,5.703974,24.0,0.62,6.857142857142857,37772.59
1814,SUCURSAL BARRANQUILLA,BHS00437125,2025.0,37,1.0,1.474414,1.0,0.34,4.235294117647059,121247.3
1815,SUCURSAL BUCARAMANGA,BHS00437125,2025.0,37,1.0,1.503506,2.0,0.29,5.6,121247.3
1816,SUCURSAL CALLE 6,BHS00437125,2025.0,37,2.0,1.328709,2.0,0.39,2.6666666666666665,121247.3
1817,SUCURSAL MEDELLIN,BHS00437125,2025.0,37,1.0,4.8513,12.0,0.32,3.3442622950819674,121247.3
1818,SUCURSAL NORTE,BHS00437125,2025.0,37,2.0,0.800394,4.0,1693.6,0.0,121247.3
1819,SUCURSAL VALLADOLID,BHS00437125,2025.0,37,1.0,0.57523,2.0,0.62,9.6,121247.3
1820,0,BHS00442125,0.0,0,0.0,0.0,0.0,0.0,0.0,187858.52
1821,SUCURSAL BARRANQUILLA,BHS00445125,2025.0,37,1.0,0.200011,1.0,49.41,0.0,147188.76
1822,SUCURSAL MEDELLIN,BHS00445125,2025.0,37,1.0,0.20124,1.0,4757.14,0.0,147188.76
1823,0,BHS00446125,0.0,0,0.0,0.0,0.0,0.0,0.0,36000.0
1824,0,BHS00452125,0.0,0,0.0,0.0,0.0,0.0,0.0,12935.0
1825,SUCURSAL CALLE 6,BHS00454125,2025.0,37,1.0,0.73484,1.0,0.34,5.142857142857142,124150.28
1826,0,BHS00464125,0.0,0,0.0,0.0,0.0,0.0,0.0,9001.62
1827,0,BHS00466125,0.0,0,0.0,0.0,0.0,0.0,0.0,65159.28
1828,0,BHS00467125,0.0,0,0.0,0.0,0.0,0.0,0.0,101986.09
1829,0,BHS00473125,0.0,0,0.0,0.0,0.0,0.0,0.0,109024.16
1830,0,BHS00478125,0.0,0,0.0,0.0,0.0,0.0,0.0,15336.27
1831,0,BHS00486125,0.0,0,0.0,0.0,0.0,0.0,0.0,135739.24
1832,SUCURSAL BUCARAMANGA,BHS00488125,2025.0,37,1.0,0.200081,1.0,348.67,0.0,134960.66
1833,0,BHS00496125,0.0,0,0.0,0.0,0.0,0.0,0.0,102202.12
1834,0,BHS00497125,0.0,0,0.0,0.0,0.0,0.0,0.0,24817.78
1835,0,BHS00503125,0.0,0,0.0,0.0,0.0,0.0,0.0,34304.54
1836,0,BHS00504125,0.0,0,0.0,0.0,0.0,0.0,0.0,26643.13
1837,0,BHS00519125,0.0,0,0.0,0.0,0.0,0.0,0.0,28920.67
1838,SUCURSAL CALLE 6,BHS00524125,2025.0,37,1.0,0.2,1.0,0.0,0.0,24968.34
1839,0,BHS00525125,0.0,0,0.0,0.0,0.0,0.0,0.0,65061.75
1840,0,BHS00526125,0.0,0,0.0,0.0,0.0,0.0,0.0,4399.07
1841,0,BHS00527125,0.0,0,0.0,0.0,0.0,0.0,0.0,200824.31
1842,0,BHS00528125,0.0,0,0.0,0.0,0.0,0.0,0.0,48034.62
1843,0,BHS00529125,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
1844,SUCURSAL BARRANQUILLA,BHS00530125,2025.0,37,1.0,0.564653,1.0,0.36,4.8,108629.65
1845,SUCURSAL CALLE 6,BHS00551125,2025.0,37,1.0,0.20039,1.0,1677.59,0.0,100494.41
1846,0,BHS00560125,0.0,0,0.0,0.0,0.0,0.0,0.0,219105.4
1847,0,BHS00561125,0.0,0,0.0,0.0,0.0,0.0,0.0,197428.08
1848,0,BHS00562125,0.0,0,0.0,0.0,0.0,0.0,0.0,202360.48
1849,0,BHS00566125,0.0,0,0.0,0.0,0.0,0.0,0.0,21407.8
1850,0,BHS00571125,0.0,0,0.0,0.0,0.0,0.0,0.0,45418.67
1851,0,BHS00581125,0.0,0,0.0,0.0,0.0,0.0,0.0,136960.77
1852,0,BHS00587125,0.0,0,0.0,0.0,0.0,0.0,0.0,84178.54
1853,0,BHS00593125,0.0,0,0.0,0.0,0.0,0.0,0.0,145087.56
1854,0,BHS00596125,0.0,0,0.0,0.0,0.0,0.0,0.0,150435.49
1855,0,BHS00604125,0.0,0,0.0,0.0,0.0,0.0,0.0,25721.06
1856,SUCURSAL CALLE 6,BHS00606125,2025.0,37,1.0,0.407837,1.0,0.79,12.0,23985.48
1857,0,BHS00609125,0.0,0,0.0,0.0,0.0,0.0,0.0,60839.33
1858,SUCURSAL BARRANQUILLA,BHS00610125,2025.0,37,1.0,0.200158,1.0,680.4,0.0,125790.85
1859,SUCURSAL MEDELLIN,BHS00611125,2025.0,37,1.0,1.8,9.0,0.0,0.0,13066.96
1860,0,BHS00612125,0.0,0,0.0,0.0,0.0,0.0,0.0,132971.75
1861,0,BHS00614125,0.0,0,0.0,0.0,0.0,0.0,0.0,25741.26
1862,0,BHS00615125,0.0,0,0.0,0.0,0.0,0.0,0.0,195724.83
1863,SUCURSAL CALLE 6,BHS00616125,2025.0,37,1.0,1.000585,2.0,0.52,2.6666666666666665,59492.41
1864,0,BHS00618125,0.0,0,0.0,0.0,0.0,0.0,0.0,10754.49
1865,0,BHS00620125,0.0,0,0.0,0.0,0.0,0.0,0.0,18297.13
1866,0,BHS00630125,0.0,0,0.0,0.0,0.0,0.0,0.0,74185.94
1867,0,BHS00635125,0.0,0,0.0,0.0,0.0,0.0,0.0,56011.39
1868,0,BHS00639125,0.0,0,0.0,0.0,0.0,0.0,0.0,5778.14
1869,SUCURSAL CALLE 6,BHS00640125,2025.0,37,1.0,0.801403,4.0,5243.78,0.0,21673.31
1870,0,BHS00643125,0.0,0,0.0,0.0,0.0,0.0,0.0,105248.85
1871,0,BHS00649125,0.0,0,0.0,0.0,0.0,0.0,0.0,226285.4
1872,0,BHS00654125,0.0,0,0.0,0.0,0.0,0.0,0.0,122191.0
1873,0,BHS00657125,0.0,0,0.0,0.0,0.0,0.0,0.0,125868.29
1874,0,BHS00663125,0.0,0,0.0,0.0,0.0,0.0,0.0,59167.0
1875,0,BHS00664125,0.0,0,0.0,0.0,0.0,0.0,0.0,7760.0
1876,0,BHS00674125,0.0,0,0.0,0.0,0.0,0.0,0.0,52907.94
1877,0,BHS00685125,0.0,0,0.0,0.0,0.0,0.0,0.0,191599.88
1878,0,BHS00686125,0.0,0,0.0,0.0,0.0,0.0,0.0,167533.0
1879,0,BHS00713125,0.0,0,0.0,0.0,0.0,0.0,0.0,21960.95
1880,0,BHS00714125,0.0,0,0.0,0.0,0.0,0.0,0.0,185107.39
1881,0,BHS00716125,0.0,0,0.0,0.0,0.0,0.0,0.0,166380.5
1882,0,BHS00721125,0.0,0,0.0,0.0,0.0,0.0,0.0,84331.4
1883,0,BHS00722125,0.0,0,0.0,0.0,0.0,0.0,0.0,92965.0
1884,0,BHS00726125,0.0,0,0.0,0.0,0.0,0.0,0.0,58558.75
1885,0,BHS00748125,0.0,0,0.0,0.0,0.0,0.0,0.0,31198.0
1886,0,BHS00750125,0.0,0,0.0,0.0,0.0,0.0,0.0,112460.0
1887,0,BHS00760125,0.0,0,0.0,0.0,0.0,0.0,0.0,24898.31
1888,0,BHS00777125,0.0,0,0.0,0.0,0.0,0.0,0.0,45882.0
1889,SUCURSAL CALLE 6,BHS10066125,2025.0,37,1.0,2.617025,12.0,0.68,8.571428571428571,17062.89
1890,0,BHS10067125,0.0,0,0.0,0.0,0.0,0.0,0.0,22565.19
1891,0,BHS10073125,0.0,0,0.0,0.0,0.0,0.0,0.0,97993.84
1892,0,BHS10097125,0.0,0,0.0,0.0,0.0,0.0,0.0,94660.13
1893,0,BHS10110125,0.0,0,0.0,0.0,0.0,0.0,0.0,158590.68
1894,SUCURSAL BARRANQUILLA,BHS10113125,2025.0,37,1.0,0.900555,1.0,0.17,3.0,82933.02
1895,SUCURSAL BARRANQUILLA,BHS10133125,2025.0,37,1.0,1.220606,1.0,0.4,7.384615384615385,109016.48
1896,0,BHS10146125,0.0,0,0.0,0.0,0.0,0.0,0.0,116212.96
1897,0,BHS10153125,0.0,0,0.0,0.0,0.0,0.0,0.0,114342.07
1898,SUCURSAL BARRANQUILLA,BHS10166125,2025.0,37,1.0,0.953491,2.0,0.3,4.8,202320.02
1899,SUCURSAL CALLE 6,BHS10166125,2025.0,37,2.0,1.14605,2.0,0.34,2.6666666666666665,202320.02
1900,SUCURSAL BARRANQUILLA,BHS10167125,2025.0,37,1.0,3.570679,1.0,0.27,4.363636363636363,53228.27
1901,SUCURSAL CALLE 6,BHS10167125,2025.0,37,1.0,1.079316,1.0,0.28,2.6666666666666665,53228.27
1902,SUCURSAL MEDELLIN,BHS10167125,2025.0,37,1.0,5.071994,6.0,0.24,2.88,53228.27
1903,SUCURSAL NORTE,BHS10167125,2025.0,37,1.0,0.281927,1.0,0.91,12.0,53228.27
1904,0,BHS10209125,0.0,0,0.0,0.0,0.0,0.0,0.0,11508.32
1905,0,BHS10239125,0.0,0,0.0,0.0,0.0,0.0,0.0,160363.83
1906,0,BHS10260125,0.0,0,0.0,0.0,0.0,0.0,0.0,49316.09
1907,SUCURSAL CALLE 6,BHS10362125,2025.0,37,1.0,0.269326,1.0,0.8,12.0,181395.99
1908,0,BHS10409125,0.0,0,0.0,0.0,0.0,0.0,0.0,128835.0
1909,0,BHS10442125,0.0,0,0.0,0.0,0.0,0.0,0.0,204409.0
1910,0,BHS10445125,0.0,0,0.0,0.0,0.0,0.0,0.0,161125.0
1911,0,BHS10446125,0.0,0,0.0,0.0,0.0,0.0,0.0,158213.55
1912,0,BHX00138125,0.0,0,0.0,0.0,0.0,0.0,0.0,20639.75
1913,0,BHX00140125,0.0,0,0.0,0.0,0.0,0.0,0.0,19179.0
1914,0,BHX00213125,0.0,0,0.0,0.0,0.0,0.0,0.0,16871.05
1915,0,BHX00214125,0.0,0,0.0,0.0,0.0,0.0,0.0,56524.0
1916,0,BHX00300125,0.0,0,0.0,0.0,0.0,0.0,0.0,87617.09
1917,0,BHX00301125,0.0,0,0.0,0.0,0.0,0.0,0.0,79806.67
1918,0,BHX00312125,0.0,0,0.0,0.0,0.0,0.0,0.0,2640.65
1919,0,BHX00313125,0.0,0,0.0,0.0,0.0,0.0,0.0,28622.22
1920,0,BLE00007125,0.0,0,0.0,0.0,0.0,0.0,0.0,16649.59
1921,0,BLE00017125,0.0,0,0.0,0.0,0.0,0.0,0.0,26847.0
1922,0,BLE00026125,0.0,0,0.0,0.0,0.0,0.0,0.0,52704.5
1923,SUCURSAL BUCARAMANGA,BLE00033125,2025.0,37,1.0,0.400007,2.0,28.97,0.0,24172.25
1924,0,BLE00034125,0.0,0,0.0,0.0,0.0,0.0,0.0,11840.19
1925,0,BLE00040125,0.0,0,0.0,0.0,0.0,0.0,0.0,4931.28
1926,0,BLE00044125,0.0,0,0.0,0.0,0.0,0.0,0.0,6797.13
1927,0,BLE00048125,0.0,0,0.0,0.0,0.0,0.0,0.0,6920.98
1928,0,BLE00050125,0.0,0,0.0,0.0,0.0,0.0,0.0,10005.0
1929,SUCURSAL CALI,BLE00072125,2025.0,37,1.0,3.661906,12.0,0.32,5.76,21701.97
1930,0,BLE00078125,0.0,0,0.0,0.0,0.0,0.0,0.0,32656.39
1931,0,BLE00094125,0.0,0,0.0,0.0,0.0,0.0,0.0,16994.54
1932,0,BLE00099125,0.0,0,0.0,0.0,0.0,0.0,0.0,32043.89
1933,SUCURSAL CALLE 6,BLE00100125,2025.0,37,2.0,1.211478,3.0,0.18,2.6666666666666665,36291.55
1934,0,BLE00123125,0.0,0,0.0,0.0,0.0,0.0,0.0,7842.03
1935,0,BLE00132125,0.0,0,0.0,0.0,0.0,0.0,0.0,106073.0
1936,0,BLE00135125,0.0,0,0.0,0.0,0.0,0.0,0.0,67759.71
1937,0,BLE00176125,0.0,0,0.0,0.0,0.0,0.0,0.0,6438.76
1938,0,BLE00206125,0.0,0,0.0,0.0,0.0,0.0,0.0,45112.59
1939,0,BLE00228125,0.0,0,0.0,0.0,0.0,0.0,0.0,57679.68
1940,0,BLE00229125,0.0,0,0.0,0.0,0.0,0.0,0.0,66287.94
1941,0,BLE00272125,0.0,0,0.0,0.0,0.0,0.0,0.0,49028.33
1942,0,BLE00287125,0.0,0,0.0,0.0,0.0,0.0,0.0,21156.17
1943,0,BLE00294125,0.0,0,0.0,0.0,0.0,0.0,0.0,25150.5
1944,SUCURSAL VALLADOLID,BLE00327125,2025.0,37,1.0,0.22094,1.0,89919.26,0.0,71550.21
1945,0,BLE00343125,0.0,0,0.0,0.0,0.0,0.0,0.0,36418.8
1946,0,BLE00383125,0.0,0,0.0,0.0,0.0,0.0,0.0,8739.47
1947,0,BLE00441125,0.0,0,0.0,0.0,0.0,0.0,0.0,10986.66
1948,0,BLE00505125,0.0,0,0.0,0.0,0.0,0.0,0.0,21377.62
1949,0,BLE00578125,0.0,0,0.0,0.0,0.0,0.0,0.0,18908.76
1950,0,BLE00590125,0.0,0,0.0,0.0,0.0,0.0,0.0,13518.9
1951,0,BLE00594125,0.0,0,0.0,0.0,0.0,0.0,0.0,42598.0
1952,PRINCIPAL COTA,BLE00608125,2025.0,37,1.0,0.261278,1.0,0.85,12.0,32648.69
1953,SUCURSAL CALLE 6,BLE00608125,2025.0,37,1.0,0.467323,1.0,0.36,4.0,32648.69
1954,0,BLE00617125,0.0,0,0.0,0.0,0.0,0.0,0.0,16311.79
1955,0,BLE00618125,0.0,0,0.0,0.0,0.0,0.0,0.0,48044.5
1956,0,BLE00626125,0.0,0,0.0,0.0,0.0,0.0,0.0,30280.84
1957,0,BLE00647125,0.0,0,0.0,0.0,0.0,0.0,0.0,23047.0
1958,0,BLE00659125,0.0,0,0.0,0.0,0.0,0.0,0.0,11565.33
1959,SUCURSAL CALLE 6,BLE00664125,2025.0,37,1.0,0.815946,1.0,0.81,4.8,49158.82
1960,SUCURSAL CALI,BLE00667125,2025.0,37,1.0,0.600011,3.0,43.9,0.0,35278.31
1961,PRINCIPAL COTA,BLE00668125,2025.0,37,1.0,0.617417,1.0,0.43,6.0,34733.09
1962,SUCURSAL CALLE 6,BLE00668125,2025.0,37,2.0,1.911381,2.0,0.25,3.1304347826086953,34733.09
1963,SUCURSAL NORTE,BLE00668125,2025.0,37,1.0,0.690936,1.0,0.3,3.0,34733.09
1964,SUCURSAL VALLADOLID,BLE00668125,2025.0,37,1.0,1.039991,1.0,0.37,3.4285714285714284,34733.09
1965,0,BLE00693125,0.0,0,0.0,0.0,0.0,0.0,0.0,12414.4
1966,SUCURSAL BARRANQUILLA,BLE00709125,2025.0,37,1.0,1.076418,1.0,0.21,3.6923076923076925,78142.15
1967,SUCURSAL CALLE 6,BLE00709125,2025.0,37,1.0,0.55388,1.0,0.5,9.6,78142.15
1968,0,BLE00715125,0.0,0,0.0,0.0,0.0,0.0,0.0,11159.09
1969,0,BLE00724125,0.0,0,0.0,0.0,0.0,0.0,0.0,10824.0
1970,0,BLE00725125,0.0,0,0.0,0.0,0.0,0.0,0.0,11048.45
1971,SUCURSAL BUCARAMANGA,BLE00726125,2025.0,37,1.0,0.752041,2.0,0.32,6.0,54179.33
1972,0,BLE00736125,0.0,0,0.0,0.0,0.0,0.0,0.0,4693.44
1973,0,BLE00756125,0.0,0,0.0,0.0,0.0,0.0,0.0,5662.8
1974,0,BLE00767125,0.0,0,0.0,0.0,0.0,0.0,0.0,8830.29
1975,0,BLE00771125,0.0,0,0.0,0.0,0.0,0.0,0.0,2663.48
1976,0,BLE00774125,0.0,0,0.0,0.0,0.0,0.0,0.0,27821.3
1977,0,BLE00780125,0.0,0,0.0,0.0,0.0,0.0,0.0,39648.44
1978,0,BLE00786125,0.0,0,0.0,0.0,0.0,0.0,0.0,9016.2
1979,0,BLE00787125,0.0,0,0.0,0.0,0.0,0.0,0.0,6486.75
1980,SUCURSAL BARRANQUILLA,BLE00802125,2025.0,37,1.0,0.58433,2.0,0.97,12.0,20373.25
1981,0,BLE00804125,0.0,0,0.0,0.0,0.0,0.0,0.0,5323.61
1982,0,BLE00808125,0.0,0,0.0,0.0,0.0,0.0,0.0,40931.73
1983,0,BLE00809125,0.0,0,0.0,0.0,0.0,0.0,0.0,3560.2
1984,0,BLE00810125,0.0,0,0.0,0.0,0.0,0.0,0.0,23054.54
1985,0,BLE00816125,0.0,0,0.0,0.0,0.0,0.0,0.0,5769.15
1986,0,BLE00817125,0.0,0,0.0,0.0,0.0,0.0,0.0,136115.0
1987,0,BLE00824125,0.0,0,0.0,0.0,0.0,0.0,0.0,12303.73
1988,0,BLE00828125,0.0,0,0.0,0.0,0.0,0.0,0.0,37212.82
1989,SUCURSAL CALLE 6,BLE00834125,2025.0,37,1.0,0.22733,1.0,0.78,12.0,79866.17
1990,0,BLE00836125,0.0,0,0.0,0.0,0.0,0.0,0.0,7399.22
1991,0,BLE00838125,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
1992,0,BLE00855125,0.0,0,0.0,0.0,0.0,0.0,0.0,6191.62
1993,0,BLE00878125,0.0,0,0.0,0.0,0.0,0.0,0.0,13387.62
1994,0,BLE00893125,0.0,0,0.0,0.0,0.0,0.0,0.0,4995.24
1995,0,BLE00895125,0.0,0,0.0,0.0,0.0,0.0,0.0,35645.27
1996,0,BLE00911125,0.0,0,0.0,0.0,0.0,0.0,0.0,12819.33
1997,0,BLE00913125,0.0,0,0.0,0.0,0.0,0.0,0.0,5276.0
1998,0,BLE00914125,0.0,0,0.0,0.0,0.0,0.0,0.0,18797.0
1999,0,BLE00917125,0.0,0,0.0,0.0,0.0,0.0,0.0,25618.36
2000,SUCURSAL BARRANQUILLA,BLE00927125,2025.0,37,1.0,0.2,1.0,0.0,0.0,28941.0
2001,0,BLE00928125,0.0,0,0.0,0.0,0.0,0.0,0.0,34829.36
2002,0,BLE00969125,0.0,0,0.0,0.0,0.0,0.0,0.0,189313.0
2003,0,BLE00978125,0.0,0,0.0,0.0,0.0,0.0,0.0,73573.88
2004,0,BLE00992125,0.0,0,0.0,0.0,0.0,0.0,0.0,43120.75
2005,0,BLE00999125,0.0,0,0.0,0.0,0.0,0.0,0.0,87323.66
2006,0,BLE01003125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2007,0,BLE01012125,0.0,0,0.0,0.0,0.0,0.0,0.0,18781.0
2008,SUCURSAL BUCARAMANGA,BLE01016125,2025.0,37,1.0,0.4,2.0,0.0,0.0,78718.09
2009,0,BLE01025125,0.0,0,0.0,0.0,0.0,0.0,0.0,146768.0
2010,0,BLE10578125,0.0,0,0.0,0.0,0.0,0.0,0.0,12389.88
2011,0,BLF00025125,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
2012,0,BLF00055125,0.0,0,0.0,0.0,0.0,0.0,0.0,65335.66
2013,0,BLF00056125,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
2014,SUCURSAL BARRANQUILLA,BLS00001125,2025.0,37,2.0,14.924527,10.0,0.12,2.0,16075.29
2015,SUCURSAL BUCARAMANGA,BLS00001125,2025.0,37,1.0,6.940342,2.0,0.18,3.645569620253165,16075.29
2016,SUCURSAL CALLE 6,BLS00001125,2025.0,37,9.0,20.628567,23.0,0.23,2.3414634146341466,16075.29
2017,SUCURSAL NORTE,BLS00001125,2025.0,37,3.0,3.334161,4.0,0.25,3.5555555555555554,16075.29
2018,SUCURSAL VALLADOLID,BLS00001125,2025.0,37,4.0,24.000858,5.0,0.34,5.72972972972973,16075.29
2019,SUCURSAL CALLE 6,BLS00002125,2025.0,37,1.0,0.227801,1.0,103193.15,0.0,16109.61
2020,SUCURSAL NORTE,BLS00002125,2025.0,37,1.0,0.202899,1.0,12450.37,0.0,16109.61
2021,0,BLS00004125,0.0,0,0.0,0.0,0.0,0.0,0.0,18001.0
2022,0,BLS00005125,0.0,0,0.0,0.0,0.0,0.0,0.0,17948.0
2023,SUCURSAL MEDELLIN,BLS00006125,2025.0,37,1.0,0.23393,1.0,0.8,12.0,16148.04
2024,0,BLS00008125,0.0,0,0.0,0.0,0.0,0.0,0.0,19119.34
