,store_name,product_ref,año,semana_num,EMA,demanda_ajustada,producto_costo_unitario
579973,SUCURSAL BARRANQUILLA,DAB02014025,2025.0,36,0.200458,1.0,80267.67
580144,SUCURSAL BARRANQUILLA,DAB02024025,2025.0,36,0.782842,2.0,79500.58
580258,SUCURSAL BARRANQUILLA,DAB02028025,2025.0,36,3.854299,5.0,20835.64
580372,SUCURSAL BARRANQUILLA,DAB02524025,2025.0,36,8.24963,19.0,51706.08
580486,SUCURSAL BARRANQUILLA,DAB02547025,2025.0,36,14.47709,5.0,21847.84
580600,SUCURSAL BARRANQUILLA,DAB02570025,2025.0,36,45.694029,44.0,13507.71
580771,SUCURSAL BARRANQUILLA,DAB02612025,2025.0,36,15.484887,2.0,12211.32
580885,SUCURSAL BARRANQUILLA,DAB02640025,2025.0,36,1.796098,3.0,25333.62
580999,SUCURSAL BARRANQUILLA,DAB02663025,2025.0,36,1.945189,3.0,17005.85
581056,SUCURSAL BARRANQUILLA,DAB02665025,2025.0,36,0.012524,0.006958,18625.63
581113,SUCURSAL BARRANQUILLA,DAB02666025,2025.0,36,25.477446,37.0,11371.65
581170,SUCURSAL BARRANQUILLA,DAB02671025,2025.0,36,10.296762,1.0,7630.5
581227,SUCURSAL BARRANQUILLA,DAB02688025,2025.0,36,3.904482,5.0,39411.7
581341,SUCURSAL BARRANQUILLA,DAB02690025,2025.0,36,4.948587,4.0,33037.07
581455,SUCURSAL BARRANQUILLA,DAB02702025,2025.0,36,2.565421,2.0,37347.94
581512,SUCURSAL BARRANQUILLA,DAB02728025,2025.0,36,3.298258,4.0,57606.65
581683,SUCURSAL BARRANQUILLA,DAB02738025,2025.0,36,8.287069,11.0,6922.56
581854,SUCURSAL BARRANQUILLA,DAB02772025,2025.0,36,36.339715,48.0,10680.97
581968,SUCURSAL BARRANQUILLA,DAB02783025,2025.0,36,5.785317,5.0,25921.71
582025,SUCURSAL BARRANQUILLA,DAB02788025,2025.0,36,7.529171,18.0,21285.17
582139,SUCURSAL BARRANQUILLA,DAB02805025,2025.0,36,2.568517,5.0,27666.4
582424,SUCURSAL BARRANQUILLA,DAB02856025,2025.0,36,0.59062,1.0,26249.95
582652,SUCURSAL BARRANQUILLA,DAB02864025,2025.0,36,3.386664,8.0,19883.11
582709,SUCURSAL BARRANQUILLA,DAB02869025,2025.0,36,6.505416,7.0,23915.49
582823,SUCURSAL BARRANQUILLA,DAB02873025,2025.0,36,1.309548,5.0,45808.0
582880,SUCURSAL BARRANQUILLA,DAB02881025,2025.0,36,4.757738,3.0,43315.8
583051,SUCURSAL BARRANQUILLA,DAB02886025,2025.0,36,1.715255,1.0,9854.47
583165,SUCURSAL BARRANQUILLA,DAB02902025,2025.0,36,1.413902,4.0,19218.23
583279,SUCURSAL BARRANQUILLA,DAB02919025,2025.0,36,0.991397,0.0,45119.8
583336,SUCURSAL BARRANQUILLA,DAB02919109,2025.0,36,0.0,0.0,85100.0
583450,SUCURSAL BARRANQUILLA,DAB02926025,2025.0,36,5.608549,2.0,38199.0
583678,SUCURSAL BARRANQUILLA,DAB02946025,2025.0,36,6.03504,16.0,17678.37
583735,SUCURSAL BARRANQUILLA,DAB02957025,2025.0,36,2.46156,2.0,34721.11
583906,SUCURSAL BARRANQUILLA,DAB02968025,2025.0,36,4.511502,21.0,20422.35
584020,SUCURSAL BARRANQUILLA,DAB02970025,2025.0,36,0.123062,0.068368,53718.66
584476,SUCURSAL BARRANQUILLA,DAB02982025,2025.0,36,20.856421,46.0,48785.61
584761,SUCURSAL BARRANQUILLA,DAB04014025,2025.0,36,0.200458,1.0,36529.99
584989,SUCURSAL BARRANQUILLA,DAB04028025,2025.0,36,2.334614,5.0,11646.81
585103,SUCURSAL BARRANQUILLA,DAB04547025,2025.0,36,9.345466,9.0,10959.64
585502,SUCURSAL BARRANQUILLA,DAB04640025,2025.0,36,1.498149,3.0,16642.34
585559,SUCURSAL BARRANQUILLA,DAB04654025,2025.0,36,0.40013,2.0,22219.78
585616,SUCURSAL BARRANQUILLA,DAB04663025,2025.0,36,1.166754,2.0,8053.86
585673,SUCURSAL BARRANQUILLA,DAB04666025,2025.0,36,11.902696,6.0,8104.21
585787,SUCURSAL BARRANQUILLA,DAB04688025,2025.0,36,3.430506,5.0,16911.66
585901,SUCURSAL BARRANQUILLA,DAB04690025,2025.0,36,3.929848,4.0,12683.06
585958,SUCURSAL BARRANQUILLA,DAB04702025,2025.0,36,2.267437,3.0,16161.0
586015,SUCURSAL BARRANQUILLA,DAB04728025,2025.0,36,1.623317,4.0,20385.45
586129,SUCURSAL BARRANQUILLA,DAB04772025,2025.0,36,4.748877,2.638265,8017.17
586243,SUCURSAL BARRANQUILLA,DAB04783025,2025.0,36,3.384186,5.0,11951.86
586414,SUCURSAL BARRANQUILLA,DAB04805025,2025.0,36,1.289643,2.0,10232.58
586699,SUCURSAL BARRANQUILLA,DAB04864025,2025.0,36,2.126842,4.0,11844.58
586756,SUCURSAL BARRANQUILLA,DAB04869025,2025.0,36,5.629835,7.0,12968.71
586927,SUCURSAL BARRANQUILLA,DAB04881025,2025.0,36,3.396264,3.0,16040.87
586984,SUCURSAL BARRANQUILLA,DAB04886025,2025.0,36,0.120901,0.0,12599.14
587212,SUCURSAL BARRANQUILLA,DAB04926025,2025.0,36,3.130684,4.0,19112.68
587383,SUCURSAL BARRANQUILLA,DAB04946025,2025.0,36,2.676537,1.0,10220.85
587440,SUCURSAL BARRANQUILLA,DAB04957025,2025.0,36,1.221438,2.0,17816.04
587554,SUCURSAL BARRANQUILLA,DAB04968025,2025.0,36,2.744571,13.0,10352.73
587782,SUCURSAL BARRANQUILLA,DAB04982025,2025.0,36,14.154048,27.0,24978.02
587953,SUCURSAL BARRANQUILLA,DAB08003025,2025.0,36,1.710071,2.0,17380.5
588010,SUCURSAL BARRANQUILLA,DAB08007025,2025.0,36,1.62169,1.0,19703.04
588409,SUCURSAL BARRANQUILLA,DAB08026025,2025.0,36,0.211451,1.0,25309.41
588580,SUCURSAL BARRANQUILLA,DAB08031025,2025.0,36,2.570594,7.0,17955.23
588751,SUCURSAL BARRANQUILLA,DAB08037025,2025.0,36,4.336057,5.0,33506.24
588865,SUCURSAL BARRANQUILLA,DAB08051025,2025.0,36,1.359374,4.0,26959.71
589435,SUCURSAL BARRANQUILLA,DAB08069025,2025.0,36,0.236786,1.0,65372.62
591145,SUCURSAL BARRANQUILLA,DAB08151025,2025.0,36,1.207004,1.0,26159.01
591202,SUCURSAL BARRANQUILLA,DAB08152025,2025.0,36,1.236733,1.0,16349.18
591373,SUCURSAL BARRANQUILLA,DAB08161025,2025.0,36,0.242233,1.0,17481.48
591544,SUCURSAL BARRANQUILLA,DAB08168025,2025.0,36,5.337002,10.0,18729.84
591658,SUCURSAL BARRANQUILLA,DAB08170025,2025.0,36,0.47877,0.0,16758.17
591715,SUCURSAL BARRANQUILLA,DAB08177025,2025.0,36,1.522883,6.0,39888.02
591943,SUCURSAL BARRANQUILLA,DAB08184025,2025.0,36,0.757543,2.0,40663.48
592000,SUCURSAL BARRANQUILLA,DAB08185025,2025.0,36,0.514296,1.0,34367.64
592114,SUCURSAL BARRANQUILLA,DAB08190025,2025.0,36,3.886749,5.0,22069.66
592171,SUCURSAL BARRANQUILLA,DAB08191025,2025.0,36,0.674216,2.0,32226.55
592228,SUCURSAL BARRANQUILLA,DAB08195025,2025.0,36,0.765013,2.0,57395.04
592285,SUCURSAL BARRANQUILLA,DAB08196025,2025.0,36,2.081195,2.0,37650.52
592513,SUCURSAL BARRANQUILLA,DAB08209025,2025.0,36,1.900028,3.0,47765.99
592684,SUCURSAL BARRANQUILLA,DAB08218025,2025.0,36,3.875262,5.0,30018.69
593311,SUCURSAL BARRANQUILLA,DAB08250025,2025.0,36,3.534994,7.0,35511.6
593539,SUCURSAL BARRANQUILLA,DAB08256025,2025.0,36,0.946677,3.0,23528.48
593767,SUCURSAL BARRANQUILLA,DAB08262025,2025.0,36,0.0,0.0,13142.46
594337,SUCURSAL BARRANQUILLA,DAB09003025,2025.0,36,1.320258,2.0,11112.49
594622,SUCURSAL BARRANQUILLA,DAB09031025,2025.0,36,0.949506,0.0,10397.8
594964,SUCURSAL BARRANQUILLA,DAB09069025,2025.0,36,0.033802,0.0,32704.54
595819,SUCURSAL BARRANQUILLA,DAB09151025,2025.0,36,0.866589,1.370328,18014.12
595876,SUCURSAL BARRANQUILLA,DAB09152025,2025.0,36,0.854355,1.0,13346.3
596104,SUCURSAL BARRANQUILLA,DAB09185025,2025.0,36,1.113542,4.0,17553.74
596218,SUCURSAL BARRANQUILLA,DAB09191025,2025.0,36,1.373468,2.0,18643.85
596332,SUCURSAL BARRANQUILLA,DAB09196025,2025.0,36,1.828211,1.0,16777.28
596503,SUCURSAL BARRANQUILLA,DAB09213025,2025.0,36,0.371691,0.0,15179.24
596560,SUCURSAL BARRANQUILLA,DAB09218025,2025.0,36,2.483451,4.0,15736.38
597016,SUCURSAL BARRANQUILLA,DAB09250025,2025.0,36,1.630269,3.0,20377.24
597073,SUCURSAL BARRANQUILLA,DAB09252025,2025.0,36,0.209198,1.0,12042.25
597757,SUCURSAL BARRANQUILLA,DAB12524025,2025.0,36,0.845336,2.0,72084.56
598327,SUCURSAL BARRANQUILLA,DAB12852025,2025.0,36,3.14295,3.0,23425.45
598612,SUCURSAL BARRANQUILLA,DAB12982025,2025.0,36,0.467401,1.0,71466.45
598783,SUCURSAL BARRANQUILLA,DAB14570025,2025.0,36,33.086309,60.0,9774.98
598840,SUCURSAL BARRANQUILLA,DAB14666025,2025.0,36,2.868493,5.0,12885.22
598897,SUCURSAL BARRANQUILLA,DAB14671025,2025.0,36,2.381262,1.0,13409.93
599011,SUCURSAL BARRANQUILLA,DAB14772025,2025.0,36,20.996618,30.0,9112.4
599866,SUCURSAL BARRANQUILLA,DAB18184025,2025.0,36,0.0,0.0,45431.65
600550,SUCURSAL BARRANQUILLA,DAB19184025,2025.0,36,0.096401,0.0,22090.06
601690,SUCURSAL BARRANQUILLA,DAC00037189,2025.0,36,11.512244,6.395691,5315.94
602887,SUCURSAL BARRANQUILLA,DAC00064020,2025.0,36,0.000491,0.000272,9965.52
603001,SUCURSAL BARRANQUILLA,DAC00064189,2025.0,36,0.0,0.0,6573.5
604312,SUCURSAL BARRANQUILLA,DAC00087025,2025.0,36,0.0,0.0,6802.0
604369,SUCURSAL BARRANQUILLA,DAC00087189,2025.0,36,0.41595,0.231084,3529.19
605737,SUCURSAL BARRANQUILLA,DAC00126020,2025.0,36,0.0,0.0,9107.69
606079,SUCURSAL BARRANQUILLA,DAC00139020,2025.0,36,0.0,0.0,7545.6
606763,SUCURSAL BARRANQUILLA,DAC00161020,2025.0,36,0.344452,0.191362,11844.3
607333,SUCURSAL BARRANQUILLA,DAC00182020,2025.0,36,0.0,0.0,10676.92
609328,SUCURSAL BARRANQUILLA,DAC10037020,2025.0,36,0.0,0.0,9500.0
610867,SUCURSAL BARRANQUILLA,DAE00706189,2025.0,36,0.208795,1.0,11209.98
612463,SUCURSAL BARRANQUILLA,DAE00974189,2025.0,36,0.0,0.0,7840.04
614686,SUCURSAL BARRANQUILLA,DAE01032136,2025.0,36,0.0,0.0,19140.0
616453,SUCURSAL BARRANQUILLA,DAE01084189,2025.0,36,0.266856,1.0,5634.16
619759,SUCURSAL BARRANQUILLA,DAE01142189,2025.0,36,0.633583,0.0,7363.47
620614,SUCURSAL BARRANQUILLA,DAE02117025,2025.0,36,1.315881,1.0,57961.35
621241,SUCURSAL BARRANQUILLA,DAE02260025,2025.0,36,0.0,0.0,46052.18
621298,SUCURSAL BARRANQUILLA,DAE02276025,2025.0,36,1.751109,7.0,171310.64
621697,SUCURSAL BARRANQUILLA,DAE02343025,2025.0,36,6.2e-05,3.4e-05,25423.97
623350,SUCURSAL BARRANQUILLA,DAE02672025,2025.0,36,0.593931,1.0,30454.16
624319,SUCURSAL BARRANQUILLA,DAE02988189,2025.0,36,0.032613,0.018118,48474.0
625117,SUCURSAL BARRANQUILLA,DAE04023025,2025.0,36,0.637518,2.0,37014.46
625174,SUCURSAL BARRANQUILLA,DAE04036025,2025.0,36,1.246908,2.0,28201.38
625345,SUCURSAL BARRANQUILLA,DAE04049025,2025.0,36,0.71026,0.394589,59080.6
625402,SUCURSAL BARRANQUILLA,DAE04050025,2025.0,36,0.133006,0.0,46815.85
625516,SUCURSAL BARRANQUILLA,DAE04066025,2025.0,36,7.252156,24.0,13494.34
625858,SUCURSAL BARRANQUILLA,DAE04106025,2025.0,36,0.704336,3.0,35302.57
626086,SUCURSAL BARRANQUILLA,DAE04113025,2025.0,36,2.047556,5.0,20706.11
626314,SUCURSAL BARRANQUILLA,DAE04120025,2025.0,36,0.003226,0.001792,28612.92
626371,SUCURSAL BARRANQUILLA,DAE04124025,2025.0,36,2.20077,2.111539,50374.91
626428,SUCURSAL BARRANQUILLA,DAE04132025,2025.0,36,1.245374,2.0,19064.49
626599,SUCURSAL BARRANQUILLA,DAE04142025,2025.0,36,3.122637,2.0,17875.14
626770,SUCURSAL BARRANQUILLA,DAE04160025,2025.0,36,0.181443,0.0,27328.94
626941,SUCURSAL BARRANQUILLA,DAE04189025,2025.0,36,1.300315,1.0,18474.11
627055,SUCURSAL BARRANQUILLA,DAE04191025,2025.0,36,0.658725,1.0,32910.89
627568,SUCURSAL BARRANQUILLA,DAE04264025,2025.0,36,0.664968,1.0,20683.47
627625,SUCURSAL BARRANQUILLA,DAE04265025,2025.0,36,0.713951,1.0,23151.4
628081,SUCURSAL BARRANQUILLA,DAE04304025,2025.0,36,1.44237,5.0,25720.4
629449,SUCURSAL BARRANQUILLA,DAE04517025,2025.0,36,0.662582,1.0,30917.08
629620,SUCURSAL BARRANQUILLA,DAE04524025,2025.0,36,3.405762,6.0,19428.64
630076,SUCURSAL BARRANQUILLA,DAE04653025,2025.0,36,0.498059,2.0,25023.21
630247,SUCURSAL BARRANQUILLA,DAE04672025,2025.0,36,0.220765,0.122647,26118.87
632071,SUCURSAL BARRANQUILLA,DAE05232003,2025.0,36,0.0,0.0,13.36
636061,SUCURSAL BARRANQUILLA,DAE06237025,2025.0,36,0.208185,0.115658,99789.53
643300,SUCURSAL BARRANQUILLA,DAE08022025,2025.0,36,3.476655,4.0,34343.3
643357,SUCURSAL BARRANQUILLA,DAE08023025,2025.0,36,8.8e-05,0.0,45643.91
644098,SUCURSAL BARRANQUILLA,DAE09022025,2025.0,36,2.187526,2.0,20173.64
644497,SUCURSAL BARRANQUILLA,DAE09118025,2025.0,36,1.505368,2.0,27334.21
644611,SUCURSAL BARRANQUILLA,DAE09140025,2025.0,36,0.807296,4.0,11990.0
644668,SUCURSAL BARRANQUILLA,DAE09142025,2025.0,36,0.136694,0.075941,10031.0
644839,SUCURSAL BARRANQUILLA,DAE09177025,2025.0,36,1.276911,6.0,30964.12
645124,SUCURSAL BARRANQUILLA,DAE09226025,2025.0,36,0.965258,1.0,23418.69
645808,SUCURSAL BARRANQUILLA,DAE14120025,2025.0,36,0.14561,0.080894,6086.51
649000,SUCURSAL BARRANQUILLA,DAP02020025,2025.0,36,2.824293,1.0,25852.39
649057,SUCURSAL BARRANQUILLA,DAP02988025,2025.0,36,0.680243,0.0,69409.47
649171,SUCURSAL BARRANQUILLA,DAP04020025,2025.0,36,2.601482,1.0,7625.26
649228,SUCURSAL BARRANQUILLA,DAP08015025,2025.0,36,0.341921,0.189956,64116.17
649342,SUCURSAL BARRANQUILLA,DAP08050025,2025.0,36,0.002113,0.001174,55434.87
649399,SUCURSAL BARRANQUILLA,DAP08050189,2025.0,36,0.485589,1.0,54568.0
649513,SUCURSAL BARRANQUILLA,DAP08109025,2025.0,36,1.894204,4.0,20156.95
649627,SUCURSAL BARRANQUILLA,DAP08140025,2025.0,36,0.809727,4.0,48919.0
650083,SUCURSAL BARRANQUILLA,DAP08203189,2025.0,36,2.351407,10.0,29930.27
650425,SUCURSAL BARRANQUILLA,DAP09109025,2025.0,36,1.527927,0.848848,6270.0
650767,SUCURSAL BARRANQUILLA,DAR02006025,2025.0,36,0.881419,3.0,24672.45
650995,SUCURSAL BARRANQUILLA,DAR02017025,2025.0,36,0.30253,1.0,21859.54
651280,SUCURSAL BARRANQUILLA,DAR02036025,2025.0,36,2.213224,3.0,52614.6
651508,SUCURSAL BARRANQUILLA,DAR02047025,2025.0,36,1.620617,1.0,30410.6
651565,SUCURSAL BARRANQUILLA,DAR02049025,2025.0,36,2.075435,2.0,44883.42
651850,SUCURSAL BARRANQUILLA,DAR02066025,2025.0,36,0.0,0.0,15526.91
652021,SUCURSAL BARRANQUILLA,DAR02106025,2025.0,36,1.381666,4.0,48072.83
652363,SUCURSAL BARRANQUILLA,DAR02124025,2025.0,36,2.792576,1.0,41560.81
652420,SUCURSAL BARRANQUILLA,DAR02132025,2025.0,36,2.620978,2.0,40246.39
652477,SUCURSAL BARRANQUILLA,DAR02133025,2025.0,36,0.699698,3.0,34316.07
652819,SUCURSAL BARRANQUILLA,DAR02142025,2025.0,36,3.321147,2.0,33342.68
652876,SUCURSAL BARRANQUILLA,DAR02160025,2025.0,36,1.901506,6.0,29217.45
652933,SUCURSAL BARRANQUILLA,DAR02161025,2025.0,36,0.001736,0.000964,42599.78
653104,SUCURSAL BARRANQUILLA,DAR02189025,2025.0,36,1.64166,2.0,30728.79
653161,SUCURSAL BARRANQUILLA,DAR02190025,2025.0,36,1.219892,0.0,39249.45
653218,SUCURSAL BARRANQUILLA,DAR02191025,2025.0,36,1.128982,2.0,44237.98
653275,SUCURSAL BARRANQUILLA,DAR02202025,2025.0,36,5.9e-05,3.3e-05,33748.54
653332,SUCURSAL BARRANQUILLA,DAR02205025,2025.0,36,0.350952,0.194974,51795.28
653674,SUCURSAL BARRANQUILLA,DAR02264025,2025.0,36,0.65115,1.0,35980.65
653731,SUCURSAL BARRANQUILLA,DAR02265025,2025.0,36,2.339309,1.0,42286.93
653788,SUCURSAL BARRANQUILLA,DAR02270025,2025.0,36,0.542101,0.301167,50090.44
654016,SUCURSAL BARRANQUILLA,DAR02304025,2025.0,36,1.528773,4.0,47578.62
654130,SUCURSAL BARRANQUILLA,DAR02315025,2025.0,36,0.53843,0.299128,65496.9
654415,SUCURSAL BARRANQUILLA,DAR02346025,2025.0,36,1.338251,1.0,46553.84
654586,SUCURSAL BARRANQUILLA,DAR02366025,2025.0,36,0.029803,0.0,48009.84
654643,SUCURSAL BARRANQUILLA,DAR02369025,2025.0,36,2.274509,2.0,41019.8
654871,SUCURSAL BARRANQUILLA,DAR02450025,2025.0,36,0.717627,1.0,57714.77
654985,SUCURSAL BARRANQUILLA,DAR02499025,2025.0,36,3.286657,6.0,22705.99
655099,SUCURSAL BARRANQUILLA,DAR02523025,2025.0,36,2.121688,5.0,69096.74
655384,SUCURSAL BARRANQUILLA,DAR02543025,2025.0,36,0.332597,1.0,47985.35
655612,SUCURSAL BARRANQUILLA,DAR02594025,2025.0,36,7.303241,5.0,18353.4
656182,SUCURSAL BARRANQUILLA,DAR02695025,2025.0,36,6.51958,11.0,33710.44
656239,SUCURSAL BARRANQUILLA,DAR02708025,2025.0,36,1.302939,2.0,37002.06
656524,SUCURSAL BARRANQUILLA,DAR02789025,2025.0,36,0.0,0.0,30162.55
657436,SUCURSAL BARRANQUILLA,DAR02989025,2025.0,36,0.000228,0.000127,26602.37
657778,SUCURSAL BARRANQUILLA,DAR03066025,2025.0,36,8.528034,27.0,19283.91
657949,SUCURSAL BARRANQUILLA,DAR03069025,2025.0,36,0.859442,1.0,23917.16
658063,SUCURSAL BARRANQUILLA,DAR03071025,2025.0,36,1.979317,2.0,23535.82
658234,SUCURSAL BARRANQUILLA,DAR03080025,2025.0,36,0.0,0.0,14600.0
658291,SUCURSAL BARRANQUILLA,DAR03113025,2025.0,36,4.7882,6.0,25398.04
658348,SUCURSAL BARRANQUILLA,DAR03114025,2025.0,36,1.513671,2.0,35975.28
658519,SUCURSAL BARRANQUILLA,DAR03196025,2025.0,36,0.16425,0.0,37574.74
659032,SUCURSAL BARRANQUILLA,DAR03385025,2025.0,36,0.000451,0.000251,40355.94
660457,SUCURSAL BARRANQUILLA,DAR08040025,2025.0,36,0.202594,1.0,33922.84
660628,SUCURSAL BARRANQUILLA,DAR08045025,2025.0,36,0.227475,0.0,42266.94
660685,SUCURSAL BARRANQUILLA,DAR08048025,2025.0,36,5e-06,3e-06,27867.46
660742,SUCURSAL BARRANQUILLA,DAR08049025,2025.0,36,0.467086,2.0,32481.15
660856,SUCURSAL BARRANQUILLA,DAR08054025,2025.0,36,0.223644,1.0,18880.8
661084,SUCURSAL BARRANQUILLA,DAR08076025,2025.0,36,0.809997,1.0,61437.39
661255,SUCURSAL BARRANQUILLA,DAR08097025,2025.0,36,0.223526,0.124181,39112.66
661369,SUCURSAL BARRANQUILLA,DAR08111025,2025.0,36,6.1e-05,3.4e-05,42055.69
661426,SUCURSAL BARRANQUILLA,DAR08127125,2025.0,36,0.351249,0.0,55127.14
661768,SUCURSAL BARRANQUILLA,DAR08202025,2025.0,36,0.0,0.0,43077.57
661882,SUCURSAL BARRANQUILLA,DAR08226025,2025.0,36,1.769666,1.0,41972.11
662224,SUCURSAL BARRANQUILLA,DAR09065025,2025.0,36,0.558174,1.0,36095.0
662908,SUCURSAL BARRANQUILLA,DAS00719189,2025.0,36,1.608528,2.0,6802.0
663193,SUCURSAL BARRANQUILLA,DAS07804025,2025.0,36,1.31005,0.0,31418.6
663592,SUCURSAL BARRANQUILLA,DAS07816025,2025.0,36,0.200007,1.0,35545.38
664276,SUCURSAL BARRANQUILLA,DAX00122025,2025.0,36,0.522661,2.0,248118.01
664732,SUCURSAL BARRANQUILLA,DAX00407189,2025.0,36,0.2,1.0,31954.0
665302,SUCURSAL BARRANQUILLA,DAX02020025,2025.0,36,0.0,0.0,161490.0
665587,SUCURSAL BARRANQUILLA,DAX02666025,2025.0,36,0.252429,1.0,49553.0
667525,SUCURSAL BARRANQUILLA,DCE00046137,2025.0,36,2.049342,1.0,13138.38
668323,SUCURSAL BARRANQUILLA,DCE00126138,2025.0,36,0.603708,3.0,25586.3
669292,SUCURSAL BARRANQUILLA,DCE00390189,2025.0,36,2.10481,3.0,8149.85
674764,SUCURSAL BARRANQUILLA,DCE00580189,2025.0,36,3.515208,16.0,6436.7
676246,SUCURSAL BARRANQUILLA,DCE00651189,2025.0,36,0.443092,2.0,9266.26
676702,SUCURSAL BARRANQUILLA,DCE00662186,2025.0,36,0.0,0.0,8815.0
676759,SUCURSAL BARRANQUILLA,DCE00662189,2025.0,36,6.64838,8.0,4345.67
678697,SUCURSAL BARRANQUILLA,DCE00833189,2025.0,36,7.393334,18.0,6048.61
678811,SUCURSAL BARRANQUILLA,DCE00843189,2025.0,36,6.076466,5.0,8977.92
678982,SUCURSAL BARRANQUILLA,DCE00844189,2025.0,36,1.005976,3.0,6900.01
679324,SUCURSAL BARRANQUILLA,DCE00868189,2025.0,36,1.81405,4.0,11754.01
679381,SUCURSAL BARRANQUILLA,DCE00874018,2025.0,36,0.0,0.0,6111.94
679837,SUCURSAL BARRANQUILLA,DCE00905189,2025.0,36,3.069746,14.0,5156.86
680236,SUCURSAL BARRANQUILLA,DCE00929136,2025.0,36,0.0,0.0,11653.62
680464,SUCURSAL BARRANQUILLA,DCE00931136,2025.0,36,0.000833,0.000463,27225.0
680521,SUCURSAL BARRANQUILLA,DCE00931139,2025.0,36,0.0,0.0,16500.0
680692,SUCURSAL BARRANQUILLA,DCE00936189,2025.0,36,3.645136,4.0,7824.33
680806,SUCURSAL BARRANQUILLA,DCE00937189,2025.0,36,13.942401,0.0,6591.3
681034,SUCURSAL BARRANQUILLA,DCE00985189,2025.0,36,2.460479,5.0,5539.59
681319,SUCURSAL BARRANQUILLA,DCE00991189,2025.0,36,5.10459,17.0,8700.64
681376,SUCURSAL BARRANQUILLA,DCE01002137,2025.0,36,2.792237,1.551243,25822.25
681547,SUCURSAL BARRANQUILLA,DCE01006136,2025.0,36,0.0,0.0,16720.0
681775,SUCURSAL BARRANQUILLA,DCE01010189,2025.0,36,1.04346,4.0,4284.16
682003,SUCURSAL BARRANQUILLA,DCE01019189,2025.0,36,0.786206,2.0,18924.0
682288,SUCURSAL BARRANQUILLA,DCE01035189,2025.0,36,0.330098,0.183388,19253.0
682402,SUCURSAL BARRANQUILLA,DCE10126137,2025.0,36,1.879866,1.04437,28845.97
682459,SUCURSAL BARRANQUILLA,DCE10126138,2025.0,36,1.688277,0.0,37978.43
682516,SUCURSAL BARRANQUILLA,DCE10128137,2025.0,36,0.995782,0.553212,20948.69
682687,SUCURSAL BARRANQUILLA,DCE10129138,2025.0,36,10.432314,31.0,25628.18
682915,SUCURSAL BARRANQUILLA,DCE10930138,2025.0,36,1.373881,6.0,60459.8
683086,SUCURSAL BARRANQUILLA,DCE10968189,2025.0,36,0.82838,4.0,7058.2
683314,SUCURSAL BARRANQUILLA,DCE20126138,2025.0,36,2.873909,12.0,39042.81
684112,SUCURSAL BARRANQUILLA,DCS00035189,2025.0,36,2.957,0.0,4992.02
684340,SUCURSAL BARRANQUILLA,DCS00082004,2025.0,36,0.0,0.0,6678.0
684568,SUCURSAL BARRANQUILLA,DCS00091189,2025.0,36,1.965914,6.0,5282.97
685195,SUCURSAL BARRANQUILLA,DCS00235004,2025.0,36,0.0,0.0,9540.0
685366,SUCURSAL BARRANQUILLA,DCS00235189,2025.0,36,0.23536,0.130756,6640.85
686221,SUCURSAL BARRANQUILLA,DCS00292138,2025.0,36,0.400018,2.0,101191.21
687247,SUCURSAL BARRANQUILLA,DCS00343189,2025.0,36,0.494117,1.0,10487.92
687532,SUCURSAL BARRANQUILLA,DCS00411004,2025.0,36,0.0,0.0,18254.88
687589,SUCURSAL BARRANQUILLA,DCS00411189,2025.0,36,1.897292,1.054051,8181.74
688273,SUCURSAL BARRANQUILLA,DCS00539137,2025.0,36,0.543787,2.0,63403.22
688330,SUCURSAL BARRANQUILLA,DCS00540118,2025.0,36,0.0,0.0,56175.0
688387,SUCURSAL BARRANQUILLA,DCS00540139,2025.0,36,0.0,0.0,25100.0
688501,SUCURSAL BARRANQUILLA,DCS00540189,2025.0,36,8.22955,29.0,19455.22
688786,SUCURSAL BARRANQUILLA,DCS00605189,2025.0,36,4.50681,14.0,20125.45
689356,SUCURSAL BARRANQUILLA,DCS00680189,2025.0,36,3.183871,8.0,15557.49
689470,SUCURSAL BARRANQUILLA,DCS00687137,2025.0,36,0.47203,2.0,86416.8
689584,SUCURSAL BARRANQUILLA,DCS00727189,2025.0,36,0.577858,1.0,19836.0
689983,SUCURSAL BARRANQUILLA,DCS00744136,2025.0,36,0.632468,0.351371,20078.84
691123,SUCURSAL BARRANQUILLA,DCS10235189,2025.0,36,0.0,0.0,6476.76
691180,SUCURSAL BARRANQUILLA,DCS10257138,2025.0,36,0.068497,0.038054,71403.79
691579,SUCURSAL BARRANQUILLA,DCS10352138,2025.0,36,0.634427,1.0,89042.98
691807,SUCURSAL BARRANQUILLA,DCS10411186,2025.0,36,0.0,0.0,105143.0
691921,SUCURSAL BARRANQUILLA,DCS10536137,2025.0,36,6.063542,20.0,47942.77
692035,SUCURSAL BARRANQUILLA,DCS10661137,2025.0,36,0.478194,1.0,61728.98
692092,SUCURSAL BARRANQUILLA,DCS10661138,2025.0,36,0.0,0.0,25039.13
692206,SUCURSAL BARRANQUILLA,DCS20115189,2025.0,36,9.086075,28.0,11697.66
692320,SUCURSAL BARRANQUILLA,DCS20536138,2025.0,36,0.0,0.0,27353.0
692662,SUCURSAL BARRANQUILLA,DCS30536137,2025.0,36,0.326018,0.181121,39601.31
697051,SUCURSAL BARRANQUILLA,DCX75053138,2025.0,36,5e-06,3e-06,4044346.0
