,store_name,product_ref,Año,semana,Ema,Costo unitario,Venta costo EMA,Venta costo %,Acumulado costo,Desviacion EMA,Desviacion EMA %,acumulado_cantidad,coef_ventas,acumulado_desviacion,acumulado_desviacion_p,acumulado_combinado,Clasificacion,Nivel de servicio
19034,PRINCIPAL COTA,DAE04265025,2025.0,39,0.207765,23151.4,4810.05,0.0005,0.9305,6445.5,1.34,0.87,6.0,658636.46,1.0,0.89,B,0.95
24635,PRINCIPAL COTA,DCE00936189,2025.0,39,0.203703,7824.33,1593.84,0.0002,0.986,749.1,0.47,0.87,6.0,658636.93,1.0,0.91,B,0.95
17987,PRINCIPAL COTA,DAE01123189,2025.0,39,0.203703,7795.76,1588.02,0.0002,0.9862,746.4,0.47,0.87,6.0,658637.4,1.0,0.91,B,0.95
11025,PRINCIPAL COTA,BLS00044125,2025.0,39,0.203061,12406.15,2519.21,0.0003,0.9723,1788.6,0.71,0.88,10.285714285714285,658638.11,1.0,0.91,B,0.95
12170,PRINCIPAL COTA,BLS00547125,2025.0,39,0.202472,76050.2,15398.04,0.0017,0.741,19247.6,1.25,0.88,12.0,658639.36,1.0,0.84,B,0.95
13396,PRINCIPAL COTA,DAB02805025,2025.0,39,0.20111,28878.0,5807.65,0.0006,0.9119,1626.1,0.28,0.88,4.0,658639.64,1.0,0.89,B,0.95
12997,PRINCIPAL COTA,BWS20081125,2025.0,39,0.201048,66874.93,13445.07,0.0015,0.7691,6184.7,0.46,0.88,6.0,658640.1,1.0,0.85,B,0.95
7446,PRINCIPAL COTA,BCS10416125,2025.0,39,0.200547,41938.74,8410.69,0.0009,0.8648,6223.9,0.74,0.88,8.0,658640.84,1.0,0.87,B,0.95
11202,PRINCIPAL COTA,BLS00106125,2025.0,39,0.200385,39463.11,7907.82,0.0009,0.8729,13522.4,1.71,0.88,6.0,658642.55,1.0,0.88,B,0.95
9755,PRINCIPAL COTA,BHS00527125,2025.0,39,0.2,200824.31,40164.86,0.0044,0.4412,0.0,0.0,0.88,0.0,658642.55,0.0,0.75,A,0.98
9566,PRINCIPAL COTA,BHS00406125,2025.0,39,0.2,96989.66,19397.93,0.0021,0.6741,0.0,0.0,0.88,0.0,658642.55,0.0,0.82,B,0.95
6215,PRINCIPAL COTA,BCS00425125,2025.0,39,0.2,66679.6,13335.92,0.0015,0.7721,0.0,0.0,0.88,0.0,658642.55,0.0,0.85,B,0.95
9746,PRINCIPAL COTA,BHS00525125,2025.0,39,0.2,65061.75,13012.35,0.0014,0.7853,0.0,0.0,0.88,0.0,658642.55,0.0,0.85,B,0.95
10758,PRINCIPAL COTA,BLE00917125,2025.0,39,0.2,25618.36,5123.67,0.0006,0.9263,0.0,0.0,0.88,0.0,658642.55,0.0,0.9,B,0.95
14177,PRINCIPAL COTA,DAB08002025,2025.0,39,0.2,24172.13,4834.43,0.0005,0.93,0.0,0.0,0.88,0.0,658642.55,0.0,0.9,B,0.95
24950,PRINCIPAL COTA,DCE10128137,2025.0,39,0.2,23559.49,4711.9,0.0005,0.9335,0.0,0.0,0.88,0.0,658642.55,0.0,0.9,B,0.95
4597,PRINCIPAL COTA,BCE00600125,2025.0,39,0.2,8590.02,1718.0,0.0002,0.9836,0.0,0.0,0.88,0.0,658642.55,0.0,0.91,B,0.95
21989,PRINCIPAL COTA,DAR02594025,2025.0,39,0.199576,18016.36,3595.63,0.0004,0.9532,2301.2,0.64,0.89,9.0,658643.19,1.0,0.91,B,0.95
15010,PRINCIPAL COTA,DAB08253025,2025.0,39,0.198923,62259.07,12384.76,0.0014,0.8007,4210.8,0.34,0.89,6.0,658643.53,1.0,0.86,B,0.95
18186,PRINCIPAL COTA,DAE02117025,2025.0,39,0.196853,60463.88,11902.5,0.0013,0.8087,5356.1,0.45,0.89,6.0,658643.98,1.0,0.87,B,0.95
6044,PRINCIPAL COTA,BCS00332125,2025.0,39,0.196177,37287.23,7314.9,0.0008,0.8855,4096.3,0.56,0.89,9.6,658644.54,1.0,0.89,B,0.95
14081,PRINCIPAL COTA,DAB04926025,2025.0,39,0.194704,19112.68,3721.32,0.0004,0.9512,2344.4,0.63,0.89,9.6,658645.17,1.0,0.91,B,0.95
7341,PRINCIPAL COTA,BCS10310125,2025.0,39,0.192638,97883.84,18856.15,0.0021,0.6888,11125.1,0.59,0.89,8.571428571428571,658645.76,1.0,0.83,B,0.95
26185,PRINCIPAL COTA,DCS10257138,2025.0,39,0.190918,67305.46,12849.82,0.0014,0.7881,11050.8,0.86,0.89,12.0,658646.62,1.0,0.86,B,0.95
13139,PRINCIPAL COTA,DAB02028025,2025.0,39,0.187726,20835.64,3911.39,0.0004,0.9476,2151.3,0.55,0.89,6.0,658647.17,1.0,0.91,B,0.95
13783,PRINCIPAL COTA,DAB04028025,2025.0,39,0.187726,11646.81,2186.41,0.0002,0.9772,1202.5,0.55,0.89,6.0,658647.72,1.0,0.92,B,0.95
25024,PRINCIPAL COTA,DCE10968189,2025.0,39,0.185592,7058.2,1309.95,0.0001,0.9905,956.3,0.73,0.89,9.0,658648.45,1.0,0.92,B,0.95
25393,PRINCIPAL COTA,DCS00271137,2025.0,39,0.185261,63225.02,11713.13,0.0013,0.8139,7145.0,0.61,0.89,8.571428571428571,658649.06,1.0,0.87,B,0.95
5489,PRINCIPAL COTA,BCS00062125,2025.0,39,0.183909,25562.27,4701.13,0.0005,0.934,1551.4,0.33,0.89,3.0,658649.39,0.8,0.9,B,0.95
26161,PRINCIPAL COTA,DCS10197189,2025.0,39,0.183362,13284.78,2435.92,0.0003,0.9741,1412.8,0.58,0.89,6.0,658649.97,1.0,0.91,B,0.95
6458,PRINCIPAL COTA,BCS00513125,2025.0,39,0.182626,58754.16,10730.04,0.0012,0.8248,4721.2,0.44,0.89,6.0,658650.41,1.0,0.87,B,0.95
70,PRINCIPAL COTA,AHBNTO68030,2025.0,39,0.182615,342303.92,62509.83,0.0069,0.3173,48132.6,0.77,0.9,12.0,658651.18,1.0,0.73,A,0.98
12096,PRINCIPAL COTA,BLS00511125,2025.0,39,0.180113,52914.6,9530.61,0.001,0.8471,4193.5,0.44,0.9,6.0,658651.62,1.0,0.88,B,0.95
6538,PRINCIPAL COTA,BCS00539125,2025.0,39,0.18,135719.52,24429.51,0.0027,0.5956,16856.4,0.69,0.9,12.0,658652.31,1.0,0.81,B,0.95
20523,PRINCIPAL COTA,DAE08260189,2025.0,39,0.18,44804.0,8064.72,0.0009,0.8693,5564.7,0.69,0.9,12.0,658653.0,1.0,0.89,B,0.95
9364,PRINCIPAL COTA,BHS00260125,2025.0,39,0.179189,45384.06,8132.32,0.0009,0.8675,5773.9,0.71,0.9,8.0,658653.71,1.0,0.89,B,0.95
426,PRINCIPAL COTA,BAB02013125,2025.0,39,0.178502,229597.7,40983.65,0.0045,0.4323,20082.0,0.49,0.9,8.0,658654.2,1.0,0.76,A,0.98
21376,PRINCIPAL COTA,DAR02023025,2025.0,39,0.171166,84101.75,14395.36,0.0016,0.7571,7629.5,0.53,0.9,8.0,658654.73,1.0,0.86,B,0.95
9550,PRINCIPAL COTA,BHS00398125,2025.0,39,0.170968,74345.74,12710.74,0.0014,0.7923,36988.3,2.91,0.9,12.0,658657.64,1.0,0.87,B,0.95
13492,PRINCIPAL COTA,DAB02873025,2025.0,39,0.170437,41807.74,7125.59,0.0008,0.8887,5914.2,0.83,0.9,12.0,658658.47,1.0,0.9,B,0.95
7519,PRINCIPAL COTA,BCS10585125,2025.0,39,0.169995,78004.33,13260.35,0.0015,0.7781,5304.1,0.4,0.9,4.0,658658.87,1.0,0.86,B,0.95
5971,PRINCIPAL COTA,BCS00305125,2025.0,39,0.169704,30589.61,5191.18,0.0006,0.9233,4308.7,0.83,0.9,12.0,658659.7,1.0,0.91,B,0.95
16519,PRINCIPAL COTA,DAC00102020,2025.0,39,0.167811,16326.24,2739.72,0.0003,0.9687,1397.3,0.51,0.9,8.0,658660.21,1.0,0.92,B,0.95
24315,PRINCIPAL COTA,DCE00797189,2025.0,39,0.16781,6346.11,1064.94,0.0001,0.9929,436.6,0.41,0.9,6.0,658660.62,1.0,0.93,B,0.95
5811,PRINCIPAL COTA,BCS00243125,2025.0,39,0.161935,36750.29,5951.16,0.0007,0.91,2261.4,0.38,0.9,6.0,658661.0,1.0,0.9,B,0.95
5433,PRINCIPAL COTA,BCS00031125,2025.0,39,0.161686,33048.58,5343.49,0.0006,0.9191,1923.7,0.36,0.9,4.8,658661.36,1.0,0.91,B,0.95
22403,PRINCIPAL COTA,DAR03370025,2025.0,39,0.161352,36952.55,5962.37,0.0007,0.9086,3040.8,0.51,0.9,8.0,658661.87,1.0,0.9,B,0.95
18858,PRINCIPAL COTA,DAE04113025,2025.0,39,0.161352,19869.9,3206.05,0.0004,0.9608,1635.1,0.51,0.9,8.0,658662.38,1.0,0.92,B,0.95
13476,PRINCIPAL COTA,DAB02869025,2025.0,39,0.160053,25254.34,4042.03,0.0004,0.9448,1818.9,0.45,0.91,6.0,658662.83,1.0,0.92,B,0.95
14017,PRINCIPAL COTA,DAB04869025,2025.0,39,0.160053,12646.55,2024.12,0.0002,0.9794,910.9,0.45,0.91,6.0,658663.28,1.0,0.93,B,0.95
3792,PRINCIPAL COTA,BAP08050125,2025.0,39,0.16,396473.98,63435.84,0.007,0.3035,43770.7,0.69,0.91,12.0,658663.97,1.0,0.73,A,0.98
25015,PRINCIPAL COTA,DCE10935138,2025.0,39,0.16,307872.76,49259.64,0.0054,0.384,33989.2,0.69,0.91,12.0,658664.66,1.0,0.75,A,0.98
8548,PRINCIPAL COTA,BHE00794125,2025.0,39,0.16,126430.39,20228.86,0.0022,0.6589,13957.9,0.69,0.91,12.0,658665.35,1.0,0.84,B,0.95
7285,PRINCIPAL COTA,BCS10192125,2025.0,39,0.16,77825.79,12452.13,0.0014,0.7979,8592.0,0.69,0.91,12.0,658666.04,1.0,0.88,B,0.95
19186,PRINCIPAL COTA,DAE04439025,2025.0,39,0.16,74208.35,11873.34,0.0013,0.8113,8192.6,0.69,0.91,12.0,658666.73,1.0,0.88,B,0.95
