,store_name,product_ref,año,Semana,semana_num,num_facturas,EMA,demanda_ajustada,desviacion_ema%,coef_ventas,producto_costo_unitario
14977,SUCURSAL NORTE,CG000133222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,17408.52
14978,SUCURSAL VALLADOLID,CG000133222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,17408.52
14979,PRINCIPAL COTA,CG000152222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24142.5
14980,SUCURSAL BARRANQUILLA,CG000152222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24142.5
14981,SUCURSAL BUCARAMANGA,CG000152222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24142.5
14982,SUCURSAL CALI,CG000152222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24142.5
14983,SUCURSAL CALLE 6,CG000152222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24142.5
14984,SUCURSAL MEDELLIN,CG000152222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24142.5
14985,SUCURSAL NORTE,CG000152222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24142.5
14986,SUCURSAL VALLADOLID,CG000152222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24142.5
14987,PRINCIPAL COTA,CG010282222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,1.0
14988,SUCURSAL BARRANQUILLA,CG010282222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,1.0
14989,SUCURSAL BUCARAMANGA,CG010282222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,1.0
14990,SUCURSAL CALI,CG010282222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,1.0
14991,SUCURSAL CALLE 6,CG010282222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,1.0
14992,SUCURSAL MEDELLIN,CG010282222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,1.0
14993,SUCURSAL NORTE,CG010282222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,1.0
14994,SUCURSAL VALLADOLID,CG010282222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,1.0
14995,PRINCIPAL COTA,CG133102222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,17688.7
14996,SUCURSAL BARRANQUILLA,CG133102222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,17688.7
14997,SUCURSAL BUCARAMANGA,CG133102222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,17688.7
14998,SUCURSAL CALI,CG133102222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,17688.7
14999,SUCURSAL CALLE 6,CG133102222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,17688.7
15000,SUCURSAL MEDELLIN,CG133102222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,17688.7
15001,SUCURSAL NORTE,CG133102222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,17688.7
15002,SUCURSAL VALLADOLID,CG133102222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,17688.7
15003,0,CHATARRA,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
15004,PRINCIPAL COTA,CS007063222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,4614.01
15005,SUCURSAL BARRANQUILLA,CS007063222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,4614.01
15006,SUCURSAL BUCARAMANGA,CS007063222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,4614.01
15007,SUCURSAL CALI,CS007063222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,4614.01
15008,SUCURSAL CALLE 6,CS007063222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,4614.01
15009,SUCURSAL MEDELLIN,CS007063222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,4614.01
15010,SUCURSAL NORTE,CS007063222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,4614.01
15011,SUCURSAL VALLADOLID,CS007063222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,4614.01
15012,0,CS007658222,0.0,0,0,0.0,0.0,0.0,0.0,0.0,7751.5
15013,0,CS007670222,0.0,0,0,0.0,0.0,0.0,0.0,0.0,7751.5
15014,0,CS010276222,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20914.0
15015,PRINCIPAL COTA,CS133102222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,21032.5
15016,SUCURSAL BARRANQUILLA,CS133102222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,21032.5
15017,SUCURSAL BUCARAMANGA,CS133102222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,21032.5
15018,SUCURSAL CALI,CS133102222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,21032.5
15019,SUCURSAL CALLE 6,CS133102222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,21032.5
15020,SUCURSAL MEDELLIN,CS133102222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,21032.5
15021,SUCURSAL NORTE,CS133102222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,21032.5
15022,SUCURSAL VALLADOLID,CS133102222,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,21032.5
15023,PRINCIPAL COTA,DA108254025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
15024,SUCURSAL BARRANQUILLA,DA108254025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
15025,SUCURSAL BUCARAMANGA,DA108254025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
15026,SUCURSAL CALI,DA108254025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
15027,SUCURSAL CALLE 6,DA108254025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
15028,SUCURSAL MEDELLIN,DA108254025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
15029,SUCURSAL NORTE,DA108254025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
15030,SUCURSAL VALLADOLID,DA108254025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
15031,PRINCIPAL COTA,DA19264025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
15032,SUCURSAL BARRANQUILLA,DA19264025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
15033,SUCURSAL BUCARAMANGA,DA19264025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
15034,SUCURSAL CALI,DA19264025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
15035,SUCURSAL CALLE 6,DA19264025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
15036,SUCURSAL MEDELLIN,DA19264025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
15037,SUCURSAL NORTE,DA19264025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
15038,SUCURSAL VALLADOLID,DA19264025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
15039,0,DAB00002025,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2024.44
15040,PRINCIPAL COTA,DAB01003136,2025.0,2025-09-09 00:00:00,37,0.0,0.033554,0.0,0.81,12.0,4406.88
15041,SUCURSAL BARRANQUILLA,DAB01003136,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,4406.88
15042,SUCURSAL BUCARAMANGA,DAB01003136,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,4406.88
15043,SUCURSAL CALI,DAB01003136,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,4406.88
15044,SUCURSAL CALLE 6,DAB01003136,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,4406.88
15045,SUCURSAL MEDELLIN,DAB01003136,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,4406.88
15046,SUCURSAL NORTE,DAB01003136,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,4406.88
15047,SUCURSAL VALLADOLID,DAB01003136,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,4406.88
15048,PRINCIPAL COTA,DAB02003025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,46440.02
15049,SUCURSAL BARRANQUILLA,DAB02003025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,46440.02
15050,SUCURSAL BUCARAMANGA,DAB02003025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,46440.02
15051,SUCURSAL CALI,DAB02003025,2025.0,2025-09-09 00:00:00,37,0.0,0.067109,0.0,0.81,12.0,46440.02
15052,SUCURSAL CALLE 6,DAB02003025,2025.0,2025-09-09 00:00:00,37,0.0,4.7e-05,0.0,203.64,0.0,46440.02
15053,SUCURSAL MEDELLIN,DAB02003025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,46440.02
15054,SUCURSAL NORTE,DAB02003025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,46440.02
15055,SUCURSAL VALLADOLID,DAB02003025,2025.0,2025-09-09 00:00:00,37,0.0,0.000774,0.0,3321.97,0.0,46440.02
15056,PRINCIPAL COTA,DAB02010025,2025.0,2025-09-09 00:00:00,37,1.0,0.404304,1.0,0.78,12.0,48517.13
15057,SUCURSAL BARRANQUILLA,DAB02010025,2025.0,2025-09-09 00:00:00,37,0.0,0.166518,0.0,0.84,12.0,48517.13
15058,SUCURSAL BUCARAMANGA,DAB02010025,2025.0,2025-09-09 00:00:00,37,0.0,0.151725,0.0,0.68,7.199999999999999,48517.13
15059,SUCURSAL CALI,DAB02010025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,48517.13
15060,SUCURSAL CALLE 6,DAB02010025,2025.0,2025-09-09 00:00:00,37,1.0,0.300786,1.0,0.47,8.0,48517.13
15061,SUCURSAL MEDELLIN,DAB02010025,2025.0,2025-09-09 00:00:00,37,0.0,1.8e-05,0.0,76.63,0.0,48517.13
15062,SUCURSAL NORTE,DAB02010025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,48517.13
15063,SUCURSAL VALLADOLID,DAB02010025,2025.0,2025-09-09 00:00:00,37,0.0,0.001703,0.0,7311.76,0.0,48517.13
15064,PRINCIPAL COTA,DAB02012025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,115853.56
15065,SUCURSAL BARRANQUILLA,DAB02012025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,115853.56
15066,SUCURSAL BUCARAMANGA,DAB02012025,2025.0,2025-09-09 00:00:00,37,1.0,0.447298,2.0,0.4,6.0,115853.56
15067,SUCURSAL CALI,DAB02012025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,115853.56
15068,SUCURSAL CALLE 6,DAB02012025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,115853.56
15069,SUCURSAL MEDELLIN,DAB02012025,2025.0,2025-09-09 00:00:00,37,0.0,0.03357,0.0,0.81,12.0,115853.56
15070,SUCURSAL NORTE,DAB02012025,2025.0,2025-09-09 00:00:00,37,0.0,0.16,0.0,0.69,12.0,115853.56
15071,SUCURSAL VALLADOLID,DAB02012025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,115853.56
15072,PRINCIPAL COTA,DAB02013025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,92726.4
15073,SUCURSAL BARRANQUILLA,DAB02013025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,92726.4
15074,SUCURSAL BUCARAMANGA,DAB02013025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,92726.4
15075,SUCURSAL CALI,DAB02013025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,92726.4
15076,SUCURSAL CALLE 6,DAB02013025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,92726.4
15077,SUCURSAL MEDELLIN,DAB02013025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,92726.4
15078,SUCURSAL NORTE,DAB02013025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,92726.4
15079,SUCURSAL VALLADOLID,DAB02013025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,92726.4
15080,PRINCIPAL COTA,DAB02014025,2025.0,2025-09-09 00:00:00,37,0.0,0.008795,0.0,37771.1,0.0,80267.67
15081,SUCURSAL BARRANQUILLA,DAB02014025,2025.0,2025-09-09 00:00:00,37,0.0,0.160366,0.0,0.69,12.0,80267.67
15082,SUCURSAL BUCARAMANGA,DAB02014025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,80267.67
15083,SUCURSAL CALI,DAB02014025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,80267.67
15084,SUCURSAL CALLE 6,DAB02014025,2025.0,2025-09-09 00:00:00,37,0.0,0.160015,0.0,0.69,12.0,80267.67
15085,SUCURSAL MEDELLIN,DAB02014025,2025.0,2025-09-09 00:00:00,37,0.0,0.187985,0.0,0.83,12.0,80267.67
15086,SUCURSAL NORTE,DAB02014025,2025.0,2025-09-09 00:00:00,37,0.0,0.128,0.0,0.85,12.0,80267.67
15087,SUCURSAL VALLADOLID,DAB02014025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,80267.67
15088,PRINCIPAL COTA,DAB02018025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,14380.02
15089,SUCURSAL BARRANQUILLA,DAB02018025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,14380.02
15090,SUCURSAL BUCARAMANGA,DAB02018025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,14380.02
15091,SUCURSAL CALI,DAB02018025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,14380.02
15092,SUCURSAL CALLE 6,DAB02018025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,14380.02
15093,SUCURSAL MEDELLIN,DAB02018025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,14380.02
15094,SUCURSAL NORTE,DAB02018025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,14380.02
15095,SUCURSAL VALLADOLID,DAB02018025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,14380.02
15096,PRINCIPAL COTA,DAB02021025,2025.0,2025-09-09 00:00:00,37,0.0,0.051847,0.0,0.74,12.0,19444.2
15097,SUCURSAL BARRANQUILLA,DAB02021025,2025.0,2025-09-09 00:00:00,37,1.0,4.412139,4.0,0.25,4.595744680851064,19444.2
15098,SUCURSAL BUCARAMANGA,DAB02021025,2025.0,2025-09-09 00:00:00,37,0.0,3.392011,0.0,0.18,3.724137931034483,19444.2
15099,SUCURSAL CALI,DAB02021025,2025.0,2025-09-09 00:00:00,37,0.0,1.421748,0.0,0.81,9.0,19444.2
15100,SUCURSAL CALLE 6,DAB02021025,2025.0,2025-09-09 00:00:00,37,0.0,0.419394,0.0,0.79,12.0,19444.2
15101,SUCURSAL MEDELLIN,DAB02021025,2025.0,2025-09-09 00:00:00,37,0.0,0.357584,0.0,0.46,7.5,19444.2
15102,SUCURSAL NORTE,DAB02021025,2025.0,2025-09-09 00:00:00,37,0.0,0.097829,0.0,0.7,12.0,19444.2
15103,SUCURSAL VALLADOLID,DAB02021025,2025.0,2025-09-09 00:00:00,37,0.0,0.031214,0.0,134032.4,0.0,19444.2
15104,PRINCIPAL COTA,DAB02024025,2025.0,2025-09-09 00:00:00,37,0.0,0.002714,0.0,10238.17,0.0,79500.58
15105,SUCURSAL BARRANQUILLA,DAB02024025,2025.0,2025-09-09 00:00:00,37,1.0,0.826278,1.0,0.47,6.0,79500.58
15106,SUCURSAL BUCARAMANGA,DAB02024025,2025.0,2025-09-09 00:00:00,37,0.0,0.012403,0.0,53258.78,0.0,79500.58
15107,SUCURSAL CALI,DAB02024025,2025.0,2025-09-09 00:00:00,37,0.0,9e-06,0.0,36.97,0.0,79500.58
15108,SUCURSAL CALLE 6,DAB02024025,2025.0,2025-09-09 00:00:00,37,0.0,0.027701,0.0,0.71,12.0,79500.58
15109,SUCURSAL MEDELLIN,DAB02024025,2025.0,2025-09-09 00:00:00,37,1.0,1.122171,4.0,3.55,6.0,79500.58
15110,SUCURSAL NORTE,DAB02024025,2025.0,2025-09-09 00:00:00,37,0.0,0.021566,0.0,0.75,12.0,79500.58
15111,SUCURSAL VALLADOLID,DAB02024025,2025.0,2025-09-09 00:00:00,37,0.0,0.011019,0.0,47319.77,0.0,79500.58
15112,PRINCIPAL COTA,DAB02025025,2025.0,2025-09-09 00:00:00,37,0.0,0.001859,0.0,7984.51,0.0,23685.27
15113,SUCURSAL BARRANQUILLA,DAB02025025,2025.0,2025-09-09 00:00:00,37,0.0,0.621327,0.0,0.69,8.0,23685.27
15114,SUCURSAL BUCARAMANGA,DAB02025025,2025.0,2025-09-09 00:00:00,37,0.0,0.272284,0.0,0.56,6.0,23685.27
15115,SUCURSAL CALI,DAB02025025,2025.0,2025-09-09 00:00:00,37,0.0,0.002862,0.0,12290.34,0.0,23685.27
15116,SUCURSAL CALLE 6,DAB02025025,2025.0,2025-09-09 00:00:00,37,0.0,0.017403,0.0,74730.85,0.0,23685.27
15117,SUCURSAL MEDELLIN,DAB02025025,2025.0,2025-09-09 00:00:00,37,0.0,0.931314,0.0,0.4,5.052631578947369,23685.27
15118,SUCURSAL NORTE,DAB02025025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,23685.27
15119,SUCURSAL VALLADOLID,DAB02025025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,23685.27
15120,PRINCIPAL COTA,DAB02028025,2025.0,2025-09-09 00:00:00,37,0.0,0.285494,0.0,0.39,4.0,20835.64
15121,SUCURSAL BARRANQUILLA,DAB02028025,2025.0,2025-09-09 00:00:00,37,1.0,3.283439,1.0,0.17,3.0,20835.64
15122,SUCURSAL BUCARAMANGA,DAB02028025,2025.0,2025-09-09 00:00:00,37,0.0,1.931773,0.0,0.37,6.0,20835.64
15123,SUCURSAL CALI,DAB02028025,2025.0,2025-09-09 00:00:00,37,0.0,0.610251,0.0,1.52,8.0,20835.64
15124,SUCURSAL CALLE 6,DAB02028025,2025.0,2025-09-09 00:00:00,37,3.0,3.166502,6.0,0.3,3.84,20835.64
15125,SUCURSAL MEDELLIN,DAB02028025,2025.0,2025-09-09 00:00:00,37,2.0,5.881875,4.0,0.17,2.9589041095890414,20835.64
15126,SUCURSAL NORTE,DAB02028025,2025.0,2025-09-09 00:00:00,37,0.0,1.079032,0.0,0.93,8.0,20835.64
15127,SUCURSAL VALLADOLID,DAB02028025,2025.0,2025-09-09 00:00:00,37,0.0,0.134065,0.0,1.01,6.0,20835.64
15128,PRINCIPAL COTA,DAB02033025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,57885.15
15129,SUCURSAL BARRANQUILLA,DAB02033025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,57885.15
15130,SUCURSAL BUCARAMANGA,DAB02033025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,57885.15
15131,SUCURSAL CALI,DAB02033025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,57885.15
15132,SUCURSAL CALLE 6,DAB02033025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,57885.15
15133,SUCURSAL MEDELLIN,DAB02033025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,57885.15
15134,SUCURSAL NORTE,DAB02033025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,57885.15
15135,SUCURSAL VALLADOLID,DAB02033025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,57885.15
15136,PRINCIPAL COTA,DAB02524025,2025.0,2025-09-09 00:00:00,37,0.0,0.447166,0.0,0.31,4.8,51706.08
15137,SUCURSAL BARRANQUILLA,DAB02524025,2025.0,2025-09-09 00:00:00,37,2.0,7.399685,4.0,0.19,2.6206896551724137,51706.08
15138,SUCURSAL BUCARAMANGA,DAB02524025,2025.0,2025-09-09 00:00:00,37,1.0,1.550312,2.0,0.29,4.285714285714286,51706.08
15139,SUCURSAL CALI,DAB02524025,2025.0,2025-09-09 00:00:00,37,0.0,2.701231,0.0,0.31,3.36,51706.08
15140,SUCURSAL CALLE 6,DAB02524025,2025.0,2025-09-09 00:00:00,37,1.0,0.900296,1.0,0.35,2.6666666666666665,51706.08
15141,SUCURSAL MEDELLIN,DAB02524025,2025.0,2025-09-09 00:00:00,37,1.0,0.347746,1.0,0.48,6.0,51706.08
15142,SUCURSAL NORTE,DAB02524025,2025.0,2025-09-09 00:00:00,37,1.0,0.670782,2.0,0.34,4.0,51706.08
15143,SUCURSAL VALLADOLID,DAB02524025,2025.0,2025-09-09 00:00:00,37,0.0,0.001039,0.0,4464.07,0.0,51706.08
15144,PRINCIPAL COTA,DAB02546025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,30327.87
15145,SUCURSAL BARRANQUILLA,DAB02546025,2025.0,2025-09-09 00:00:00,37,2.0,1.689382,2.0,0.25,4.8,30327.87
15146,SUCURSAL BUCARAMANGA,DAB02546025,2025.0,2025-09-09 00:00:00,37,2.0,1.959016,7.0,0.44,5.142857142857142,30327.87
15147,SUCURSAL CALI,DAB02546025,2025.0,2025-09-09 00:00:00,37,1.0,0.814702,3.0,0.44,4.0,30327.87
15148,SUCURSAL CALLE 6,DAB02546025,2025.0,2025-09-09 00:00:00,37,0.0,0.206738,0.0,0.35,4.8,30327.87
15149,SUCURSAL MEDELLIN,DAB02546025,2025.0,2025-09-09 00:00:00,37,1.0,0.84767,2.0,0.28,3.4285714285714284,30327.87
15150,SUCURSAL NORTE,DAB02546025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,30327.87
15151,SUCURSAL VALLADOLID,DAB02546025,2025.0,2025-09-09 00:00:00,37,0.0,0.02151,0.0,0.75,12.0,30327.87
15152,PRINCIPAL COTA,DAB02547025,2025.0,2025-09-09 00:00:00,37,0.0,0.868597,0.0,0.43,5.142857142857142,21847.84
15153,SUCURSAL BARRANQUILLA,DAB02547025,2025.0,2025-09-09 00:00:00,37,3.0,13.581615,10.0,0.18,2.188679245283019,21847.84
15154,SUCURSAL BUCARAMANGA,DAB02547025,2025.0,2025-09-09 00:00:00,37,2.0,13.542281,14.0,0.26,4.679245283018868,21847.84
15155,SUCURSAL CALI,DAB02547025,2025.0,2025-09-09 00:00:00,37,3.0,7.750066,8.0,0.21,3.388235294117647,21847.84
15156,SUCURSAL CALLE 6,DAB02547025,2025.0,2025-09-09 00:00:00,37,5.0,5.188286,12.0,0.25,3.3684210526315788,21847.84
15157,SUCURSAL MEDELLIN,DAB02547025,2025.0,2025-09-09 00:00:00,37,0.0,2.213769,0.0,0.68,5.230769230769231,21847.84
15158,SUCURSAL NORTE,DAB02547025,2025.0,2025-09-09 00:00:00,37,0.0,0.795146,0.0,0.3,5.0,21847.84
15159,SUCURSAL VALLADOLID,DAB02547025,2025.0,2025-09-09 00:00:00,37,2.0,9.02142,7.0,0.27,3.6923076923076925,21847.84
15160,PRINCIPAL COTA,DAB02567025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,27854.62
15161,SUCURSAL BARRANQUILLA,DAB02567025,2025.0,2025-09-09 00:00:00,37,0.0,0.090597,0.0,0.83,12.0,27854.62
15162,SUCURSAL BUCARAMANGA,DAB02567025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,27854.62
15163,SUCURSAL CALI,DAB02567025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,27854.62
15164,SUCURSAL CALLE 6,DAB02567025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,27854.62
15165,SUCURSAL MEDELLIN,DAB02567025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,27854.62
15166,SUCURSAL NORTE,DAB02567025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,27854.62
15167,SUCURSAL VALLADOLID,DAB02567025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,27854.62
15168,PRINCIPAL COTA,DAB02570025,2025.0,2025-09-09 00:00:00,37,2.0,11.545285,2.0,0.21,4.2,13507.71
15169,SUCURSAL BARRANQUILLA,DAB02570025,2025.0,2025-09-09 00:00:00,37,7.0,38.554979,10.0,0.19,3.935483870967742,13507.71
15170,SUCURSAL BUCARAMANGA,DAB02570025,2025.0,2025-09-09 00:00:00,37,9.0,33.949398,66.0,0.12,2.085561497326203,13507.71
15171,SUCURSAL CALI,DAB02570025,2025.0,2025-09-09 00:00:00,37,2.0,30.659772,2.0,0.28,4.488311688311688,13507.71
15172,SUCURSAL CALLE 6,DAB02570025,2025.0,2025-09-09 00:00:00,37,14.0,29.82617,42.0,0.07,1.5918367346938775,13507.71
15173,SUCURSAL MEDELLIN,DAB02570025,2025.0,2025-09-09 00:00:00,37,8.0,29.202846,23.0,0.12,1.2666666666666666,13507.71
15174,SUCURSAL NORTE,DAB02570025,2025.0,2025-09-09 00:00:00,37,4.0,12.22035,27.0,0.2,2.3300970873786406,13507.71
15175,SUCURSAL VALLADOLID,DAB02570025,2025.0,2025-09-09 00:00:00,37,4.0,4.536169,6.0,0.16,2.7272727272727275,13507.71
15176,PRINCIPAL COTA,DAB02598025,2025.0,2025-09-09 00:00:00,37,0.0,0.065426,0.0,0.73,12.0,36695.86
15177,SUCURSAL BARRANQUILLA,DAB02598025,2025.0,2025-09-09 00:00:00,37,1.0,2.852338,4.0,0.11,1.9354838709677418,36695.86
