,store_name,product_ref,año,Semana,semana_num,num_facturas,EMA,demanda_ajustada,desviacion_ema%,coef_ventas,producto_costo_unitario
3327,PRINCIPAL COTA,BAE03241125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,28049.31
3328,SUCURSAL BARRANQUILLA,BAE03241125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,28049.31
3329,SUCURSAL BUCARAMANGA,BAE03241125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,28049.31
3330,SUCURSAL CALI,BAE03241125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,28049.31
3331,SUCURSAL CALLE 6,BAE03241125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,28049.31
3332,SUCURSAL MEDELLIN,BAE03241125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,28049.31
3333,SUCURSAL NORTE,BAE03241125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,28049.31
3334,SUCURSAL VALLADOLID,BAE03241125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,28049.31
3335,PRINCIPAL COTA,BAE03444125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,55661.48
3336,SUCURSAL BARRANQUILLA,BAE03444125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,55661.48
3337,SUCURSAL BUCARAMANGA,BAE03444125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,55661.48
3338,SUCURSAL CALI,BAE03444125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,55661.48
3339,SUCURSAL CALLE 6,BAE03444125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,55661.48
3340,SUCURSAL MEDELLIN,BAE03444125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,55661.48
3341,SUCURSAL NORTE,BAE03444125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,55661.48
3342,SUCURSAL VALLADOLID,BAE03444125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,55661.48
3343,PRINCIPAL COTA,BAE03750125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,52021.81
3344,SUCURSAL BARRANQUILLA,BAE03750125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,52021.81
3345,SUCURSAL BUCARAMANGA,BAE03750125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,52021.81
3346,SUCURSAL CALI,BAE03750125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,52021.81
3347,SUCURSAL CALLE 6,BAE03750125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,52021.81
3348,SUCURSAL MEDELLIN,BAE03750125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,52021.81
3349,SUCURSAL NORTE,BAE03750125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,52021.81
3350,SUCURSAL VALLADOLID,BAE03750125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,52021.81
3351,PRINCIPAL COTA,BAE03893125,2025.0,2025-09-09 00:00:00,37,0.0,2.2e-05,0.0,94.83,0.0,168316.0
3352,SUCURSAL BARRANQUILLA,BAE03893125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,168316.0
3353,SUCURSAL BUCARAMANGA,BAE03893125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,168316.0
3354,SUCURSAL CALI,BAE03893125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,168316.0
3355,SUCURSAL CALLE 6,BAE03893125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,168316.0
3356,SUCURSAL MEDELLIN,BAE03893125,2025.0,2025-09-09 00:00:00,37,0.0,0.004901,0.0,18573.17,0.0,168316.0
3357,SUCURSAL NORTE,BAE03893125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,168316.0
3358,SUCURSAL VALLADOLID,BAE03893125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,168316.0
3359,PRINCIPAL COTA,BAE03894125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
3360,SUCURSAL BARRANQUILLA,BAE03894125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
3361,SUCURSAL BUCARAMANGA,BAE03894125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
3362,SUCURSAL CALI,BAE03894125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
3363,SUCURSAL CALLE 6,BAE03894125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
3364,SUCURSAL MEDELLIN,BAE03894125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
3365,SUCURSAL NORTE,BAE03894125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
3366,SUCURSAL VALLADOLID,BAE03894125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,0.0
3367,PRINCIPAL COTA,BAE04014125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,80369.0
3368,SUCURSAL BARRANQUILLA,BAE04014125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,80369.0
3369,SUCURSAL BUCARAMANGA,BAE04014125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,80369.0
3370,SUCURSAL CALI,BAE04014125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,80369.0
3371,SUCURSAL CALLE 6,BAE04014125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,80369.0
3372,SUCURSAL MEDELLIN,BAE04014125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,80369.0
3373,SUCURSAL NORTE,BAE04014125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,80369.0
3374,SUCURSAL VALLADOLID,BAE04014125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,80369.0
3375,PRINCIPAL COTA,BAE04020125,2025.0,2025-09-09 00:00:00,37,0.0,0.014116,0.0,60613.44,0.0,102748.02
3376,SUCURSAL BARRANQUILLA,BAE04020125,2025.0,2025-09-09 00:00:00,37,0.0,0.004951,0.0,21260.01,0.0,102748.02
3377,SUCURSAL BUCARAMANGA,BAE04020125,2025.0,2025-09-09 00:00:00,37,0.0,0.046291,0.0,0.73,12.0,102748.02
3378,SUCURSAL CALI,BAE04020125,2025.0,2025-09-09 00:00:00,37,0.0,0.000198,0.0,850.34,0.0,102748.02
3379,SUCURSAL CALLE 6,BAE04020125,2025.0,2025-09-09 00:00:00,37,1.0,0.219944,1.0,0.8,12.0,102748.02
3380,SUCURSAL MEDELLIN,BAE04020125,2025.0,2025-09-09 00:00:00,37,0.0,0.065266,0.0,0.72,12.0,102748.02
3381,SUCURSAL NORTE,BAE04020125,2025.0,2025-09-09 00:00:00,37,0.0,0.006887,0.0,29572.59,0.0,102748.02
3382,SUCURSAL VALLADOLID,BAE04020125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,102748.02
3383,PRINCIPAL COTA,BAE04026125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,48029.0
3384,SUCURSAL BARRANQUILLA,BAE04026125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,48029.0
3385,SUCURSAL BUCARAMANGA,BAE04026125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,48029.0
3386,SUCURSAL CALI,BAE04026125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,48029.0
3387,SUCURSAL CALLE 6,BAE04026125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,48029.0
3388,SUCURSAL MEDELLIN,BAE04026125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,48029.0
3389,SUCURSAL NORTE,BAE04026125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,48029.0
3390,SUCURSAL VALLADOLID,BAE04026125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,48029.0
3391,PRINCIPAL COTA,BAE04035125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,110839.97
3392,SUCURSAL BARRANQUILLA,BAE04035125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,110839.97
3393,SUCURSAL BUCARAMANGA,BAE04035125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,110839.97
3394,SUCURSAL CALI,BAE04035125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,110839.97
3395,SUCURSAL CALLE 6,BAE04035125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,110839.97
3396,SUCURSAL MEDELLIN,BAE04035125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,110839.97
3397,SUCURSAL NORTE,BAE04035125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,110839.97
3398,SUCURSAL VALLADOLID,BAE04035125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,110839.97
3399,PRINCIPAL COTA,BAE04036125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,89554.0
3400,SUCURSAL BARRANQUILLA,BAE04036125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,89554.0
3401,SUCURSAL BUCARAMANGA,BAE04036125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,89554.0
3402,SUCURSAL CALI,BAE04036125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,89554.0
3403,SUCURSAL CALLE 6,BAE04036125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,89554.0
3404,SUCURSAL MEDELLIN,BAE04036125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,89554.0
3405,SUCURSAL NORTE,BAE04036125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,89554.0
3406,SUCURSAL VALLADOLID,BAE04036125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,89554.0
3407,PRINCIPAL COTA,BAE04047125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,27845.61
3408,SUCURSAL BARRANQUILLA,BAE04047125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,27845.61
3409,SUCURSAL BUCARAMANGA,BAE04047125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,27845.61
3410,SUCURSAL CALI,BAE04047125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,27845.61
3411,SUCURSAL CALLE 6,BAE04047125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,27845.61
3412,SUCURSAL MEDELLIN,BAE04047125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,27845.61
3413,SUCURSAL NORTE,BAE04047125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,27845.61
3414,SUCURSAL VALLADOLID,BAE04047125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,27845.61
3415,PRINCIPAL COTA,BAE04050125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25052.0
3416,SUCURSAL BARRANQUILLA,BAE04050125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25052.0
3417,SUCURSAL BUCARAMANGA,BAE04050125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25052.0
3418,SUCURSAL CALI,BAE04050125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25052.0
3419,SUCURSAL CALLE 6,BAE04050125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25052.0
3420,SUCURSAL MEDELLIN,BAE04050125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25052.0
3421,SUCURSAL NORTE,BAE04050125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25052.0
3422,SUCURSAL VALLADOLID,BAE04050125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25052.0
3423,PRINCIPAL COTA,BAE04066125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,14235.86
3424,SUCURSAL BARRANQUILLA,BAE04066125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,14235.86
3425,SUCURSAL BUCARAMANGA,BAE04066125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,14235.86
3426,SUCURSAL CALI,BAE04066125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,14235.86
3427,SUCURSAL CALLE 6,BAE04066125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,14235.86
3428,SUCURSAL MEDELLIN,BAE04066125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,14235.86
3429,SUCURSAL NORTE,BAE04066125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,14235.86
3430,SUCURSAL VALLADOLID,BAE04066125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,14235.86
3431,PRINCIPAL COTA,BAE04071125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,19222.14
3432,SUCURSAL BARRANQUILLA,BAE04071125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,19222.14
3433,SUCURSAL BUCARAMANGA,BAE04071125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,19222.14
3434,SUCURSAL CALI,BAE04071125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,19222.14
3435,SUCURSAL CALLE 6,BAE04071125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,19222.14
3436,SUCURSAL MEDELLIN,BAE04071125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,19222.14
3437,SUCURSAL NORTE,BAE04071125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,19222.14
3438,SUCURSAL VALLADOLID,BAE04071125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,19222.14
3439,PRINCIPAL COTA,BAE04081125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25549.0
3440,SUCURSAL BARRANQUILLA,BAE04081125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25549.0
3441,SUCURSAL BUCARAMANGA,BAE04081125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25549.0
3442,SUCURSAL CALI,BAE04081125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25549.0
3443,SUCURSAL CALLE 6,BAE04081125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25549.0
3444,SUCURSAL MEDELLIN,BAE04081125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25549.0
3445,SUCURSAL NORTE,BAE04081125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25549.0
3446,SUCURSAL VALLADOLID,BAE04081125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25549.0
3447,0,BAE04103125,0.0,0,0,0.0,0.0,0.0,0.0,0.0,16575.68
3448,PRINCIPAL COTA,BAE04106125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,22768.38
3449,SUCURSAL BARRANQUILLA,BAE04106125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,22768.38
3450,SUCURSAL BUCARAMANGA,BAE04106125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,22768.38
3451,SUCURSAL CALI,BAE04106125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,22768.38
3452,SUCURSAL CALLE 6,BAE04106125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,22768.38
3453,SUCURSAL MEDELLIN,BAE04106125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,22768.38
3454,SUCURSAL NORTE,BAE04106125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,22768.38
3455,SUCURSAL VALLADOLID,BAE04106125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,22768.38
3456,0,BAE04108125,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6809.76
3457,PRINCIPAL COTA,BAE04109125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,21161.15
3458,SUCURSAL BARRANQUILLA,BAE04109125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,21161.15
3459,SUCURSAL BUCARAMANGA,BAE04109125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,21161.15
3460,SUCURSAL CALI,BAE04109125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,21161.15
3461,SUCURSAL CALLE 6,BAE04109125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,21161.15
3462,SUCURSAL MEDELLIN,BAE04109125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,21161.15
3463,SUCURSAL NORTE,BAE04109125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,21161.15
3464,SUCURSAL VALLADOLID,BAE04109125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,21161.15
3465,PRINCIPAL COTA,BAE04113125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,9349.57
3466,SUCURSAL BARRANQUILLA,BAE04113125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,9349.57
3467,SUCURSAL BUCARAMANGA,BAE04113125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,9349.57
3468,SUCURSAL CALI,BAE04113125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,9349.57
3469,SUCURSAL CALLE 6,BAE04113125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,9349.57
3470,SUCURSAL MEDELLIN,BAE04113125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,9349.57
3471,SUCURSAL NORTE,BAE04113125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,9349.57
3472,SUCURSAL VALLADOLID,BAE04113125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,9349.57
3473,PRINCIPAL COTA,BAE04114125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,18419.15
3474,SUCURSAL BARRANQUILLA,BAE04114125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,18419.15
3475,SUCURSAL BUCARAMANGA,BAE04114125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,18419.15
3476,SUCURSAL CALI,BAE04114125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,18419.15
3477,SUCURSAL CALLE 6,BAE04114125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,18419.15
3478,SUCURSAL MEDELLIN,BAE04114125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,18419.15
3479,SUCURSAL NORTE,BAE04114125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,18419.15
3480,SUCURSAL VALLADOLID,BAE04114125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,18419.15
3481,PRINCIPAL COTA,BAE04117125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,42839.93
3482,SUCURSAL BARRANQUILLA,BAE04117125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,42839.93
3483,SUCURSAL BUCARAMANGA,BAE04117125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,42839.93
3484,SUCURSAL CALI,BAE04117125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,42839.93
3485,SUCURSAL CALLE 6,BAE04117125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,42839.93
3486,SUCURSAL MEDELLIN,BAE04117125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,42839.93
3487,SUCURSAL NORTE,BAE04117125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,42839.93
3488,SUCURSAL VALLADOLID,BAE04117125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,42839.93
3489,PRINCIPAL COTA,BAE04124125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,42600.0
3490,SUCURSAL BARRANQUILLA,BAE04124125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,42600.0
3491,SUCURSAL BUCARAMANGA,BAE04124125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,42600.0
3492,SUCURSAL CALI,BAE04124125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,42600.0
3493,SUCURSAL CALLE 6,BAE04124125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,42600.0
3494,SUCURSAL MEDELLIN,BAE04124125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,42600.0
3495,SUCURSAL NORTE,BAE04124125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,42600.0
3496,SUCURSAL VALLADOLID,BAE04124125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,42600.0
3497,0,BAE04135125,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
3498,PRINCIPAL COTA,BAE04141125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24889.22
3499,SUCURSAL BARRANQUILLA,BAE04141125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24889.22
3500,SUCURSAL BUCARAMANGA,BAE04141125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24889.22
3501,SUCURSAL CALI,BAE04141125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24889.22
3502,SUCURSAL CALLE 6,BAE04141125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24889.22
3503,SUCURSAL MEDELLIN,BAE04141125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24889.22
3504,SUCURSAL NORTE,BAE04141125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24889.22
3505,SUCURSAL VALLADOLID,BAE04141125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24889.22
3506,PRINCIPAL COTA,BAE04160125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,22517.0
3507,SUCURSAL BARRANQUILLA,BAE04160125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,22517.0
3508,SUCURSAL BUCARAMANGA,BAE04160125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,22517.0
3509,SUCURSAL CALI,BAE04160125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,22517.0
3510,SUCURSAL CALLE 6,BAE04160125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,22517.0
3511,SUCURSAL MEDELLIN,BAE04160125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,22517.0
3512,SUCURSAL NORTE,BAE04160125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,22517.0
3513,SUCURSAL VALLADOLID,BAE04160125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,22517.0
3514,PRINCIPAL COTA,BAE04190125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25691.76
3515,SUCURSAL BARRANQUILLA,BAE04190125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25691.76
3516,SUCURSAL BUCARAMANGA,BAE04190125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25691.76
3517,SUCURSAL CALI,BAE04190125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25691.76
3518,SUCURSAL CALLE 6,BAE04190125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25691.76
3519,SUCURSAL MEDELLIN,BAE04190125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25691.76
3520,SUCURSAL NORTE,BAE04190125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25691.76
3521,SUCURSAL VALLADOLID,BAE04190125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,25691.76
3522,PRINCIPAL COTA,BAE04191125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24256.95
3523,SUCURSAL BARRANQUILLA,BAE04191125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24256.95
3524,SUCURSAL BUCARAMANGA,BAE04191125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24256.95
3525,SUCURSAL CALI,BAE04191125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24256.95
3526,SUCURSAL CALLE 6,BAE04191125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24256.95
3527,SUCURSAL MEDELLIN,BAE04191125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24256.95
3528,SUCURSAL NORTE,BAE04191125,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,24256.95
