,store_name,product_ref,año,Semana,semana_num,num_facturas,EMA,demanda_ajustada,desviacion_ema%,coef_ventas,lost_sales,producto_costo_unitario
62,0,AHB0TO10132,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,222947.69
63,PRINCIPAL COTA,AHB0TO30132,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,222947.69
64,SUCURSAL BARRANQUILLA,AHB0TO30132,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,222947.69
65,SUCURSAL BUCARAMANGA,AHB0TO30132,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,222947.69
66,SUCURSAL CALI,AHB0TO30132,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,222947.69
67,SUCURSAL CALLE 6,AHB0TO30132,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,222947.69
68,SUCURSAL MEDELLIN,AHB0TO30132,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,222947.69
69,SUCURSAL NORTE,AHB0TO30132,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,222947.69
70,SUCURSAL VALLADOLID,AHB0TO30132,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,222947.69
71,PRINCIPAL COTA,AHB80W90030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,313811.44
72,SUCURSAL BARRANQUILLA,AHB80W90030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,313811.44
73,SUCURSAL BUCARAMANGA,AHB80W90030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,313811.44
74,SUCURSAL CALI,AHB80W90030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,313811.44
75,SUCURSAL CALLE 6,AHB80W90030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,313811.44
76,SUCURSAL MEDELLIN,AHB80W90030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,313811.44
77,SUCURSAL NORTE,AHB80W90030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,313811.44
78,SUCURSAL VALLADOLID,AHB80W90030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,313811.44
79,PRINCIPAL COTA,AHB80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,460139.21
80,SUCURSAL BARRANQUILLA,AHB80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,460139.21
81,SUCURSAL BUCARAMANGA,AHB80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,460139.21
82,SUCURSAL CALI,AHB80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,460139.21
83,SUCURSAL CALLE 6,AHB80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,460139.21
84,SUCURSAL MEDELLIN,AHB80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,460139.21
85,SUCURSAL NORTE,AHB80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,460139.21
86,SUCURSAL VALLADOLID,AHB80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,460139.21
87,0,AHB80W90052,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,300026.46
88,0,AHB85W14030,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,261006.0
89,PRINCIPAL COTA,AHB85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,469317.32
90,SUCURSAL BARRANQUILLA,AHB85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,469317.32
91,SUCURSAL BUCARAMANGA,AHB85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,469317.32
92,SUCURSAL CALI,AHB85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,469317.32
93,SUCURSAL CALLE 6,AHB85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.01979,0.0,84984.38,0.0,0.0,469317.32
94,SUCURSAL MEDELLIN,AHB85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,469317.32
95,SUCURSAL NORTE,AHB85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,469317.32
96,SUCURSAL VALLADOLID,AHB85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,469317.32
97,PRINCIPAL COTA,AHB85W14052,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,314317.66
98,SUCURSAL BARRANQUILLA,AHB85W14052,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,314317.66
99,SUCURSAL BUCARAMANGA,AHB85W14052,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,314317.66
100,SUCURSAL CALI,AHB85W14052,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,314317.66
101,SUCURSAL CALLE 6,AHB85W14052,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,314317.66
102,SUCURSAL MEDELLIN,AHB85W14052,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,314317.66
103,SUCURSAL NORTE,AHB85W14052,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,314317.66
104,SUCURSAL VALLADOLID,AHB85W14052,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,314317.66
105,PRINCIPAL COTA,AHBNTO68030,2025.0,2025-09-16 00:00:00,38,0.0,0.210025,0.0,0.87,12.0,0.0,342304.08
106,SUCURSAL BARRANQUILLA,AHBNTO68030,2025.0,2025-09-16 00:00:00,38,0.0,0.059989,0.0,1.22,12.0,0.0,342304.08
107,SUCURSAL BUCARAMANGA,AHBNTO68030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,342304.08
108,SUCURSAL CALI,AHBNTO68030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,342304.08
109,SUCURSAL CALLE 6,AHBNTO68030,2025.0,2025-09-16 00:00:00,38,0.0,0.162821,0.0,1.09,12.0,0.0,342304.08
110,SUCURSAL MEDELLIN,AHBNTO68030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,342304.08
111,SUCURSAL NORTE,AHBNTO68030,2025.0,2025-09-16 00:00:00,38,1.0,0.324499,1.0,0.46,6.0,0.0,342304.08
112,SUCURSAL VALLADOLID,AHBNTO68030,2025.0,2025-09-16 00:00:00,38,0.0,4e-06,0.0,15.52,0.0,0.0,342304.08
113,PRINCIPAL COTA,AHG80W90030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,82650.48
114,SUCURSAL BARRANQUILLA,AHG80W90030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,82650.48
115,SUCURSAL BUCARAMANGA,AHG80W90030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,82650.48
116,SUCURSAL CALI,AHG80W90030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,82650.48
117,SUCURSAL CALLE 6,AHG80W90030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,82650.48
118,SUCURSAL MEDELLIN,AHG80W90030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,82650.48
119,SUCURSAL NORTE,AHG80W90030,2025.0,2025-09-16 00:00:00,38,0.0,6.5e-05,0.0,279.03,0.0,0.0,82650.48
120,SUCURSAL VALLADOLID,AHG80W90030,2025.0,2025-09-16 00:00:00,38,0.0,0.028147,0.0,120866.53,0.0,0.0,82650.48
121,PRINCIPAL COTA,AHG80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.017394,0.0,0.72,12.0,0.0,85951.89
122,SUCURSAL BARRANQUILLA,AHG80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,85951.89
123,SUCURSAL BUCARAMANGA,AHG80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,85951.89
124,SUCURSAL CALI,AHG80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,85951.89
125,SUCURSAL CALLE 6,AHG80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.001285,0.0,5515.31,0.0,0.0,85951.89
126,SUCURSAL MEDELLIN,AHG80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,85951.89
127,SUCURSAL NORTE,AHG80W90050,2025.0,2025-09-16 00:00:00,38,0.0,9.1e-05,0.0,392.0,0.0,0.0,85951.89
128,SUCURSAL VALLADOLID,AHG80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.000147,0.0,633.93,0.0,0.0,85951.89
129,PRINCIPAL COTA,AHG85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,92209.36
130,SUCURSAL BARRANQUILLA,AHG85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,92209.36
131,SUCURSAL BUCARAMANGA,AHG85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,92209.36
132,SUCURSAL CALI,AHG85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,92209.36
133,SUCURSAL CALLE 6,AHG85W14030,2025.0,2025-09-16 00:00:00,38,0.0,6e-06,0.0,27.46,0.0,0.0,92209.36
134,SUCURSAL MEDELLIN,AHG85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,92209.36
135,SUCURSAL NORTE,AHG85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,92209.36
136,SUCURSAL VALLADOLID,AHG85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.00031,0.0,1328.53,0.0,0.0,92209.36
137,PRINCIPAL COTA,AHG85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,92806.88
138,SUCURSAL BARRANQUILLA,AHG85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,92806.88
139,SUCURSAL BUCARAMANGA,AHG85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,92806.88
140,SUCURSAL CALI,AHG85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,92806.88
141,SUCURSAL CALLE 6,AHG85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.002965,0.0,12729.06,0.0,0.0,92806.88
142,SUCURSAL MEDELLIN,AHG85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,92806.88
143,SUCURSAL NORTE,AHG85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,92806.88
144,SUCURSAL VALLADOLID,AHG85W14050,2025.0,2025-09-16 00:00:00,38,0.0,8.1e-05,0.0,348.67,0.0,0.0,92806.88
145,PRINCIPAL COTA,AHQ80W90030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,22593.26
146,SUCURSAL BARRANQUILLA,AHQ80W90030,2025.0,2025-09-16 00:00:00,38,0.0,1.2e-05,0.0,54.58,0.0,0.0,22593.26
147,SUCURSAL BUCARAMANGA,AHQ80W90030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,22593.26
148,SUCURSAL CALI,AHQ80W90030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,22593.26
149,SUCURSAL CALLE 6,AHQ80W90030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,22593.26
150,SUCURSAL MEDELLIN,AHQ80W90030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,22593.26
151,SUCURSAL NORTE,AHQ80W90030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,22593.26
152,SUCURSAL VALLADOLID,AHQ80W90030,2025.0,2025-09-16 00:00:00,38,0.0,0.139961,0.0,0.74,12.0,0.0,22593.26
153,PRINCIPAL COTA,AHQ80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.004503,0.0,19339.0,0.0,0.0,21741.5
154,SUCURSAL BARRANQUILLA,AHQ80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,21741.5
155,SUCURSAL BUCARAMANGA,AHQ80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,21741.5
156,SUCURSAL CALI,AHQ80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,21741.5
157,SUCURSAL CALLE 6,AHQ80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.002129,0.0,9140.8,0.0,0.0,21741.5
158,SUCURSAL MEDELLIN,AHQ80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,21741.5
159,SUCURSAL NORTE,AHQ80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,21741.5
160,SUCURSAL VALLADOLID,AHQ80W90050,2025.0,2025-09-16 00:00:00,38,0.0,0.00019,0.0,814.61,0.0,0.0,21741.5
161,PRINCIPAL COTA,AHQ85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,17680.84
162,SUCURSAL BARRANQUILLA,AHQ85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,17680.84
163,SUCURSAL BUCARAMANGA,AHQ85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,17680.84
164,SUCURSAL CALI,AHQ85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,17680.84
165,SUCURSAL CALLE 6,AHQ85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,17680.84
166,SUCURSAL MEDELLIN,AHQ85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,17680.84
167,SUCURSAL NORTE,AHQ85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.028751,0.0,0.76,12.0,0.0,17680.84
168,SUCURSAL VALLADOLID,AHQ85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,17680.84
169,PRINCIPAL COTA,AHQ85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,22075.24
170,SUCURSAL BARRANQUILLA,AHQ85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,22075.24
171,SUCURSAL BUCARAMANGA,AHQ85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,22075.24
172,SUCURSAL CALI,AHQ85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,22075.24
173,SUCURSAL CALLE 6,AHQ85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.002882,0.0,12376.93,0.0,0.0,22075.24
174,SUCURSAL MEDELLIN,AHQ85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,22075.24
175,SUCURSAL NORTE,AHQ85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.512203,0.0,0.85,12.0,0.0,22075.24
176,SUCURSAL VALLADOLID,AHQ85W14050,2025.0,2025-09-16 00:00:00,38,0.0,0.014574,0.0,62580.44,0.0,0.0,22075.24
177,0,AHQMATIC050,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11277.57
178,PRINCIPAL COTA,AHR85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,11872.73
179,SUCURSAL BARRANQUILLA,AHR85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,11872.73
180,SUCURSAL BUCARAMANGA,AHR85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,11872.73
181,SUCURSAL CALI,AHR85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,11872.73
182,SUCURSAL CALLE 6,AHR85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,11872.73
183,SUCURSAL MEDELLIN,AHR85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,11872.73
184,SUCURSAL NORTE,AHR85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,11872.73
185,SUCURSAL VALLADOLID,AHR85W14030,2025.0,2025-09-16 00:00:00,38,0.0,0.16,0.0,0.69,12.0,0.0,11872.73
186,PRINCIPAL COTA,AHTNT068030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,3542826.0
187,SUCURSAL BARRANQUILLA,AHTNT068030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,3542826.0
188,SUCURSAL BUCARAMANGA,AHTNT068030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,3542826.0
189,SUCURSAL CALI,AHTNT068030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,3542826.0
190,SUCURSAL CALLE 6,AHTNT068030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,3542826.0
191,SUCURSAL MEDELLIN,AHTNT068030,2025.0,2025-09-16 00:00:00,38,0.0,0.0,0.0,0.0,0.0,0.0,3542826.0
